,delta mean,delta std,path,wt,context,cell line
3864,0.7227,0.1465,../results/context_dependence_test_10/borzoi/EREG_chr4_74365144_+.pickle,2.322,enhancing,PC-3
2191,0.728,0.1519,../results/context_dependence_test_10/borzoi/DBF4B_chr17_44708607_+.pickle,2.904,enhancing,PC-3
7059,0.736,0.1697,../results/context_dependence_test_10/borzoi/DDX19B_chr16_70299193_+.pickle,4.457,enhancing,PC-3
7838,0.7856,0.1105,../results/context_dependence_test_10/borzoi/H3C11_chr6_27872346_-.pickle,4.797,enhancing,PC-3
2561,0.7534,0.1721,../results/context_dependence_test_10/borzoi/SLC24A1_chr15_65611404_+.pickle,2.705,enhancing,PC-3
1173,0.848,0.05484,../results/context_dependence_test_10/borzoi/SEZ6L2_chr16_29899264_-.pickle,2.14,enhancing,PC-3
9580,0.745,0.1382,../results/context_dependence_test_10/borzoi/CTNND1_chr11_57761831_+.pickle,7.637,enhancing,PC-3
8109,0.733,0.1487,../results/context_dependence_test_10/borzoi/ITGB1BP1_chr2_9423506_-.pickle,8.75,enhancing,PC-3
589,0.846,0.08453,../results/context_dependence_test_10/borzoi/CCL20_chr2_227813841_+.pickle,2.297,enhancing,PC-3
2369,0.7925,0.1422,../results/context_dependence_test_10/borzoi/CDADC1_chr13_49247924_+.pickle,4.87,enhancing,PC-3
9517,0.707,0.1724,../results/context_dependence_test_10/borzoi/COMMD6_chr13_75537841_-.pickle,5.49,enhancing,PC-3
7996,0.808,0.1506,../results/context_dependence_test_10/borzoi/MRPL48_chr11_73787873_+.pickle,4.46,enhancing,PC-3
3049,0.7656,0.1759,../results/context_dependence_test_10/borzoi/KYNU_chr2_142877656_+.pickle,1.922,enhancing,PC-3
7008,0.812,0.1516,../results/context_dependence_test_10/borzoi/ENSG00000258529_chr11_111879425_-.pickle,5.28,enhancing,PC-3
8802,0.728,0.1274,../results/context_dependence_test_10/borzoi/ITGA3_chr17_50056109_+.pickle,5.59,enhancing,PC-3
6665,0.7134,0.1272,../results/context_dependence_test_10/borzoi/H2BC10_chr6_26272930_+.pickle,3.76,enhancing,PC-3
8438,0.713,0.1389,../results/context_dependence_test_10/borzoi/H3C10_chr6_27810050_+.pickle,5.043,enhancing,PC-3
9175,0.746,0.08374,../results/context_dependence_test_10/borzoi/MYOF_chr10_93482334_-.pickle,7.55,enhancing,PC-3
3896,0.7944,0.1747,../results/context_dependence_test_10/borzoi/UBE2M_chr19_58558611_-.pickle,7.17,enhancing,PC-3
3411,0.7397,0.1499,../results/context_dependence_test_10/borzoi/PPT2_chr6_32154094_+.pickle,3.688,enhancing,PC-3
5794,0.7363,0.1848,../results/context_dependence_test_10/borzoi/NFKBIL1_chr6_31547607_+.pickle,5.215,enhancing,PC-3
3271,0.794,0.2017,../results/context_dependence_test_10/borzoi/TBCK_chr4_106316209_-.pickle,3.629,enhancing,PC-3
8014,0.8257,0.10876,../results/context_dependence_test_10/borzoi/H2BC9_chr6_26251613_+.pickle,4.67,enhancing,PC-3
9752,0.893,0.0948,../results/context_dependence_test_10/borzoi/EMC4_chr15_34225015_+.pickle,5.78,enhancing,PC-3
8830,0.821,0.08673,../results/context_dependence_test_10/borzoi/GPRC5A_chr12_12891561_+.pickle,5.08,enhancing,PC-3
7844,0.7227,0.1669,../results/context_dependence_test_10/borzoi/H1-5_chr6_27867588_-.pickle,4.96,enhancing,PC-3
3689,0.7046,0.1787,../results/context_dependence_test_10/borzoi/TRIM52_chr5_181261131_-.pickle,3.828,enhancing,PC-3
3174,0.7383,0.1062,../results/context_dependence_test_10/borzoi/LIF_chr22_30246739_-.pickle,2.43,enhancing,PC-3
4819,0.7036,0.1805,../results/context_dependence_test_10/borzoi/ENTPD5_chr14_74019310_-.pickle,5.85,enhancing,PC-3
2145,0.8906,0.159,../results/context_dependence_test_10/borzoi/NDUFAF1_chr15_41402532_-.pickle,2.957,enhancing,PC-3
3625,0.808,0.08636,../results/context_dependence_test_10/borzoi/TEFM_chr17_30906235_-.pickle,3.72,enhancing,PC-3
7351,0.7266,0.3035,../results/context_dependence_test_10/borzoi/CEP63_chr3_134486003_+.pickle,5.297,enhancing,PC-3
9547,0.717,0.1787,../results/context_dependence_test_10/borzoi/NOP58_chr2_202265762_+.pickle,8.0,enhancing,PC-3
8467,0.8213,0.1511,../results/context_dependence_test_10/borzoi/VPS72_chr1_151190197_-.pickle,6.65,enhancing,PC-3
8599,0.773,0.1338,../results/context_dependence_test_10/borzoi/CPSF2_chr14_92121968_+.pickle,5.508,enhancing,PC-3
4304,0.708,0.15,../results/context_dependence_test_10/borzoi/MAIP1_chr2_199955581_+.pickle,4.49,enhancing,PC-3
7826,0.901,0.0753,../results/context_dependence_test_10/borzoi/DNAJC15_chr13_43023585_+.pickle,3.506,enhancing,PC-3
1905,0.708,0.0549,../results/context_dependence_test_10/borzoi/RUNX2_chr6_45422484_+.pickle,1.311,enhancing,PC-3
6595,0.7847,0.2034,../results/context_dependence_test_10/borzoi/SUPV3L1_chr10_69180233_+.pickle,4.53,enhancing,PC-3
7261,0.7583,0.1631,../results/context_dependence_test_10/borzoi/ENSG00000260537_chr16_70299223_+.pickle,4.69,enhancing,PC-3
389,0.7173,0.0976,../results/context_dependence_test_10/borzoi/EPSTI1_chr13_42992230_-.pickle,4.11,enhancing,PC-3
5663,0.7686,0.0838,../results/context_dependence_test_10/borzoi/NRP1_chr10_33334636_-.pickle,6.89,enhancing,PC-3
3367,0.7046,0.1488,../results/context_dependence_test_10/borzoi/LRRC46_chr17_47831669_+.pickle,2.986,enhancing,PC-3
6659,0.83,0.11993,../results/context_dependence_test_10/borzoi/RABGGTB_chr1_75786230_+.pickle,5.18,enhancing,PC-3
9102,0.7437,0.1569,../results/context_dependence_test_10/borzoi/TMEM69_chr1_45688180_+.pickle,6.65,enhancing,PC-3
8044,0.8022,0.1732,../results/context_dependence_test_10/borzoi/NIF3L1_chr2_200889368_+.pickle,7.773,enhancing,PC-3
9250,0.7793,0.1062,../results/context_dependence_test_10/borzoi/TM4SF1_chr3_149377649_-.pickle,7.24,enhancing,PC-3
3225,0.788,0.0992,../results/context_dependence_test_10/borzoi/MINDY1_chr1_151006902_-.pickle,3.115,enhancing,PC-3
4566,0.731,0.142,../results/context_dependence_test_10/borzoi/DPY19L4_chr8_94719899_+.pickle,2.281,enhancing,PC-3
3140,0.805,0.10785,../results/context_dependence_test_10/borzoi/LIPH_chr3_185552558_-.pickle,2.227,enhancing,PC-3
2680,0.7637,0.1565,../results/context_dependence_test_10/borzoi/BCS1L_chr2_218659708_+.pickle,4.215,enhancing,PC-3
5856,0.72,0.227,../results/context_dependence_test_10/borzoi/ALG9_chr11_111871533_-.pickle,5.305,enhancing,PC-3
4965,0.704,0.12036,../results/context_dependence_test_10/borzoi/ENSG00000159239_chr2_74421662_-.pickle,3.217,enhancing,PC-3
4647,0.8003,0.1582,../results/context_dependence_test_10/borzoi/MLLT11_chr1_151060396_+.pickle,5.04,enhancing,PC-3
8947,0.7886,0.106,../results/context_dependence_test_10/borzoi/ATRAID_chr2_27212369_+.pickle,6.87,enhancing,PC-3
9103,0.786,0.142,../results/context_dependence_test_10/borzoi/SLC5A6_chr2_27212268_-.pickle,8.02,enhancing,PC-3
4821,0.8545,0.095,../results/context_dependence_test_10/borzoi/H4C13_chr6_27873534_-.pickle,2.693,enhancing,PC-3
930,0.7886,0.1265,../results/context_dependence_test_10/borzoi/NEK3_chr13_52159560_-.pickle,1.777,enhancing,PC-3
1565,0.75,0.0814,../results/context_dependence_test_10/borzoi/PPP1R18_chr6_30684744_-.pickle,2.822,enhancing,PC-3
3747,0.701,0.1403,../results/context_dependence_test_10/borzoi/CNPY4_chr7_100119633_+.pickle,4.703,enhancing,PC-3
8657,0.8174,0.1008,../results/context_dependence_test_10/borzoi/H2BC17_chr6_27893424_+.pickle,4.85,enhancing,PC-3
804,0.758,0.1445,../results/context_dependence_test_10/borzoi/PLCXD1_chrY_276321_+.pickle,0.5137,enhancing,PC-3
4483,0.801,0.1616,../results/context_dependence_test_10/borzoi/FAM216A_chr12_110468844_+.pickle,4.45,enhancing,PC-3
5094,0.706,0.2041,../results/context_dependence_test_10/borzoi/NMI_chr2_151289668_-.pickle,2.92,enhancing,PC-3
36,0.71,0.1454,../results/context_dependence_test_10/borzoi/KLC4_chr6_43059894_+.pickle,2.02,enhancing,PC-3
5316,0.8145,0.1014,../results/context_dependence_test_10/borzoi/COMT_chr22_19941787_+.pickle,9.71,enhancing,PC-3
7829,0.7354,0.1178,../results/context_dependence_test_10/borzoi/H2BC8_chr6_26216688_-.pickle,4.86,enhancing,PC-3
8684,0.7505,0.1142,../results/context_dependence_test_10/borzoi/SEMA3C_chr7_80919051_-.pickle,7.92,enhancing,PC-3
8013,0.726,0.1608,../results/context_dependence_test_10/borzoi/H4C3_chr6_26103932_+.pickle,4.957,enhancing,PC-3
4322,0.7812,0.115,../results/context_dependence_test_10/borzoi/TXNRD2_chr22_19941804_-.pickle,9.44,enhancing,PC-3
4497,0.7437,0.2208,../results/context_dependence_test_10/borzoi/PMVK_chr1_154936719_-.pickle,3.03,enhancing,PC-3
1871,0.828,0.0658,../results/context_dependence_test_10/borzoi/MEPCE_chr7_100428816_+.pickle,2.793,enhancing,PC-3
5926,0.791,0.11383,../results/context_dependence_test_10/borzoi/SERPINE1_chr7_101127103_+.pickle,3.973,enhancing,PC-3
7307,0.719,0.1866,../results/context_dependence_test_10/borzoi/CFAP68_chr11_111879541_+.pickle,5.92,enhancing,PC-3
6092,0.8096,0.08734,../results/context_dependence_test_10/borzoi/DKK1_chr10_52314280_+.pickle,3.945,enhancing,PC-3
7180,0.905,0.0935,../results/context_dependence_test_10/borzoi/GTF3C3_chr2_196799659_-.pickle,4.656,enhancing,PC-3
7009,0.7046,0.1276,../results/context_dependence_test_10/borzoi/TPGS2_chr18_36828842_-.pickle,6.227,enhancing,PC-3
6324,0.73,0.11475,../results/context_dependence_test_10/borzoi/C2orf74_chr2_61145067_+.pickle,0.949,enhancing,PC-3
4625,0.7495,0.1174,../results/context_dependence_test_10/borzoi/MTO1_chr6_73461736_+.pickle,4.54,enhancing,PC-3
6879,0.8726,0.08276,../results/context_dependence_test_10/borzoi/DLAT_chr11_112025425_+.pickle,5.5,enhancing,PC-3
6142,0.7065,0.2279,../results/context_dependence_test_10/borzoi/NPRL3_chr16_138673_-.pickle,5.406,enhancing,PC-3
4184,0.8516,0.1561,../results/context_dependence_test_10/borzoi/CWF19L1_chr10_100267638_-.pickle,4.58,enhancing,PC-3
5877,0.748,0.2632,../results/context_dependence_test_10/borzoi/CHMP2A_chr19_58554973_-.pickle,7.887,enhancing,PC-3
5092,0.7114,0.194,../results/context_dependence_test_10/borzoi/PTPMT1_chr11_47565598_+.pickle,5.234,enhancing,PC-3
3778,0.795,0.1696,../results/context_dependence_test_10/borzoi/REXO5_chr16_20806520_+.pickle,4.93,enhancing,PC-3
7633,0.787,0.10944,../results/context_dependence_test_10/borzoi/H3C4_chr6_26197286_-.pickle,4.535,enhancing,PC-3
5585,0.7524,0.1483,../results/context_dependence_test_10/borzoi/GUSB_chr7_65982213_-.pickle,3.984,enhancing,PC-3
1960,0.764,0.1646,../results/context_dependence_test_10/borzoi/CXorf58_chrX_23908005_+.pickle,4.246,enhancing,PC-3
7464,0.8936,0.07556,../results/context_dependence_test_10/borzoi/H2BC14_chr6_27815021_+.pickle,4.54,enhancing,PC-3
9878,0.7026,0.2332,../results/context_dependence_test_10/borzoi/NDUFS5_chr1_39026349_+.pickle,6.906,enhancing,PC-3
346,0.705,0.1665,../results/context_dependence_test_10/borzoi/FAM228B_chr2_24123468_+.pickle,1.965,enhancing,PC-3
6915,0.708,0.1227,../results/context_dependence_test_10/borzoi/METTL3_chr14_21511340_-.pickle,6.08,enhancing,PC-3
1862,0.7783,0.08215,../results/context_dependence_test_10/borzoi/ZCWPW1_chr7_100428703_-.pickle,2.574,enhancing,PC-3
6312,0.709,0.1371,../results/context_dependence_test_10/borzoi/GOLGA4_chr3_37243251_+.pickle,5.215,enhancing,PC-3
7186,0.7026,0.2405,../results/context_dependence_test_10/borzoi/DDX19A_chr16_70346902_+.pickle,6.555,enhancing,PC-3
4414,0.76,0.1613,../results/context_dependence_test_10/borzoi/H2BC3_chr6_26043713_-.pickle,2.77,enhancing,PC-3
6446,0.749,0.1866,../results/context_dependence_test_10/borzoi/PPIL3_chr2_200889303_-.pickle,7.68,enhancing,PC-3
5213,0.7227,0.2151,../results/context_dependence_test_10/borzoi/ENSG00000285932_chr10_99732112_-.pickle,6.184,enhancing,PC-3
3126,0.745,0.178,../results/context_dependence_test_10/borzoi/FAN1_chr15_30903885_+.pickle,1.269,enhancing,PC-3
2317,0.7104,0.1353,../results/context_dependence_test_10/borzoi/PIERCE1_chr9_135499869_-.pickle,3.201,enhancing,PC-3
4116,0.734,0.08905,../results/context_dependence_test_10/borzoi/TRAPPC6B_chr14_39170333_-.pickle,5.58,enhancing,PC-3
5658,0.705,0.1969,../results/context_dependence_test_10/borzoi/POLR3F_chr20_18467425_+.pickle,1.557,enhancing,PC-3
8959,0.741,0.1292,../results/context_dependence_test_10/borzoi/ASCC1_chr10_72216109_-.pickle,6.65,enhancing,PC-3
2066,0.7266,0.11127,../results/context_dependence_test_10/borzoi/H3C6_chr6_26224198_+.pickle,2.736,enhancing,PC-3
2476,0.712,0.2258,../results/context_dependence_test_10/borzoi/ENSG00000285382_chr20_32743523_-.pickle,6.47,enhancing,PC-3
6054,0.7344,0.1736,../results/context_dependence_test_10/borzoi/PIGBOS1_chr15_55319161_-.pickle,6.91,enhancing,PC-3
8185,0.8667,0.1395,../results/context_dependence_test_10/borzoi/MRPL35_chr2_86199456_+.pickle,3.936,enhancing,PC-3
6081,0.76,0.1456,../results/context_dependence_test_10/borzoi/FAM149B1_chr10_73168118_+.pickle,5.168,enhancing,PC-3
4752,0.829,0.08105,../results/context_dependence_test_10/borzoi/PEX13_chr2_61017729_+.pickle,3.076,enhancing,PC-3
4707,0.836,0.1432,../results/context_dependence_test_10/borzoi/IFT46_chr11_118565931_-.pickle,4.395,enhancing,PC-3
8656,0.749,0.11365,../results/context_dependence_test_10/borzoi/EMC3_chr3_9986841_-.pickle,7.613,enhancing,PC-3
6102,0.734,0.2057,../results/context_dependence_test_10/borzoi/EEF1AKMT2_chr10_124791887_-.pickle,4.973,enhancing,PC-3
8072,0.7993,0.1086,../results/context_dependence_test_10/borzoi/PTOV1_chr19_49851158_+.pickle,7.613,enhancing,PC-3
8192,0.8364,0.0921,../results/context_dependence_test_10/borzoi/H2BC13_chr6_27807929_-.pickle,4.676,enhancing,PC-3
3437,0.703,0.2319,../results/context_dependence_test_10/borzoi/ANKRD34A_chr1_145964575_-.pickle,2.28,enhancing,PC-3
6476,0.763,0.1285,../results/context_dependence_test_10/borzoi/NR1H3_chr11_47248915_+.pickle,4.617,enhancing,PC-3
6669,0.7363,0.0953,../results/context_dependence_test_10/borzoi/AREG_chr4_74445135_+.pickle,4.5,enhancing,PC-3
2502,0.753,0.1226,../results/context_dependence_test_10/borzoi/RBMS2_chr12_56521819_+.pickle,3.38,enhancing,PC-3
1556,0.7173,0.1445,../results/context_dependence_test_10/borzoi/ACAD11_chr3_132659844_-.pickle,0.867,enhancing,PC-3
2737,0.848,0.10443,../results/context_dependence_test_10/borzoi/NME6_chr3_48301394_-.pickle,0.68,enhancing,PC-3
2433,0.7495,0.1312,../results/context_dependence_test_10/borzoi/GALNT5_chr2_157257704_+.pickle,1.705,enhancing,PC-3
2948,0.8223,0.0984,../results/context_dependence_test_10/borzoi/ENSG00000276302_chr6_28267120_+.pickle,3.248,enhancing,PC-3
8083,0.719,0.184,../results/context_dependence_test_10/borzoi/TYW3_chr1_74733151_+.pickle,8.5,enhancing,PC-3
6013,0.916,0.0541,../results/context_dependence_test_10/borzoi/LBHD1_chr11_62671765_-.pickle,5.477,enhancing,PC-3
3281,0.7363,0.215,../results/context_dependence_test_10/borzoi/SMG8_chr17_59210034_+.pickle,2.979,enhancing,PC-3
7312,0.82,0.1871,../results/context_dependence_test_10/borzoi/PLP2_chrX_49171897_+.pickle,9.71,enhancing,PC-3
8171,0.822,0.166,../results/context_dependence_test_10/borzoi/UROD_chr1_45012247_+.pickle,4.844,enhancing,PC-3
4451,0.7705,0.1655,../results/context_dependence_test_10/borzoi/FADS1_chr11_61817003_-.pickle,4.402,enhancing,PC-3
2909,0.8315,0.06476,../results/context_dependence_test_10/borzoi/H4C9_chr6_27139281_+.pickle,2.986,enhancing,PC-3
5299,0.719,0.1675,../results/context_dependence_test_10/borzoi/PAAF1_chr11_73876996_+.pickle,5.117,enhancing,PC-3
6865,0.805,0.1653,../results/context_dependence_test_10/borzoi/BPNT1_chr1_220089788_-.pickle,6.906,enhancing,PC-3
4496,0.701,0.266,../results/context_dependence_test_10/borzoi/CLUAP1_chr16_3501011_+.pickle,3.822,enhancing,PC-3
8161,0.703,0.2074,../results/context_dependence_test_10/borzoi/VPS28_chr8_144428563_-.pickle,3.256,enhancing,PC-3
2325,0.899,0.06836,../results/context_dependence_test_10/borzoi/H4C6_chr6_26240392_+.pickle,2.773,enhancing,PC-3
7112,0.7744,0.136,../results/context_dependence_test_10/borzoi/RGPD1_chr2_86942117_+.pickle,4.285,enhancing,PC-3
7949,0.8315,0.1445,../results/context_dependence_test_10/borzoi/RCC1_chr1_28506056_+.pickle,5.113,enhancing,PC-3
9487,0.794,0.1523,../results/context_dependence_test_10/borzoi/H2AC17_chr6_27893185_-.pickle,6.51,enhancing,PC-3
8883,0.7095,0.1184,../results/context_dependence_test_10/borzoi/NT5E_chr6_85450090_+.pickle,6.242,enhancing,PC-3
6632,0.714,0.1841,../results/context_dependence_test_10/borzoi/ITGB3BP_chr1_63523225_-.pickle,5.66,enhancing,PC-3
7200,0.7534,0.1299,../results/context_dependence_test_10/borzoi/ENSG00000290146_chr12_6970920_+.pickle,4.203,enhancing,PC-3
9714,0.774,0.175,../results/context_dependence_test_10/borzoi/DDX21_chr10_68956169_+.pickle,7.23,enhancing,PC-3
6876,0.7075,0.1284,../results/context_dependence_test_10/borzoi/H3C1_chr6_26020450_+.pickle,3.88,enhancing,PC-3
3971,0.777,0.1587,../results/context_dependence_test_10/borzoi/ERI2_chr16_20806476_-.pickle,4.7,enhancing,PC-3
8435,0.7207,0.1947,../results/context_dependence_test_10/borzoi/DHX57_chr2_38875934_-.pickle,9.14,enhancing,PC-3
9129,0.7056,0.227,../results/context_dependence_test_10/borzoi/ARL2_chr11_65014179_+.pickle,6.605,enhancing,PC-3
5826,0.792,0.1202,../results/context_dependence_test_10/borzoi/SNRNP35_chr12_123458138_+.pickle,3.889,enhancing,PC-3
9315,0.81,0.0985,../results/context_dependence_test_10/borzoi/H2AC16_chr6_27865316_+.pickle,5.652,enhancing,PC-3
2863,0.7573,0.1385,../results/context_dependence_test_10/borzoi/APOO_chrX_23907938_-.pickle,5.06,enhancing,PC-3
2242,0.71,0.1869,../results/context_dependence_test_10/borzoi/CEP19_chr3_196712250_-.pickle,4.85,enhancing,PC-3
3977,0.769,0.135,../results/context_dependence_test_10/borzoi/TMEM254_chr10_80078645_+.pickle,1.513,enhancing,PC-3
8249,0.7397,0.1941,../results/context_dependence_test_10/borzoi/USP39_chr2_85616168_+.pickle,6.043,enhancing,PC-3
8769,0.739,0.2336,../results/context_dependence_test_10/borzoi/PRDX2_chr19_12801800_-.pickle,7.94,enhancing,PC-3
9813,0.797,0.1306,../results/context_dependence_test_10/borzoi/IARS1_chr9_92293689_-.pickle,6.28,enhancing,PC-3
6670,0.723,0.175,../results/context_dependence_test_10/borzoi/ACAA2_chr18_49813953_-.pickle,9.21,enhancing,PC-3
1051,0.751,0.08295,../results/context_dependence_test_10/borzoi/PIERCE2_chr15_55408494_+.pickle,2.137,enhancing,PC-3
5966,0.7344,0.092,../results/context_dependence_test_10/borzoi/MMACHC_chr1_45500340_+.pickle,3.45,enhancing,PC-3
3535,0.702,0.06775,../results/context_dependence_test_10/borzoi/LRRC61_chr7_150323262_+.pickle,4.44,enhancing,PC-3
421,0.7305,0.06052,../results/context_dependence_test_10/borzoi/SEMA3A_chr7_84194789_-.pickle,1.836,enhancing,PC-3
6795,0.784,0.11633,../results/context_dependence_test_10/borzoi/HMGA2_chr12_65824897_+.pickle,5.004,enhancing,PC-3
4099,0.7373,0.1697,../results/context_dependence_test_10/borzoi/COMMD1_chr2_61905673_+.pickle,3.256,enhancing,PC-3
5842,0.913,0.04782,../results/context_dependence_test_10/borzoi/UQCC3_chr11_62671672_+.pickle,4.695,enhancing,PC-3
2464,0.762,0.1727,../results/context_dependence_test_10/borzoi/ZNF142_chr2_218659524_-.pickle,3.494,enhancing,PC-3
9420,0.7324,0.1464,../results/context_dependence_test_10/borzoi/HDAC2_chr6_113971148_-.pickle,3.912,enhancing,PC-3
8929,0.04202,0.2183,../results/context_dependence_test_10/borzoi/STUB1_chr16_680409_+.pickle,6.273,neutral,PC-3
7000,0.000492,0.651,../results/context_dependence_test_10/borzoi/RPS2_chr16_1964826_-.pickle,5.9,neutral,PC-3
4555,-0.001385,0.3184,../results/context_dependence_test_10/borzoi/CCDC66_chr3_56557174_+.pickle,4.754,neutral,PC-3
438,0.04712,0.2751,../results/context_dependence_test_10/borzoi/LRCH2_chrX_115234072_-.pickle,1.271,neutral,PC-3
3501,0.0493,0.2732,../results/context_dependence_test_10/borzoi/YAF2_chr12_42238287_-.pickle,4.81,neutral,PC-3
3789,0.02881,0.35,../results/context_dependence_test_10/borzoi/PIAS4_chr19_4007735_+.pickle,3.576,neutral,PC-3
400,0.01753,0.2096,../results/context_dependence_test_10/borzoi/PHF13_chr1_6613730_+.pickle,4.332,neutral,PC-3
1770,-0.004448,0.1548,../results/context_dependence_test_10/borzoi/DCLRE1C_chr10_14954096_-.pickle,3.787,neutral,PC-3
117,0.014114,0.3525,../results/context_dependence_test_10/borzoi/ZNF570_chr19_37469355_+.pickle,1.258,neutral,PC-3
1764,-0.02307,0.535,../results/context_dependence_test_10/borzoi/PKP1_chr1_201283505_+.pickle,2.094,neutral,PC-3
9552,0.01252,0.3267,../results/context_dependence_test_10/borzoi/RPS4X_chrX_72277248_-.pickle,7.703,neutral,PC-3
9224,-0.04977,0.2123,../results/context_dependence_test_10/borzoi/RPS15_chr19_1438400_+.pickle,6.414,neutral,PC-3
1896,0.00807,0.341,../results/context_dependence_test_10/borzoi/RNPC3_chr1_103525698_+.pickle,3.879,neutral,PC-3
1835,0.01208,0.2717,../results/context_dependence_test_10/borzoi/TSPYL5_chr8_97277928_-.pickle,2.586,neutral,PC-3
2496,0.047,0.2556,../results/context_dependence_test_10/borzoi/ZNF283_chr19_43827320_+.pickle,2.682,neutral,PC-3
4258,0.03336,0.276,../results/context_dependence_test_10/borzoi/TFAP2C_chr20_56629305_+.pickle,2.217,neutral,PC-3
9371,0.02885,0.6167,../results/context_dependence_test_10/borzoi/RPS3_chr11_75399517_+.pickle,4.7,neutral,PC-3
