,Normalized TSS activity,context,cell_line,seq_id
3,0.62383515,enhancing,K562,TFDP2_chr3_142028626_-
4,0.7149662,enhancing,K562,TFDP2_chr3_142028626_-
5,0.7887067,enhancing,K562,TFDP2_chr3_142028626_-
6,0.8072434,enhancing,K562,TFDP2_chr3_142028626_-
7,0.8826756,enhancing,K562,TFDP2_chr3_142028626_-
8,0.89173204,enhancing,K562,TFDP2_chr3_142028626_-
9,0.9417815,enhancing,K562,TFDP2_chr3_142028626_-
10,0.9579026,enhancing,K562,TFDP2_chr3_142028626_-
11,1.009178,enhancing,K562,TFDP2_chr3_142028626_-
12,1.010297,enhancing,K562,TFDP2_chr3_142028626_-
13,1.0150297,enhancing,K562,TFDP2_chr3_142028626_-
14,1.0263146,enhancing,K562,TFDP2_chr3_142028626_-
15,1.028409,enhancing,K562,TFDP2_chr3_142028626_-
16,1.0288916,enhancing,K562,TFDP2_chr3_142028626_-
17,1.0562375,enhancing,K562,TFDP2_chr3_142028626_-
18,1.0602043,enhancing,K562,TFDP2_chr3_142028626_-
19,1.0615734,enhancing,K562,TFDP2_chr3_142028626_-
20,1.0542665,enhancing,K562,TFDP2_chr3_142028626_-
21,1.0610259,enhancing,K562,TFDP2_chr3_142028626_-
22,1.0784657,enhancing,K562,TFDP2_chr3_142028626_-
23,1.0781018,enhancing,K562,TFDP2_chr3_142028626_-
24,1.0761012,enhancing,K562,TFDP2_chr3_142028626_-
25,1.0776868,enhancing,K562,TFDP2_chr3_142028626_-
0,0.00035896918,enhancing,K562,ABCA8_chr17_68955392_-
1,0.00032528891,enhancing,K562,ABCA8_chr17_68955392_-
2,0.011527114,enhancing,K562,ABCA8_chr17_68955392_-
3,0.16072886,enhancing,K562,ABCA8_chr17_68955392_-
4,0.062675215,enhancing,K562,ABCA8_chr17_68955392_-
5,0.18677479,enhancing,K562,ABCA8_chr17_68955392_-
6,0.44302773,enhancing,K562,ABCA8_chr17_68955392_-
7,0.5150565,enhancing,K562,ABCA8_chr17_68955392_-
8,0.47333288,enhancing,K562,ABCA8_chr17_68955392_-
9,0.6711464,enhancing,K562,ABCA8_chr17_68955392_-
10,0.6575671,enhancing,K562,ABCA8_chr17_68955392_-
11,0.6730258,enhancing,K562,ABCA8_chr17_68955392_-
12,0.7006202,enhancing,K562,ABCA8_chr17_68955392_-
13,0.75138193,enhancing,K562,ABCA8_chr17_68955392_-
14,0.73433656,enhancing,K562,ABCA8_chr17_68955392_-
15,0.7707634,enhancing,K562,ABCA8_chr17_68955392_-
16,0.7760696,enhancing,K562,ABCA8_chr17_68955392_-
17,0.71697634,enhancing,K562,ABCA8_chr17_68955392_-
18,0.9448067,enhancing,K562,ABCA8_chr17_68955392_-
19,0.9313711,enhancing,K562,ABCA8_chr17_68955392_-
20,0.9438889,enhancing,K562,ABCA8_chr17_68955392_-
21,0.96380347,enhancing,K562,ABCA8_chr17_68955392_-
22,0.96322,enhancing,K562,ABCA8_chr17_68955392_-
23,1.0082092,enhancing,K562,ABCA8_chr17_68955392_-
24,1.0155536,enhancing,K562,ABCA8_chr17_68955392_-
25,1.0061189,enhancing,K562,ABCA8_chr17_68955392_-
0,0.048980694,enhancing,K562,VSTM4_chr10_49115522_-
1,0.06187589,enhancing,K562,VSTM4_chr10_49115522_-
2,0.062332444,enhancing,K562,VSTM4_chr10_49115522_-
3,0.13988714,enhancing,K562,VSTM4_chr10_49115522_-
4,0.26758322,enhancing,K562,VSTM4_chr10_49115522_-
5,0.36046806,enhancing,K562,VSTM4_chr10_49115522_-
6,0.30912733,enhancing,K562,VSTM4_chr10_49115522_-
7,0.35719487,enhancing,K562,VSTM4_chr10_49115522_-
8,0.3807844,enhancing,K562,VSTM4_chr10_49115522_-
9,0.46600083,enhancing,K562,VSTM4_chr10_49115522_-
10,0.65839964,enhancing,K562,VSTM4_chr10_49115522_-
11,0.6240797,enhancing,K562,VSTM4_chr10_49115522_-
12,0.6510678,enhancing,K562,VSTM4_chr10_49115522_-
13,0.69079995,enhancing,K562,VSTM4_chr10_49115522_-
14,0.6829117,enhancing,K562,VSTM4_chr10_49115522_-
15,0.60988027,enhancing,K562,VSTM4_chr10_49115522_-
16,0.5939392,enhancing,K562,VSTM4_chr10_49115522_-
17,0.59543294,enhancing,K562,VSTM4_chr10_49115522_-
18,0.6276013,enhancing,K562,VSTM4_chr10_49115522_-
19,0.5616506,enhancing,K562,VSTM4_chr10_49115522_-
20,0.5264247,enhancing,K562,VSTM4_chr10_49115522_-
21,0.51444304,enhancing,K562,VSTM4_chr10_49115522_-
22,0.51328015,enhancing,K562,VSTM4_chr10_49115522_-
23,0.45484906,enhancing,K562,VSTM4_chr10_49115522_-
24,0.46147954,enhancing,K562,VSTM4_chr10_49115522_-
25,0.5353884,enhancing,K562,VSTM4_chr10_49115522_-
0,0.0029416913,enhancing,K562,CHST2_chr3_143119770_+
1,0.09173741,enhancing,K562,CHST2_chr3_143119770_+
2,0.3505565,enhancing,K562,CHST2_chr3_143119770_+
3,0.749964,enhancing,K562,CHST2_chr3_143119770_+
4,0.7745936,enhancing,K562,CHST2_chr3_143119770_+
5,0.815738,enhancing,K562,CHST2_chr3_143119770_+
6,0.83989114,enhancing,K562,CHST2_chr3_143119770_+
7,0.8885486,enhancing,K562,CHST2_chr3_143119770_+
8,0.9026723,enhancing,K562,CHST2_chr3_143119770_+
9,0.9001482,enhancing,K562,CHST2_chr3_143119770_+
10,0.9169498,enhancing,K562,CHST2_chr3_143119770_+
11,0.9310161,enhancing,K562,CHST2_chr3_143119770_+
12,0.93151325,enhancing,K562,CHST2_chr3_143119770_+
13,0.9425566,enhancing,K562,CHST2_chr3_143119770_+
14,1.0314786,enhancing,K562,CHST2_chr3_143119770_+
15,1.0570164,enhancing,K562,CHST2_chr3_143119770_+
16,1.0782378,enhancing,K562,CHST2_chr3_143119770_+
17,1.0651544,enhancing,K562,CHST2_chr3_143119770_+
18,1.0427778,enhancing,K562,CHST2_chr3_143119770_+
19,1.0497519,enhancing,K562,CHST2_chr3_143119770_+
20,1.046867,enhancing,K562,CHST2_chr3_143119770_+
21,1.0342739,enhancing,K562,CHST2_chr3_143119770_+
22,1.036446,enhancing,K562,CHST2_chr3_143119770_+
23,1.0407056,enhancing,K562,CHST2_chr3_143119770_+
24,1.0391723,enhancing,K562,CHST2_chr3_143119770_+
25,1.1240169,enhancing,K562,CHST2_chr3_143119770_+
0,0.037269723,enhancing,K562,MYEOV_chr11_69294157_+
1,0.74827844,enhancing,K562,MYEOV_chr11_69294157_+
2,0.8371137,enhancing,K562,MYEOV_chr11_69294157_+
3,0.94638664,enhancing,K562,MYEOV_chr11_69294157_+
4,1.0300617,enhancing,K562,MYEOV_chr11_69294157_+
5,1.0653981,enhancing,K562,MYEOV_chr11_69294157_+
6,1.0529667,enhancing,K562,MYEOV_chr11_69294157_+
7,0.99738467,enhancing,K562,MYEOV_chr11_69294157_+
8,0.9917119,enhancing,K562,MYEOV_chr11_69294157_+
9,0.9760546,enhancing,K562,MYEOV_chr11_69294157_+
10,0.9716914,enhancing,K562,MYEOV_chr11_69294157_+
11,0.97661144,enhancing,K562,MYEOV_chr11_69294157_+
12,0.97988814,enhancing,K562,MYEOV_chr11_69294157_+
13,0.9740796,enhancing,K562,MYEOV_chr11_69294157_+
14,0.95422405,enhancing,K562,MYEOV_chr11_69294157_+
15,0.9502226,enhancing,K562,MYEOV_chr11_69294157_+
16,0.93917644,enhancing,K562,MYEOV_chr11_69294157_+
17,0.9431316,enhancing,K562,MYEOV_chr11_69294157_+
18,0.946169,enhancing,K562,MYEOV_chr11_69294157_+
19,0.95686513,enhancing,K562,MYEOV_chr11_69294157_+
20,0.9602535,enhancing,K562,MYEOV_chr11_69294157_+
21,0.9631854,enhancing,K562,MYEOV_chr11_69294157_+
22,0.9707857,enhancing,K562,MYEOV_chr11_69294157_+
23,0.9566102,enhancing,K562,MYEOV_chr11_69294157_+
24,0.9496752,enhancing,K562,MYEOV_chr11_69294157_+
25,0.9428519,enhancing,K562,MYEOV_chr11_69294157_+
0,0.050324615,enhancing,K562,SF3B3_chr16_70523815_+
1,0.14888325,enhancing,K562,SF3B3_chr16_70523815_+
2,0.5157558,enhancing,K562,SF3B3_chr16_70523815_+
3,0.6801253,enhancing,K562,SF3B3_chr16_70523815_+
4,0.70285517,enhancing,K562,SF3B3_chr16_70523815_+
5,0.7901023,enhancing,K562,SF3B3_chr16_70523815_+
6,0.7752758,enhancing,K562,SF3B3_chr16_70523815_+
7,0.77316374,enhancing,K562,SF3B3_chr16_70523815_+
8,0.7908177,enhancing,K562,SF3B3_chr16_70523815_+
9,0.7837864,enhancing,K562,SF3B3_chr16_70523815_+
10,0.79591036,enhancing,K562,SF3B3_chr16_70523815_+
11,0.83787847,enhancing,K562,SF3B3_chr16_70523815_+
12,0.84407103,enhancing,K562,SF3B3_chr16_70523815_+
13,0.900788,enhancing,K562,SF3B3_chr16_70523815_+
14,0.89941955,enhancing,K562,SF3B3_chr16_70523815_+
15,0.90970457,enhancing,K562,SF3B3_chr16_70523815_+
16,0.9129374,enhancing,K562,SF3B3_chr16_70523815_+
17,0.9419354,enhancing,K562,SF3B3_chr16_70523815_+
18,0.9351791,enhancing,K562,SF3B3_chr16_70523815_+
19,0.94024116,enhancing,K562,SF3B3_chr16_70523815_+
20,0.9441024,enhancing,K562,SF3B3_chr16_70523815_+
21,0.94363874,enhancing,K562,SF3B3_chr16_70523815_+
22,0.94428915,enhancing,K562,SF3B3_chr16_70523815_+
23,0.990898,enhancing,K562,SF3B3_chr16_70523815_+
24,0.99643695,enhancing,K562,SF3B3_chr16_70523815_+
25,0.9794297,enhancing,K562,SF3B3_chr16_70523815_+
0,0.0050655887,enhancing,K562,HTR1F_chr3_87792705_+
1,0.34307307,enhancing,K562,HTR1F_chr3_87792705_+
2,0.4345333,enhancing,K562,HTR1F_chr3_87792705_+
3,0.59109867,enhancing,K562,HTR1F_chr3_87792705_+
4,0.8207781,enhancing,K562,HTR1F_chr3_87792705_+
5,0.98387825,enhancing,K562,HTR1F_chr3_87792705_+
6,1.0040543,enhancing,K562,HTR1F_chr3_87792705_+
7,1.2193866,enhancing,K562,HTR1F_chr3_87792705_+
8,1.1890779,enhancing,K562,HTR1F_chr3_87792705_+
9,1.1254034,enhancing,K562,HTR1F_chr3_87792705_+
10,1.1985815,enhancing,K562,HTR1F_chr3_87792705_+
11,1.1890552,enhancing,K562,HTR1F_chr3_87792705_+
12,1.1526464,enhancing,K562,HTR1F_chr3_87792705_+
13,1.124828,enhancing,K562,HTR1F_chr3_87792705_+
14,1.0863487,enhancing,K562,HTR1F_chr3_87792705_+
15,1.1155838,enhancing,K562,HTR1F_chr3_87792705_+
16,1.0362788,enhancing,K562,HTR1F_chr3_87792705_+
17,1.0434791,enhancing,K562,HTR1F_chr3_87792705_+
18,1.0522403,enhancing,K562,HTR1F_chr3_87792705_+
19,1.0527807,enhancing,K562,HTR1F_chr3_87792705_+
20,1.0457844,enhancing,K562,HTR1F_chr3_87792705_+
21,1.0193148,enhancing,K562,HTR1F_chr3_87792705_+
22,1.1173514,enhancing,K562,HTR1F_chr3_87792705_+
23,1.0944926,enhancing,K562,HTR1F_chr3_87792705_+
24,1.0907173,enhancing,K562,HTR1F_chr3_87792705_+
25,1.0431439,enhancing,K562,HTR1F_chr3_87792705_+
0,0.004682111,enhancing,K562,ANXA3_chr4_78551746_+
1,0.020092294,enhancing,K562,ANXA3_chr4_78551746_+
2,0.019192657,enhancing,K562,ANXA3_chr4_78551746_+
3,0.032917473,enhancing,K562,ANXA3_chr4_78551746_+
4,0.034827355,enhancing,K562,ANXA3_chr4_78551746_+
5,0.06049996,enhancing,K562,ANXA3_chr4_78551746_+
6,0.11627305,enhancing,K562,ANXA3_chr4_78551746_+
7,0.29174918,enhancing,K562,ANXA3_chr4_78551746_+
8,0.40034562,enhancing,K562,ANXA3_chr4_78551746_+
9,0.29687396,enhancing,K562,ANXA3_chr4_78551746_+
10,0.19396071,enhancing,K562,ANXA3_chr4_78551746_+
11,0.14064243,enhancing,K562,ANXA3_chr4_78551746_+
12,0.18086503,enhancing,K562,ANXA3_chr4_78551746_+
13,0.30210268,enhancing,K562,ANXA3_chr4_78551746_+
14,0.8293554,enhancing,K562,ANXA3_chr4_78551746_+
15,0.9490004,enhancing,K562,ANXA3_chr4_78551746_+
16,0.9376871,enhancing,K562,ANXA3_chr4_78551746_+
17,0.8827676,enhancing,K562,ANXA3_chr4_78551746_+
18,0.9056001,enhancing,K562,ANXA3_chr4_78551746_+
19,0.9203413,enhancing,K562,ANXA3_chr4_78551746_+
20,0.98164475,enhancing,K562,ANXA3_chr4_78551746_+
21,0.87468785,enhancing,K562,ANXA3_chr4_78551746_+
22,0.8668576,enhancing,K562,ANXA3_chr4_78551746_+
23,0.8101362,enhancing,K562,ANXA3_chr4_78551746_+
24,0.8124076,enhancing,K562,ANXA3_chr4_78551746_+
25,0.8222448,enhancing,K562,ANXA3_chr4_78551746_+
0,0.0073124645,enhancing,K562,PTPN22_chr1_113871712_-
1,0.16512924,enhancing,K562,PTPN22_chr1_113871712_-
2,1.0353032,enhancing,K562,PTPN22_chr1_113871712_-
3,1.1235496,enhancing,K562,PTPN22_chr1_113871712_-
4,0.86334115,enhancing,K562,PTPN22_chr1_113871712_-
5,0.78448856,enhancing,K562,PTPN22_chr1_113871712_-
6,0.7301971,enhancing,K562,PTPN22_chr1_113871712_-
7,0.7468193,enhancing,K562,PTPN22_chr1_113871712_-
8,0.7264983,enhancing,K562,PTPN22_chr1_113871712_-
9,0.53489697,enhancing,K562,PTPN22_chr1_113871712_-
10,0.53253746,enhancing,K562,PTPN22_chr1_113871712_-
11,0.47136638,enhancing,K562,PTPN22_chr1_113871712_-
12,0.5810049,enhancing,K562,PTPN22_chr1_113871712_-
13,0.509588,enhancing,K562,PTPN22_chr1_113871712_-
14,0.5332604,enhancing,K562,PTPN22_chr1_113871712_-
15,0.44836798,enhancing,K562,PTPN22_chr1_113871712_-
16,0.45205337,enhancing,K562,PTPN22_chr1_113871712_-
17,0.44062978,enhancing,K562,PTPN22_chr1_113871712_-
18,0.67263854,enhancing,K562,PTPN22_chr1_113871712_-
19,0.8696657,enhancing,K562,PTPN22_chr1_113871712_-
20,0.7685038,enhancing,K562,PTPN22_chr1_113871712_-
21,0.7997488,enhancing,K562,PTPN22_chr1_113871712_-
22,0.7744813,enhancing,K562,PTPN22_chr1_113871712_-
23,0.7120805,enhancing,K562,PTPN22_chr1_113871712_-
24,0.7263815,enhancing,K562,PTPN22_chr1_113871712_-
25,0.6479061,enhancing,K562,PTPN22_chr1_113871712_-
0,0.041651964,enhancing,K562,MFF_chr2_227325250_+
1,0.06895293,enhancing,K562,MFF_chr2_227325250_+
2,0.28491193,enhancing,K562,MFF_chr2_227325250_+
3,0.86352915,enhancing,K562,MFF_chr2_227325250_+
4,0.8838243,enhancing,K562,MFF_chr2_227325250_+
5,0.89403635,enhancing,K562,MFF_chr2_227325250_+
6,0.9237928,enhancing,K562,MFF_chr2_227325250_+
7,0.949318,enhancing,K562,MFF_chr2_227325250_+
8,0.95182073,enhancing,K562,MFF_chr2_227325250_+
9,0.9448578,enhancing,K562,MFF_chr2_227325250_+
10,0.92371273,enhancing,K562,MFF_chr2_227325250_+
11,0.97573125,enhancing,K562,MFF_chr2_227325250_+
12,0.982965,enhancing,K562,MFF_chr2_227325250_+
13,0.97152585,enhancing,K562,MFF_chr2_227325250_+
14,0.96579796,enhancing,K562,MFF_chr2_227325250_+
15,0.9709985,enhancing,K562,MFF_chr2_227325250_+
16,0.96934676,enhancing,K562,MFF_chr2_227325250_+
17,0.9749414,enhancing,K562,MFF_chr2_227325250_+
18,0.99026424,enhancing,K562,MFF_chr2_227325250_+
19,0.9946904,enhancing,K562,MFF_chr2_227325250_+
20,1.0032545,enhancing,K562,MFF_chr2_227325250_+
21,1.0017931,enhancing,K562,MFF_chr2_227325250_+
22,1.0015409,enhancing,K562,MFF_chr2_227325250_+
23,0.9960803,enhancing,K562,MFF_chr2_227325250_+
24,0.9956078,enhancing,K562,MFF_chr2_227325250_+
25,1.0022131,enhancing,K562,MFF_chr2_227325250_+
0,0.01939737,enhancing,K562,HACD1_chr10_17617367_-
1,0.29884827,enhancing,K562,HACD1_chr10_17617367_-
2,0.47260073,enhancing,K562,HACD1_chr10_17617367_-
3,1.074065,enhancing,K562,HACD1_chr10_17617367_-
4,1.0329537,enhancing,K562,HACD1_chr10_17617367_-
5,1.1801064,enhancing,K562,HACD1_chr10_17617367_-
6,1.39536,enhancing,K562,HACD1_chr10_17617367_-
7,1.7584696,enhancing,K562,HACD1_chr10_17617367_-
8,1.8520966,enhancing,K562,HACD1_chr10_17617367_-
9,1.7518048,enhancing,K562,HACD1_chr10_17617367_-
10,1.7200286,enhancing,K562,HACD1_chr10_17617367_-
11,1.6248221,enhancing,K562,HACD1_chr10_17617367_-
12,1.5174783,enhancing,K562,HACD1_chr10_17617367_-
13,1.3011684,enhancing,K562,HACD1_chr10_17617367_-
14,1.3107134,enhancing,K562,HACD1_chr10_17617367_-
15,1.2804011,enhancing,K562,HACD1_chr10_17617367_-
16,1.2807953,enhancing,K562,HACD1_chr10_17617367_-
17,1.3054729,enhancing,K562,HACD1_chr10_17617367_-
18,1.31425,enhancing,K562,HACD1_chr10_17617367_-
19,1.3362122,enhancing,K562,HACD1_chr10_17617367_-
20,1.309897,enhancing,K562,HACD1_chr10_17617367_-
21,1.3048487,enhancing,K562,HACD1_chr10_17617367_-
22,1.311052,enhancing,K562,HACD1_chr10_17617367_-
23,1.3231504,enhancing,K562,HACD1_chr10_17617367_-
24,1.3657434,enhancing,K562,HACD1_chr10_17617367_-
25,1.3366728,enhancing,K562,HACD1_chr10_17617367_-
0,0.019267226,enhancing,K562,ETV1_chr7_13989676_-
1,0.061510295,enhancing,K562,ETV1_chr7_13989676_-
2,0.08887103,enhancing,K562,ETV1_chr7_13989676_-
3,0.22698107,enhancing,K562,ETV1_chr7_13989676_-
4,0.3398964,enhancing,K562,ETV1_chr7_13989676_-
5,0.38136637,enhancing,K562,ETV1_chr7_13989676_-
6,0.6034133,enhancing,K562,ETV1_chr7_13989676_-
7,0.82801485,enhancing,K562,ETV1_chr7_13989676_-
8,0.8460241,enhancing,K562,ETV1_chr7_13989676_-
9,0.91554564,enhancing,K562,ETV1_chr7_13989676_-
10,1.0478718,enhancing,K562,ETV1_chr7_13989676_-
11,1.0905405,enhancing,K562,ETV1_chr7_13989676_-
12,1.1216657,enhancing,K562,ETV1_chr7_13989676_-
13,1.0587845,enhancing,K562,ETV1_chr7_13989676_-
14,1.0456865,enhancing,K562,ETV1_chr7_13989676_-
15,0.98983794,enhancing,K562,ETV1_chr7_13989676_-
16,0.95809436,enhancing,K562,ETV1_chr7_13989676_-
17,1.0733327,enhancing,K562,ETV1_chr7_13989676_-
18,1.1343486,enhancing,K562,ETV1_chr7_13989676_-
19,1.1456548,enhancing,K562,ETV1_chr7_13989676_-
20,1.0644927,enhancing,K562,ETV1_chr7_13989676_-
21,0.97368145,enhancing,K562,ETV1_chr7_13989676_-
22,0.94912285,enhancing,K562,ETV1_chr7_13989676_-
23,0.9316173,enhancing,K562,ETV1_chr7_13989676_-
24,0.9100804,enhancing,K562,ETV1_chr7_13989676_-
25,0.8727251,enhancing,K562,ETV1_chr7_13989676_-
0,0.0017424551,enhancing,K562,NVL_chr1_224330189_-
1,0.0029083164,enhancing,K562,NVL_chr1_224330189_-
2,0.018015224,enhancing,K562,NVL_chr1_224330189_-
3,0.19664,enhancing,K562,NVL_chr1_224330189_-
4,0.44053668,enhancing,K562,NVL_chr1_224330189_-
5,0.64389414,enhancing,K562,NVL_chr1_224330189_-
6,0.90932167,enhancing,K562,NVL_chr1_224330189_-
7,0.91453683,enhancing,K562,NVL_chr1_224330189_-
8,0.944058,enhancing,K562,NVL_chr1_224330189_-
9,0.90557975,enhancing,K562,NVL_chr1_224330189_-
10,0.906832,enhancing,K562,NVL_chr1_224330189_-
11,0.893852,enhancing,K562,NVL_chr1_224330189_-
12,0.87696326,enhancing,K562,NVL_chr1_224330189_-
13,0.8705654,enhancing,K562,NVL_chr1_224330189_-
14,0.8764419,enhancing,K562,NVL_chr1_224330189_-
15,0.87367284,enhancing,K562,NVL_chr1_224330189_-
16,0.85430586,enhancing,K562,NVL_chr1_224330189_-
17,0.8439453,enhancing,K562,NVL_chr1_224330189_-
18,0.8531671,enhancing,K562,NVL_chr1_224330189_-
19,0.86922485,enhancing,K562,NVL_chr1_224330189_-
20,0.85526943,enhancing,K562,NVL_chr1_224330189_-
21,0.85502434,enhancing,K562,NVL_chr1_224330189_-
22,0.8619207,enhancing,K562,NVL_chr1_224330189_-
23,0.86492515,enhancing,K562,NVL_chr1_224330189_-
24,0.8721321,enhancing,K562,NVL_chr1_224330189_-
25,0.8782492,enhancing,K562,NVL_chr1_224330189_-
0,0.038312275,enhancing,K562,PHYH_chr10_13300064_-
1,0.45716733,enhancing,K562,PHYH_chr10_13300064_-
2,0.49320543,enhancing,K562,PHYH_chr10_13300064_-
3,0.85937697,enhancing,K562,PHYH_chr10_13300064_-
4,0.69939435,enhancing,K562,PHYH_chr10_13300064_-
5,0.8755393,enhancing,K562,PHYH_chr10_13300064_-
6,0.96922565,enhancing,K562,PHYH_chr10_13300064_-
7,1.0816585,enhancing,K562,PHYH_chr10_13300064_-
8,0.9151841,enhancing,K562,PHYH_chr10_13300064_-
9,0.911306,enhancing,K562,PHYH_chr10_13300064_-
10,0.9189089,enhancing,K562,PHYH_chr10_13300064_-
11,0.93510526,enhancing,K562,PHYH_chr10_13300064_-
12,0.9553969,enhancing,K562,PHYH_chr10_13300064_-
13,0.9672477,enhancing,K562,PHYH_chr10_13300064_-
14,1.0572096,enhancing,K562,PHYH_chr10_13300064_-
15,1.099172,enhancing,K562,PHYH_chr10_13300064_-
16,1.1366713,enhancing,K562,PHYH_chr10_13300064_-
17,1.1410338,enhancing,K562,PHYH_chr10_13300064_-
18,1.122801,enhancing,K562,PHYH_chr10_13300064_-
19,1.1962649,enhancing,K562,PHYH_chr10_13300064_-
20,1.1810129,enhancing,K562,PHYH_chr10_13300064_-
21,1.1765225,enhancing,K562,PHYH_chr10_13300064_-
22,1.1766533,enhancing,K562,PHYH_chr10_13300064_-
23,1.1781476,enhancing,K562,PHYH_chr10_13300064_-
24,1.1898929,enhancing,K562,PHYH_chr10_13300064_-
25,1.2001717,enhancing,K562,PHYH_chr10_13300064_-
0,0.016579019,enhancing,K562,LACTB_chr15_63121860_+
