,0,context,seq_id,cell_line
two_cres_shuffled,168.80634,enhancing,CD9_chr12_6200384_+,PC-3
wt,153.2255,enhancing,PTPRF_chr1_43530882_+,PC-3
greedy_it1,140.91977,enhancing,PTPRF_chr1_43530882_+,PC-3
greedy_it2,143.34854,enhancing,PTPRF_chr1_43530882_+,PC-3
two_cres_shuffled,129.97867,enhancing,PTPRF_chr1_43530882_+,PC-3
wt,22.820227,enhancing,CARD8_chr19_48255946_-,PC-3
greedy_it1,19.268854,enhancing,CARD8_chr19_48255946_-,PC-3
greedy_it2,19.76569,enhancing,CARD8_chr19_48255946_-,PC-3
two_cres_shuffled,16.794367,enhancing,CARD8_chr19_48255946_-,PC-3
wt,24.798588,enhancing,ANGPTL4_chr19_8364154_+,PC-3
greedy_it1,15.240565,enhancing,ANGPTL4_chr19_8364154_+,PC-3
greedy_it2,17.941036,enhancing,ANGPTL4_chr19_8364154_+,PC-3
two_cres_shuffled,8.57254,enhancing,ANGPTL4_chr19_8364154_+,PC-3
wt,15.381643,enhancing,FXYD6_chr11_117876658_-,PC-3
greedy_it1,8.724563,enhancing,FXYD6_chr11_117876658_-,PC-3
greedy_it2,14.257121,enhancing,FXYD6_chr11_117876658_-,PC-3
two_cres_shuffled,6.3588424,enhancing,FXYD6_chr11_117876658_-,PC-3
wt,223.66205,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
greedy_it1,82.07601,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
greedy_it2,194.14204,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
two_cres_shuffled,52.405014,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
wt,19.850748,enhancing,RNFT2_chr12_116738290_+,PC-3
greedy_it1,15.790396,enhancing,RNFT2_chr12_116738290_+,PC-3
greedy_it2,18.249546,enhancing,RNFT2_chr12_116738290_+,PC-3
two_cres_shuffled,11.483895,enhancing,RNFT2_chr12_116738290_+,PC-3
wt,106.47302,enhancing,UCHL1_chr4_41256927_+,PC-3
greedy_it1,94.77949,enhancing,UCHL1_chr4_41256927_+,PC-3
greedy_it2,98.96321,enhancing,UCHL1_chr4_41256927_+,PC-3
two_cres_shuffled,86.8577,enhancing,UCHL1_chr4_41256927_+,PC-3
wt,140.67604,enhancing,ABCC3_chr17_50634880_+,PC-3
greedy_it1,84.128136,enhancing,ABCC3_chr17_50634880_+,PC-3
greedy_it2,129.52568,enhancing,ABCC3_chr17_50634880_+,PC-3
two_cres_shuffled,29.613503,enhancing,ABCC3_chr17_50634880_+,PC-3
wt,24.909637,enhancing,AK5_chr1_77282018_+,PC-3
greedy_it1,14.95809,enhancing,AK5_chr1_77282018_+,PC-3
greedy_it2,20.752865,enhancing,AK5_chr1_77282018_+,PC-3
two_cres_shuffled,11.609053,enhancing,AK5_chr1_77282018_+,PC-3
wt,15.234787,enhancing,ADRA1B_chr5_159916481_+,PC-3
greedy_it1,10.189347,enhancing,ADRA1B_chr5_159916481_+,PC-3
greedy_it2,10.7013445,enhancing,ADRA1B_chr5_159916481_+,PC-3
two_cres_shuffled,7.153927,enhancing,ADRA1B_chr5_159916481_+,PC-3
wt,26.323853,enhancing,SLC16A4_chr1_110391026_-,PC-3
greedy_it1,10.279678,enhancing,SLC16A4_chr1_110391026_-,PC-3
greedy_it2,11.540272,enhancing,SLC16A4_chr1_110391026_-,PC-3
two_cres_shuffled,0.34065783,enhancing,SLC16A4_chr1_110391026_-,PC-3
wt,72.95065,enhancing,ADIRF_chr10_86968481_+,PC-3
greedy_it1,26.644848,enhancing,ADIRF_chr10_86968481_+,PC-3
greedy_it2,54.35215,enhancing,ADIRF_chr10_86968481_+,PC-3
two_cres_shuffled,12.192284,enhancing,ADIRF_chr10_86968481_+,PC-3
wt,24.087502,enhancing,OLFML2A_chr9_124777132_+,PC-3
greedy_it1,15.340161,enhancing,OLFML2A_chr9_124777132_+,PC-3
greedy_it2,20.542225,enhancing,OLFML2A_chr9_124777132_+,PC-3
two_cres_shuffled,11.297785,enhancing,OLFML2A_chr9_124777132_+,PC-3
wt,214.71097,enhancing,CAMK2N1_chr1_20486210_-,PC-3
greedy_it1,120.98714,enhancing,CAMK2N1_chr1_20486210_-,PC-3
greedy_it2,174.88243,enhancing,CAMK2N1_chr1_20486210_-,PC-3
two_cres_shuffled,62.605698,enhancing,CAMK2N1_chr1_20486210_-,PC-3
wt,44.960754,enhancing,CCDC120_chrX_49053571_+,PC-3
greedy_it1,30.233912,enhancing,CCDC120_chrX_49053571_+,PC-3
greedy_it2,32.237083,enhancing,CCDC120_chrX_49053571_+,PC-3
two_cres_shuffled,23.968374,enhancing,CCDC120_chrX_49053571_+,PC-3
wt,46.62293,enhancing,DPYSL3_chr5_147510068_-,PC-3
greedy_it1,34.759926,enhancing,DPYSL3_chr5_147510068_-,PC-3
greedy_it2,43.13355,enhancing,DPYSL3_chr5_147510068_-,PC-3
two_cres_shuffled,19.388592,enhancing,DPYSL3_chr5_147510068_-,PC-3
wt,45.208717,enhancing,ENSG00000256500_chr14_103562961_+,PC-3
greedy_it1,25.06244,enhancing,ENSG00000256500_chr14_103562961_+,PC-3
greedy_it2,35.16793,enhancing,ENSG00000256500_chr14_103562961_+,PC-3
two_cres_shuffled,18.870419,enhancing,ENSG00000256500_chr14_103562961_+,PC-3
wt,56.9094,enhancing,MIF4GD_chr17_75271227_-,PC-3
greedy_it1,19.193409,enhancing,MIF4GD_chr17_75271227_-,PC-3
greedy_it2,50.502544,enhancing,MIF4GD_chr17_75271227_-,PC-3
two_cres_shuffled,17.52051,enhancing,MIF4GD_chr17_75271227_-,PC-3
wt,46.031013,enhancing,EML2_chr19_45639397_-,PC-3
greedy_it1,14.547185,enhancing,EML2_chr19_45639397_-,PC-3
greedy_it2,33.262566,enhancing,EML2_chr19_45639397_-,PC-3
two_cres_shuffled,11.5113945,enhancing,EML2_chr19_45639397_-,PC-3
wt,39.899727,enhancing,DKK3_chr11_12008626_-,PC-3
greedy_it1,22.652401,enhancing,DKK3_chr11_12008626_-,PC-3
greedy_it2,29.036337,enhancing,DKK3_chr11_12008626_-,PC-3
two_cres_shuffled,13.15729,enhancing,DKK3_chr11_12008626_-,PC-3
wt,148.95297,enhancing,UROD_chr1_45012247_+,PC-3
greedy_it1,81.00719,enhancing,UROD_chr1_45012247_+,PC-3
greedy_it2,140.09068,enhancing,UROD_chr1_45012247_+,PC-3
two_cres_shuffled,73.415665,enhancing,UROD_chr1_45012247_+,PC-3
wt,292.26947,enhancing,ATP5PD_chr17_75046969_-,PC-3
greedy_it1,80.2104,enhancing,ATP5PD_chr17_75046969_-,PC-3
greedy_it2,153.98859,enhancing,ATP5PD_chr17_75046969_-,PC-3
two_cres_shuffled,25.073395,enhancing,ATP5PD_chr17_75046969_-,PC-3
wt,215.0999,enhancing,RUVBL1_chr3_128123812_-,PC-3
greedy_it1,185.5048,enhancing,RUVBL1_chr3_128123812_-,PC-3
greedy_it2,194.26509,enhancing,RUVBL1_chr3_128123812_-,PC-3
two_cres_shuffled,161.97217,enhancing,RUVBL1_chr3_128123812_-,PC-3
wt,251.28175,enhancing,HADHB_chr2_26244938_+,PC-3
greedy_it1,221.73672,enhancing,HADHB_chr2_26244938_+,PC-3
greedy_it2,230.84494,enhancing,HADHB_chr2_26244938_+,PC-3
two_cres_shuffled,203.43005,enhancing,HADHB_chr2_26244938_+,PC-3
wt,18.568615,enhancing,ZNF619_chr3_40477141_+,PC-3
greedy_it1,16.554197,enhancing,ZNF619_chr3_40477141_+,PC-3
greedy_it2,17.63725,enhancing,ZNF619_chr3_40477141_+,PC-3
two_cres_shuffled,14.49478,enhancing,ZNF619_chr3_40477141_+,PC-3
wt,72.10788,enhancing,SAAL1_chr11_18106082_-,PC-3
greedy_it1,69.511734,enhancing,SAAL1_chr11_18106082_-,PC-3
greedy_it2,70.17111,enhancing,SAAL1_chr11_18106082_-,PC-3
two_cres_shuffled,65.923134,enhancing,SAAL1_chr11_18106082_-,PC-3
wt,90.96553,enhancing,TCTN1_chr12_110614128_+,PC-3
greedy_it1,69.11327,enhancing,TCTN1_chr12_110614128_+,PC-3
greedy_it2,75.07199,enhancing,TCTN1_chr12_110614128_+,PC-3
two_cres_shuffled,55.647766,enhancing,TCTN1_chr12_110614128_+,PC-3
wt,16.747131,enhancing,BOK_chr2_241558744_+,PC-3
greedy_it1,12.150033,enhancing,BOK_chr2_241558744_+,PC-3
greedy_it2,12.281841,enhancing,BOK_chr2_241558744_+,PC-3
two_cres_shuffled,8.27453,enhancing,BOK_chr2_241558744_+,PC-3
wt,19.693258,enhancing,LIMS1_chr2_108621265_+,PC-3
greedy_it1,16.133965,enhancing,LIMS1_chr2_108621265_+,PC-3
greedy_it2,17.21534,enhancing,LIMS1_chr2_108621265_+,PC-3
two_cres_shuffled,12.679722,enhancing,LIMS1_chr2_108621265_+,PC-3
wt,56.77924,enhancing,ALKBH2_chr12_109093472_-,PC-3
greedy_it1,27.784037,enhancing,ALKBH2_chr12_109093472_-,PC-3
greedy_it2,52.791412,enhancing,ALKBH2_chr12_109093472_-,PC-3
two_cres_shuffled,20.169256,enhancing,ALKBH2_chr12_109093472_-,PC-3
wt,19.42097,enhancing,CUL9_chr6_43182195_+,PC-3
greedy_it1,15.280912,enhancing,CUL9_chr6_43182195_+,PC-3
greedy_it2,17.958971,enhancing,CUL9_chr6_43182195_+,PC-3
two_cres_shuffled,11.854421,enhancing,CUL9_chr6_43182195_+,PC-3
wt,15.373901,enhancing,FOLR1_chr11_72192139_+,PC-3
greedy_it1,3.736924,enhancing,FOLR1_chr11_72192139_+,PC-3
greedy_it2,10.479612,enhancing,FOLR1_chr11_72192139_+,PC-3
two_cres_shuffled,2.3690052,enhancing,FOLR1_chr11_72192139_+,PC-3
wt,19.949465,enhancing,SPNS2_chr17_4498880_+,PC-3
greedy_it1,14.600527,enhancing,SPNS2_chr17_4498880_+,PC-3
greedy_it2,15.646441,enhancing,SPNS2_chr17_4498880_+,PC-3
two_cres_shuffled,10.144817,enhancing,SPNS2_chr17_4498880_+,PC-3
wt,21.402527,enhancing,FBXO17_chr19_38975742_-,PC-3
greedy_it1,16.899883,enhancing,FBXO17_chr19_38975742_-,PC-3
greedy_it2,18.43493,enhancing,FBXO17_chr19_38975742_-,PC-3
two_cres_shuffled,13.838021,enhancing,FBXO17_chr19_38975742_-,PC-3
wt,21.667953,enhancing,NT5C3A_chr7_33040909_-,PC-3
greedy_it1,13.780731,enhancing,NT5C3A_chr7_33040909_-,PC-3
greedy_it2,20.88645,enhancing,NT5C3A_chr7_33040909_-,PC-3
two_cres_shuffled,9.969842,enhancing,NT5C3A_chr7_33040909_-,PC-3
wt,44.490433,enhancing,DNAAF10_chr2_68157527_-,PC-3
greedy_it1,39.029556,enhancing,DNAAF10_chr2_68157527_-,PC-3
greedy_it2,41.99682,enhancing,DNAAF10_chr2_68157527_-,PC-3
two_cres_shuffled,34.9609,enhancing,DNAAF10_chr2_68157527_-,PC-3
wt,24.128956,enhancing,TNFSF12_chr17_7549062_+,PC-3
greedy_it1,17.175945,enhancing,TNFSF12_chr17_7549062_+,PC-3
greedy_it2,17.569258,enhancing,TNFSF12_chr17_7549062_+,PC-3
two_cres_shuffled,12.219426,enhancing,TNFSF12_chr17_7549062_+,PC-3
wt,106.1046,enhancing,BPNT1_chr1_220089788_-,PC-3
greedy_it1,88.66671,enhancing,BPNT1_chr1_220089788_-,PC-3
greedy_it2,92.35144,enhancing,BPNT1_chr1_220089788_-,PC-3
two_cres_shuffled,74.555786,enhancing,BPNT1_chr1_220089788_-,PC-3
wt,55.79161,enhancing,TMBIM1_chr2_218292503_-,PC-3
greedy_it1,30.946997,enhancing,TMBIM1_chr2_218292503_-,PC-3
greedy_it2,36.50641,enhancing,TMBIM1_chr2_218292503_-,PC-3
two_cres_shuffled,13.339386,enhancing,TMBIM1_chr2_218292503_-,PC-3
wt,19.687973,enhancing,THRA_chr17_40062964_+,PC-3
greedy_it1,11.599248,enhancing,THRA_chr17_40062964_+,PC-3
greedy_it2,16.31194,enhancing,THRA_chr17_40062964_+,PC-3
two_cres_shuffled,9.39602,enhancing,THRA_chr17_40062964_+,PC-3
wt,35.570133,enhancing,PLLP_chr16_57284661_-,PC-3
greedy_it1,17.301731,enhancing,PLLP_chr16_57284661_-,PC-3
greedy_it2,24.466541,enhancing,PLLP_chr16_57284661_-,PC-3
two_cres_shuffled,9.73123,enhancing,PLLP_chr16_57284661_-,PC-3
wt,64.041405,enhancing,CAPG_chr2_85414074_-,PC-3
greedy_it1,37.70254,enhancing,CAPG_chr2_85414074_-,PC-3
greedy_it2,38.604774,enhancing,CAPG_chr2_85414074_-,PC-3
two_cres_shuffled,13.923636,enhancing,CAPG_chr2_85414074_-,PC-3
wt,19.90275,enhancing,F2RL2_chr5_76623403_-,PC-3
greedy_it1,5.6464767,enhancing,F2RL2_chr5_76623403_-,PC-3
greedy_it2,17.973272,enhancing,F2RL2_chr5_76623403_-,PC-3
two_cres_shuffled,3.396274,enhancing,F2RL2_chr5_76623403_-,PC-3
wt,255.8775,enhancing,COMMD6_chr13_75537841_-,PC-3
greedy_it1,158.8749,enhancing,COMMD6_chr13_75537841_-,PC-3
greedy_it2,242.72397,enhancing,COMMD6_chr13_75537841_-,PC-3
two_cres_shuffled,114.86752,enhancing,COMMD6_chr13_75537841_-,PC-3
wt,20.756447,enhancing,RGS4_chr1_163069360_+,PC-3
greedy_it1,12.561884,enhancing,RGS4_chr1_163069360_+,PC-3
greedy_it2,14.438205,enhancing,RGS4_chr1_163069360_+,PC-3
two_cres_shuffled,5.4028354,enhancing,RGS4_chr1_163069360_+,PC-3
wt,101.62148,enhancing,MCRIP1_chr17_81833256_-,PC-3
greedy_it1,25.18468,enhancing,MCRIP1_chr17_81833256_-,PC-3
greedy_it2,86.334305,enhancing,MCRIP1_chr17_81833256_-,PC-3
two_cres_shuffled,17.621956,enhancing,MCRIP1_chr17_81833256_-,PC-3
wt,229.30127,enhancing,SCP2_chr1_53014973_+,PC-3
greedy_it1,156.88248,enhancing,SCP2_chr1_53014973_+,PC-3
greedy_it2,207.70547,enhancing,SCP2_chr1_53014973_+,PC-3
two_cres_shuffled,125.08814,enhancing,SCP2_chr1_53014973_+,PC-3
wt,33.99106,enhancing,GALNT5_chr2_157257704_+,PC-3
greedy_it1,21.38866,enhancing,GALNT5_chr2_157257704_+,PC-3
greedy_it2,23.486012,enhancing,GALNT5_chr2_157257704_+,PC-3
two_cres_shuffled,9.002899,enhancing,GALNT5_chr2_157257704_+,PC-3
wt,31.922598,enhancing,DNMT3B_chr20_32762384_+,PC-3
greedy_it1,15.612701,enhancing,DNMT3B_chr20_32762384_+,PC-3
greedy_it2,16.154741,enhancing,DNMT3B_chr20_32762384_+,PC-3
two_cres_shuffled,8.162009,enhancing,DNMT3B_chr20_32762384_+,PC-3
wt,23.418526,enhancing,CDH2_chr18_28177130_-,PC-3
greedy_it1,18.42966,enhancing,CDH2_chr18_28177130_-,PC-3
greedy_it2,21.607641,enhancing,CDH2_chr18_28177130_-,PC-3
two_cres_shuffled,15.54916,enhancing,CDH2_chr18_28177130_-,PC-3
wt,29.272566,enhancing,ADAMTSL1_chr9_18474168_+,PC-3
greedy_it1,14.139078,enhancing,ADAMTSL1_chr9_18474168_+,PC-3
greedy_it2,26.506765,enhancing,ADAMTSL1_chr9_18474168_+,PC-3
two_cres_shuffled,11.080057,enhancing,ADAMTSL1_chr9_18474168_+,PC-3
wt,118.66191,enhancing,CIBAR1_chr8_93700581_+,PC-3
greedy_it1,98.21696,enhancing,CIBAR1_chr8_93700581_+,PC-3
greedy_it2,103.65755,enhancing,CIBAR1_chr8_93700581_+,PC-3
two_cres_shuffled,81.19969,enhancing,CIBAR1_chr8_93700581_+,PC-3
wt,61.668015,enhancing,IFT46_chr11_118565931_-,PC-3
greedy_it1,51.30401,enhancing,IFT46_chr11_118565931_-,PC-3
greedy_it2,55.46518,enhancing,IFT46_chr11_118565931_-,PC-3
two_cres_shuffled,36.504875,enhancing,IFT46_chr11_118565931_-,PC-3
wt,57.75702,enhancing,GALE_chr1_23800754_-,PC-3
greedy_it1,14.090131,enhancing,GALE_chr1_23800754_-,PC-3
greedy_it2,55.270805,enhancing,GALE_chr1_23800754_-,PC-3
two_cres_shuffled,11.29726,enhancing,GALE_chr1_23800754_-,PC-3
wt,37.114983,enhancing,NME6_chr3_48301394_-,PC-3
greedy_it1,10.427885,enhancing,NME6_chr3_48301394_-,PC-3
greedy_it2,36.666576,enhancing,NME6_chr3_48301394_-,PC-3
two_cres_shuffled,9.599113,enhancing,NME6_chr3_48301394_-,PC-3
wt,53.628532,enhancing,ARHGAP23_chr17_38453689_+,PC-3
greedy_it1,24.145603,enhancing,ARHGAP23_chr17_38453689_+,PC-3
greedy_it2,44.546753,enhancing,ARHGAP23_chr17_38453689_+,PC-3
two_cres_shuffled,15.840575,enhancing,ARHGAP23_chr17_38453689_+,PC-3
wt,88.26505,enhancing,LDLR_chr19_11089462_+,PC-3
greedy_it1,39.3201,enhancing,LDLR_chr19_11089462_+,PC-3
greedy_it2,70.99109,enhancing,LDLR_chr19_11089462_+,PC-3
two_cres_shuffled,31.399185,enhancing,LDLR_chr19_11089462_+,PC-3
wt,19.663654,enhancing,ARHGEF38_chr4_105552619_+,PC-3
greedy_it1,16.972343,enhancing,ARHGEF38_chr4_105552619_+,PC-3
greedy_it2,16.977089,enhancing,ARHGEF38_chr4_105552619_+,PC-3
two_cres_shuffled,14.3140545,enhancing,ARHGEF38_chr4_105552619_+,PC-3
wt,81.52694,enhancing,APOOL_chrX_85003876_+,PC-3
greedy_it1,72.66416,enhancing,APOOL_chrX_85003876_+,PC-3
greedy_it2,73.15962,enhancing,APOOL_chrX_85003876_+,PC-3
two_cres_shuffled,63.15409,enhancing,APOOL_chrX_85003876_+,PC-3
wt,25.81089,enhancing,ACAD11_chr3_132659844_-,PC-3
greedy_it1,23.980764,enhancing,ACAD11_chr3_132659844_-,PC-3
greedy_it2,24.143154,enhancing,ACAD11_chr3_132659844_-,PC-3
two_cres_shuffled,21.64149,enhancing,ACAD11_chr3_132659844_-,PC-3
wt,20.140951,enhancing,GLS2_chr12_56488161_-,PC-3
greedy_it1,11.916385,enhancing,GLS2_chr12_56488161_-,PC-3
greedy_it2,15.219577,enhancing,GLS2_chr12_56488161_-,PC-3
two_cres_shuffled,9.1219425,enhancing,GLS2_chr12_56488161_-,PC-3
wt,18.87788,enhancing,IGFN1_chr1_201190823_+,PC-3
greedy_it1,11.5725155,enhancing,IGFN1_chr1_201190823_+,PC-3
greedy_it2,13.710355,enhancing,IGFN1_chr1_201190823_+,PC-3
two_cres_shuffled,7.728595,enhancing,IGFN1_chr1_201190823_+,PC-3
wt,67.63273,enhancing,RIPOR1_chr16_67528880_+,PC-3
greedy_it1,53.074066,enhancing,RIPOR1_chr16_67528880_+,PC-3
greedy_it2,55.606396,enhancing,RIPOR1_chr16_67528880_+,PC-3
two_cres_shuffled,31.155268,enhancing,RIPOR1_chr16_67528880_+,PC-3
wt,20.511227,enhancing,CGN_chr1_151511386_+,PC-3
greedy_it1,17.086132,enhancing,CGN_chr1_151511386_+,PC-3
greedy_it2,19.091005,enhancing,CGN_chr1_151511386_+,PC-3
two_cres_shuffled,14.679642,enhancing,CGN_chr1_151511386_+,PC-3
wt,39.47071,enhancing,LURAP1L_chr9_12775019_+,PC-3
greedy_it1,26.924793,enhancing,LURAP1L_chr9_12775019_+,PC-3
greedy_it2,34.09661,enhancing,LURAP1L_chr9_12775019_+,PC-3
two_cres_shuffled,20.119339,enhancing,LURAP1L_chr9_12775019_+,PC-3
wt,29.039291,enhancing,CSPG4_chr15_75712848_-,PC-3
greedy_it1,24.327036,enhancing,CSPG4_chr15_75712848_-,PC-3
greedy_it2,25.889984,enhancing,CSPG4_chr15_75712848_-,PC-3
two_cres_shuffled,20.10638,enhancing,CSPG4_chr15_75712848_-,PC-3
wt,16.966343,enhancing,TCN2_chr22_30607203_+,PC-3
greedy_it1,12.243787,enhancing,TCN2_chr22_30607203_+,PC-3
greedy_it2,13.55509,enhancing,TCN2_chr22_30607203_+,PC-3
two_cres_shuffled,9.74601,enhancing,TCN2_chr22_30607203_+,PC-3
wt,19.91731,enhancing,AKR1C2_chr10_5003857_-,PC-3
greedy_it1,12.351634,enhancing,AKR1C2_chr10_5003857_-,PC-3
greedy_it2,15.971153,enhancing,AKR1C2_chr10_5003857_-,PC-3
two_cres_shuffled,9.258986,enhancing,AKR1C2_chr10_5003857_-,PC-3
wt,20.121834,enhancing,SLC19A3_chr2_227718010_-,PC-3
greedy_it1,15.111127,enhancing,SLC19A3_chr2_227718010_-,PC-3
greedy_it2,15.422201,enhancing,SLC19A3_chr2_227718010_-,PC-3
two_cres_shuffled,11.036207,enhancing,SLC19A3_chr2_227718010_-,PC-3
wt,14.998383,enhancing,FBXO16_chr8_28490237_-,PC-3
greedy_it1,10.186958,enhancing,FBXO16_chr8_28490237_-,PC-3
greedy_it2,13.453448,enhancing,FBXO16_chr8_28490237_-,PC-3
two_cres_shuffled,6.9450707,enhancing,FBXO16_chr8_28490237_-,PC-3
wt,15.385731,enhancing,MCTS2_chr20_31547378_+,PC-3
greedy_it1,8.755816,enhancing,MCTS2_chr20_31547378_+,PC-3
greedy_it2,11.158447,enhancing,MCTS2_chr20_31547378_+,PC-3
two_cres_shuffled,5.488511,enhancing,MCTS2_chr20_31547378_+,PC-3
wt,39.76036,enhancing,PAFAH1B3_chr19_42302624_-,PC-3
greedy_it1,13.3103075,enhancing,PAFAH1B3_chr19_42302624_-,PC-3
greedy_it2,27.26923,enhancing,PAFAH1B3_chr19_42302624_-,PC-3
two_cres_shuffled,4.863866,enhancing,PAFAH1B3_chr19_42302624_-,PC-3
wt,16.459553,enhancing,CCDC191_chr3_114056526_-,PC-3
greedy_it1,11.604357,enhancing,CCDC191_chr3_114056526_-,PC-3
greedy_it2,15.857762,enhancing,CCDC191_chr3_114056526_-,PC-3
two_cres_shuffled,9.277331,enhancing,CCDC191_chr3_114056526_-,PC-3
wt,40.570797,enhancing,TMEM92_chr17_50274465_+,PC-3
greedy_it1,10.882175,enhancing,TMEM92_chr17_50274465_+,PC-3
greedy_it2,27.346033,enhancing,TMEM92_chr17_50274465_+,PC-3
two_cres_shuffled,6.7098765,enhancing,TMEM92_chr17_50274465_+,PC-3
wt,97.87061,enhancing,BCL9L_chr11_118925926_-,PC-3
greedy_it1,71.104034,enhancing,BCL9L_chr11_118925926_-,PC-3
greedy_it2,87.592926,enhancing,BCL9L_chr11_118925926_-,PC-3
two_cres_shuffled,52.756256,enhancing,BCL9L_chr11_118925926_-,PC-3
wt,35.063152,enhancing,DNASE1L1_chrX_154409254_-,PC-3
greedy_it1,4.215184,enhancing,DNASE1L1_chrX_154409254_-,PC-3
greedy_it2,31.792246,enhancing,DNASE1L1_chrX_154409254_-,PC-3
two_cres_shuffled,3.4314623,enhancing,DNASE1L1_chrX_154409254_-,PC-3
wt,240.72147,enhancing,MRPS21_chr1_150293860_+,PC-3
greedy_it1,132.66583,enhancing,MRPS21_chr1_150293860_+,PC-3
greedy_it2,210.35791,enhancing,MRPS21_chr1_150293860_+,PC-3
two_cres_shuffled,98.5309,enhancing,MRPS21_chr1_150293860_+,PC-3
wt,26.681133,enhancing,ANXA8L1_chr10_46375675_+,PC-3
greedy_it1,11.969897,enhancing,ANXA8L1_chr10_46375675_+,PC-3
greedy_it2,20.933048,enhancing,ANXA8L1_chr10_46375675_+,PC-3
two_cres_shuffled,5.702835,enhancing,ANXA8L1_chr10_46375675_+,PC-3
wt,98.078835,enhancing,POLR3GL_chr1_145964689_+,PC-3
greedy_it1,39.473656,enhancing,POLR3GL_chr1_145964689_+,PC-3
greedy_it2,78.29349,enhancing,POLR3GL_chr1_145964689_+,PC-3
two_cres_shuffled,8.085977,enhancing,POLR3GL_chr1_145964689_+,PC-3
wt,16.247992,enhancing,ADAMTSL4_chr1_150549407_+,PC-3
greedy_it1,8.104555,enhancing,ADAMTSL4_chr1_150549407_+,PC-3
greedy_it2,12.0066,enhancing,ADAMTSL4_chr1_150549407_+,PC-3
two_cres_shuffled,4.50198,enhancing,ADAMTSL4_chr1_150549407_+,PC-3
wt,29.438593,enhancing,CYB5R3_chr22_42649362_-,PC-3
greedy_it1,24.550724,enhancing,CYB5R3_chr22_42649362_-,PC-3
greedy_it2,25.084206,enhancing,CYB5R3_chr22_42649362_-,PC-3
two_cres_shuffled,20.036484,enhancing,CYB5R3_chr22_42649362_-,PC-3
wt,57.430004,enhancing,CST6_chr11_66012007_+,PC-3
greedy_it1,26.931137,enhancing,CST6_chr11_66012007_+,PC-3
greedy_it2,44.159405,enhancing,CST6_chr11_66012007_+,PC-3
two_cres_shuffled,16.310146,enhancing,CST6_chr11_66012007_+,PC-3
wt,15.701899,enhancing,GEM_chr8_94262319_-,PC-3
greedy_it1,5.9487824,enhancing,GEM_chr8_94262319_-,PC-3
greedy_it2,11.384091,enhancing,GEM_chr8_94262319_-,PC-3
two_cres_shuffled,3.2661948,enhancing,GEM_chr8_94262319_-,PC-3
wt,115.82834,enhancing,ENSG00000290146_chr12_6970920_+,PC-3
greedy_it1,42.06311,enhancing,ENSG00000290146_chr12_6970920_+,PC-3
greedy_it2,99.131226,enhancing,ENSG00000290146_chr12_6970920_+,PC-3
two_cres_shuffled,32.30886,enhancing,ENSG00000290146_chr12_6970920_+,PC-3
wt,17.189156,enhancing,PABIR3_chrX_134807280_+,PC-3
greedy_it1,11.6869955,enhancing,PABIR3_chrX_134807280_+,PC-3
greedy_it2,11.723318,enhancing,PABIR3_chrX_134807280_+,PC-3
