,Normalized TSS activity,context,cell_line,seq_id
3,0.38415042,silencing,K562,RAB33B_chr4_139454120_+
4,0.35308763,silencing,K562,RAB33B_chr4_139454120_+
5,0.3282536,silencing,K562,RAB33B_chr4_139454120_+
6,0.34374794,silencing,K562,RAB33B_chr4_139454120_+
7,0.33470488,silencing,K562,RAB33B_chr4_139454120_+
8,0.34760565,silencing,K562,RAB33B_chr4_139454120_+
9,0.36065608,silencing,K562,RAB33B_chr4_139454120_+
10,0.37999976,silencing,K562,RAB33B_chr4_139454120_+
11,0.38185978,silencing,K562,RAB33B_chr4_139454120_+
12,0.38277572,silencing,K562,RAB33B_chr4_139454120_+
13,0.38475117,silencing,K562,RAB33B_chr4_139454120_+
14,0.38614103,silencing,K562,RAB33B_chr4_139454120_+
15,0.38172296,silencing,K562,RAB33B_chr4_139454120_+
16,0.37351435,silencing,K562,RAB33B_chr4_139454120_+
17,0.37532428,silencing,K562,RAB33B_chr4_139454120_+
18,0.37865594,silencing,K562,RAB33B_chr4_139454120_+
19,0.3754825,silencing,K562,RAB33B_chr4_139454120_+
20,0.3759899,silencing,K562,RAB33B_chr4_139454120_+
21,0.37845042,silencing,K562,RAB33B_chr4_139454120_+
22,0.38447902,silencing,K562,RAB33B_chr4_139454120_+
23,0.38923144,silencing,K562,RAB33B_chr4_139454120_+
24,0.3922142,silencing,K562,RAB33B_chr4_139454120_+
25,0.39856628,silencing,K562,RAB33B_chr4_139454120_+
0,1.0,silencing,K562,ZNF790_chr19_36838387_-
1,0.49980623,silencing,K562,ZNF790_chr19_36838387_-
2,0.80611396,silencing,K562,ZNF790_chr19_36838387_-
3,0.83807045,silencing,K562,ZNF790_chr19_36838387_-
4,0.69844675,silencing,K562,ZNF790_chr19_36838387_-
5,0.87194085,silencing,K562,ZNF790_chr19_36838387_-
6,0.58148116,silencing,K562,ZNF790_chr19_36838387_-
7,0.5259002,silencing,K562,ZNF790_chr19_36838387_-
8,0.5016777,silencing,K562,ZNF790_chr19_36838387_-
9,0.5192431,silencing,K562,ZNF790_chr19_36838387_-
10,0.4865325,silencing,K562,ZNF790_chr19_36838387_-
11,0.43693596,silencing,K562,ZNF790_chr19_36838387_-
12,0.4440585,silencing,K562,ZNF790_chr19_36838387_-
13,0.40037265,silencing,K562,ZNF790_chr19_36838387_-
14,0.3947848,silencing,K562,ZNF790_chr19_36838387_-
15,0.39841223,silencing,K562,ZNF790_chr19_36838387_-
16,0.38474485,silencing,K562,ZNF790_chr19_36838387_-
17,0.3716767,silencing,K562,ZNF790_chr19_36838387_-
18,0.3497103,silencing,K562,ZNF790_chr19_36838387_-
19,0.3550658,silencing,K562,ZNF790_chr19_36838387_-
20,0.35548368,silencing,K562,ZNF790_chr19_36838387_-
21,0.32574344,silencing,K562,ZNF790_chr19_36838387_-
22,0.3300216,silencing,K562,ZNF790_chr19_36838387_-
23,0.33359456,silencing,K562,ZNF790_chr19_36838387_-
24,0.3565994,silencing,K562,ZNF790_chr19_36838387_-
25,0.36974752,silencing,K562,ZNF790_chr19_36838387_-
0,1.0,silencing,K562,ZNF549_chr19_57527355_+
1,0.3402721,silencing,K562,ZNF549_chr19_57527355_+
2,0.3207237,silencing,K562,ZNF549_chr19_57527355_+
3,0.2850675,silencing,K562,ZNF549_chr19_57527355_+
4,0.30337158,silencing,K562,ZNF549_chr19_57527355_+
5,0.30762994,silencing,K562,ZNF549_chr19_57527355_+
6,0.31814483,silencing,K562,ZNF549_chr19_57527355_+
7,0.31286246,silencing,K562,ZNF549_chr19_57527355_+
8,0.3114166,silencing,K562,ZNF549_chr19_57527355_+
9,0.31340456,silencing,K562,ZNF549_chr19_57527355_+
10,0.31010327,silencing,K562,ZNF549_chr19_57527355_+
11,0.31545183,silencing,K562,ZNF549_chr19_57527355_+
12,0.32332265,silencing,K562,ZNF549_chr19_57527355_+
13,0.32504162,silencing,K562,ZNF549_chr19_57527355_+
14,0.3239258,silencing,K562,ZNF549_chr19_57527355_+
15,0.34475014,silencing,K562,ZNF549_chr19_57527355_+
16,0.35231358,silencing,K562,ZNF549_chr19_57527355_+
17,0.35224354,silencing,K562,ZNF549_chr19_57527355_+
18,0.33685803,silencing,K562,ZNF549_chr19_57527355_+
19,0.33583876,silencing,K562,ZNF549_chr19_57527355_+
20,0.33924955,silencing,K562,ZNF549_chr19_57527355_+
21,0.34039125,silencing,K562,ZNF549_chr19_57527355_+
22,0.33199835,silencing,K562,ZNF549_chr19_57527355_+
23,0.33142918,silencing,K562,ZNF549_chr19_57527355_+
24,0.30712214,silencing,K562,ZNF549_chr19_57527355_+
25,0.30585772,silencing,K562,ZNF549_chr19_57527355_+
0,1.0,silencing,K562,ENSG00000268133_chr19_57363565_+
1,0.52445275,silencing,K562,ENSG00000268133_chr19_57363565_+
2,0.48769078,silencing,K562,ENSG00000268133_chr19_57363565_+
3,0.47432998,silencing,K562,ENSG00000268133_chr19_57363565_+
4,0.44072208,silencing,K562,ENSG00000268133_chr19_57363565_+
5,0.4573216,silencing,K562,ENSG00000268133_chr19_57363565_+
6,0.46366048,silencing,K562,ENSG00000268133_chr19_57363565_+
7,0.45806846,silencing,K562,ENSG00000268133_chr19_57363565_+
8,0.4449336,silencing,K562,ENSG00000268133_chr19_57363565_+
9,0.51847017,silencing,K562,ENSG00000268133_chr19_57363565_+
10,0.5183542,silencing,K562,ENSG00000268133_chr19_57363565_+
11,0.5208363,silencing,K562,ENSG00000268133_chr19_57363565_+
12,0.5203718,silencing,K562,ENSG00000268133_chr19_57363565_+
13,0.5265893,silencing,K562,ENSG00000268133_chr19_57363565_+
14,0.56461763,silencing,K562,ENSG00000268133_chr19_57363565_+
15,0.5604881,silencing,K562,ENSG00000268133_chr19_57363565_+
16,0.52717936,silencing,K562,ENSG00000268133_chr19_57363565_+
17,0.5284775,silencing,K562,ENSG00000268133_chr19_57363565_+
18,0.50696254,silencing,K562,ENSG00000268133_chr19_57363565_+
19,0.5037687,silencing,K562,ENSG00000268133_chr19_57363565_+
20,0.5062266,silencing,K562,ENSG00000268133_chr19_57363565_+
21,0.5065173,silencing,K562,ENSG00000268133_chr19_57363565_+
22,0.50911605,silencing,K562,ENSG00000268133_chr19_57363565_+
23,0.5120854,silencing,K562,ENSG00000268133_chr19_57363565_+
24,0.5157419,silencing,K562,ENSG00000268133_chr19_57363565_+
25,0.51799005,silencing,K562,ENSG00000268133_chr19_57363565_+
0,1.0,silencing,K562,ZNF599_chr19_34773229_-
1,0.32841522,silencing,K562,ZNF599_chr19_34773229_-
2,0.3479442,silencing,K562,ZNF599_chr19_34773229_-
3,0.34399298,silencing,K562,ZNF599_chr19_34773229_-
4,0.35435772,silencing,K562,ZNF599_chr19_34773229_-
5,0.30544204,silencing,K562,ZNF599_chr19_34773229_-
6,0.31077227,silencing,K562,ZNF599_chr19_34773229_-
7,0.28502262,silencing,K562,ZNF599_chr19_34773229_-
8,0.21748403,silencing,K562,ZNF599_chr19_34773229_-
9,0.21359919,silencing,K562,ZNF599_chr19_34773229_-
10,0.21513812,silencing,K562,ZNF599_chr19_34773229_-
11,0.1914689,silencing,K562,ZNF599_chr19_34773229_-
12,0.18722464,silencing,K562,ZNF599_chr19_34773229_-
13,0.19115588,silencing,K562,ZNF599_chr19_34773229_-
14,0.18878677,silencing,K562,ZNF599_chr19_34773229_-
15,0.20261487,silencing,K562,ZNF599_chr19_34773229_-
16,0.2077581,silencing,K562,ZNF599_chr19_34773229_-
17,0.20568736,silencing,K562,ZNF599_chr19_34773229_-
18,0.20886175,silencing,K562,ZNF599_chr19_34773229_-
19,0.2068934,silencing,K562,ZNF599_chr19_34773229_-
20,0.1905622,silencing,K562,ZNF599_chr19_34773229_-
21,0.19259928,silencing,K562,ZNF599_chr19_34773229_-
22,0.19237168,silencing,K562,ZNF599_chr19_34773229_-
23,0.19688083,silencing,K562,ZNF599_chr19_34773229_-
24,0.20096774,silencing,K562,ZNF599_chr19_34773229_-
25,0.19792312,silencing,K562,ZNF599_chr19_34773229_-
0,1.0,silencing,K562,XPO5_chr6_43576038_-
1,0.9467956,silencing,K562,XPO5_chr6_43576038_-
2,0.8728648,silencing,K562,XPO5_chr6_43576038_-
3,0.76002973,silencing,K562,XPO5_chr6_43576038_-
4,0.62735575,silencing,K562,XPO5_chr6_43576038_-
5,0.60402304,silencing,K562,XPO5_chr6_43576038_-
6,0.6306642,silencing,K562,XPO5_chr6_43576038_-
7,0.63207626,silencing,K562,XPO5_chr6_43576038_-
8,0.55644137,silencing,K562,XPO5_chr6_43576038_-
9,0.5559401,silencing,K562,XPO5_chr6_43576038_-
10,0.5886606,silencing,K562,XPO5_chr6_43576038_-
11,0.5632644,silencing,K562,XPO5_chr6_43576038_-
12,0.5703398,silencing,K562,XPO5_chr6_43576038_-
13,0.6829152,silencing,K562,XPO5_chr6_43576038_-
14,0.6484479,silencing,K562,XPO5_chr6_43576038_-
15,0.6177091,silencing,K562,XPO5_chr6_43576038_-
16,0.65006924,silencing,K562,XPO5_chr6_43576038_-
17,0.6275976,silencing,K562,XPO5_chr6_43576038_-
18,0.62586075,silencing,K562,XPO5_chr6_43576038_-
19,0.6240894,silencing,K562,XPO5_chr6_43576038_-
20,0.6406102,silencing,K562,XPO5_chr6_43576038_-
21,0.653458,silencing,K562,XPO5_chr6_43576038_-
22,0.6519159,silencing,K562,XPO5_chr6_43576038_-
23,0.64418685,silencing,K562,XPO5_chr6_43576038_-
24,0.64369744,silencing,K562,XPO5_chr6_43576038_-
25,0.645724,silencing,K562,XPO5_chr6_43576038_-
0,1.0,silencing,K562,HECA_chr6_139135079_+
1,0.76046383,silencing,K562,HECA_chr6_139135079_+
2,0.7904917,silencing,K562,HECA_chr6_139135079_+
3,0.72475356,silencing,K562,HECA_chr6_139135079_+
4,0.7736564,silencing,K562,HECA_chr6_139135079_+
5,0.7514167,silencing,K562,HECA_chr6_139135079_+
6,0.6403216,silencing,K562,HECA_chr6_139135079_+
7,0.5843204,silencing,K562,HECA_chr6_139135079_+
8,0.51175594,silencing,K562,HECA_chr6_139135079_+
9,0.47888884,silencing,K562,HECA_chr6_139135079_+
10,0.44876003,silencing,K562,HECA_chr6_139135079_+
11,0.4320574,silencing,K562,HECA_chr6_139135079_+
12,0.4247593,silencing,K562,HECA_chr6_139135079_+
13,0.4267689,silencing,K562,HECA_chr6_139135079_+
14,0.4136129,silencing,K562,HECA_chr6_139135079_+
15,0.41219637,silencing,K562,HECA_chr6_139135079_+
16,0.40869737,silencing,K562,HECA_chr6_139135079_+
17,0.40648493,silencing,K562,HECA_chr6_139135079_+
18,0.4085145,silencing,K562,HECA_chr6_139135079_+
19,0.40460515,silencing,K562,HECA_chr6_139135079_+
20,0.41141394,silencing,K562,HECA_chr6_139135079_+
21,0.4118659,silencing,K562,HECA_chr6_139135079_+
22,0.41157752,silencing,K562,HECA_chr6_139135079_+
23,0.41382027,silencing,K562,HECA_chr6_139135079_+
24,0.41469893,silencing,K562,HECA_chr6_139135079_+
25,0.41424903,silencing,K562,HECA_chr6_139135079_+
0,1.0,silencing,K562,ZNF169_chr9_94259297_+
1,0.84632593,silencing,K562,ZNF169_chr9_94259297_+
2,0.6509547,silencing,K562,ZNF169_chr9_94259297_+
3,0.6544403,silencing,K562,ZNF169_chr9_94259297_+
4,0.43594912,silencing,K562,ZNF169_chr9_94259297_+
5,0.56308806,silencing,K562,ZNF169_chr9_94259297_+
6,0.6650616,silencing,K562,ZNF169_chr9_94259297_+
7,0.60271823,silencing,K562,ZNF169_chr9_94259297_+
8,0.5982251,silencing,K562,ZNF169_chr9_94259297_+
9,0.6040776,silencing,K562,ZNF169_chr9_94259297_+
10,0.5623939,silencing,K562,ZNF169_chr9_94259297_+
11,0.60577834,silencing,K562,ZNF169_chr9_94259297_+
12,0.5324019,silencing,K562,ZNF169_chr9_94259297_+
13,0.51963335,silencing,K562,ZNF169_chr9_94259297_+
14,0.5324841,silencing,K562,ZNF169_chr9_94259297_+
15,0.5252072,silencing,K562,ZNF169_chr9_94259297_+
16,0.5274363,silencing,K562,ZNF169_chr9_94259297_+
17,0.523973,silencing,K562,ZNF169_chr9_94259297_+
18,0.5193501,silencing,K562,ZNF169_chr9_94259297_+
19,0.5371014,silencing,K562,ZNF169_chr9_94259297_+
20,0.50158465,silencing,K562,ZNF169_chr9_94259297_+
21,0.50539094,silencing,K562,ZNF169_chr9_94259297_+
22,0.46499723,silencing,K562,ZNF169_chr9_94259297_+
23,0.5960449,silencing,K562,ZNF169_chr9_94259297_+
24,0.5917488,silencing,K562,ZNF169_chr9_94259297_+
25,0.574731,silencing,K562,ZNF169_chr9_94259297_+
0,1.0,silencing,K562,KIR3DL1_chr19_54816489_+
1,0.5615111,silencing,K562,KIR3DL1_chr19_54816489_+
2,0.56799966,silencing,K562,KIR3DL1_chr19_54816489_+
3,0.5361622,silencing,K562,KIR3DL1_chr19_54816489_+
4,0.40640563,silencing,K562,KIR3DL1_chr19_54816489_+
5,0.3775207,silencing,K562,KIR3DL1_chr19_54816489_+
6,0.3584745,silencing,K562,KIR3DL1_chr19_54816489_+
7,0.3363117,silencing,K562,KIR3DL1_chr19_54816489_+
8,0.37514323,silencing,K562,KIR3DL1_chr19_54816489_+
9,0.3894861,silencing,K562,KIR3DL1_chr19_54816489_+
10,0.39010507,silencing,K562,KIR3DL1_chr19_54816489_+
11,0.45040864,silencing,K562,KIR3DL1_chr19_54816489_+
12,0.4252786,silencing,K562,KIR3DL1_chr19_54816489_+
13,0.4282971,silencing,K562,KIR3DL1_chr19_54816489_+
14,0.42922992,silencing,K562,KIR3DL1_chr19_54816489_+
15,0.40142512,silencing,K562,KIR3DL1_chr19_54816489_+
16,0.38415936,silencing,K562,KIR3DL1_chr19_54816489_+
17,0.32883757,silencing,K562,KIR3DL1_chr19_54816489_+
18,0.3193066,silencing,K562,KIR3DL1_chr19_54816489_+
19,0.35002735,silencing,K562,KIR3DL1_chr19_54816489_+
20,0.32957506,silencing,K562,KIR3DL1_chr19_54816489_+
21,0.32848224,silencing,K562,KIR3DL1_chr19_54816489_+
22,0.29410174,silencing,K562,KIR3DL1_chr19_54816489_+
23,0.25404432,silencing,K562,KIR3DL1_chr19_54816489_+
24,0.25226364,silencing,K562,KIR3DL1_chr19_54816489_+
25,0.29208583,silencing,K562,KIR3DL1_chr19_54816489_+
0,1.0,silencing,K562,IRF1_chr5_132490773_-
1,0.8936603,silencing,K562,IRF1_chr5_132490773_-
2,0.7220899,silencing,K562,IRF1_chr5_132490773_-
3,0.7589042,silencing,K562,IRF1_chr5_132490773_-
4,0.69262624,silencing,K562,IRF1_chr5_132490773_-
5,0.61987036,silencing,K562,IRF1_chr5_132490773_-
6,0.6663239,silencing,K562,IRF1_chr5_132490773_-
7,0.57859695,silencing,K562,IRF1_chr5_132490773_-
8,0.56633025,silencing,K562,IRF1_chr5_132490773_-
9,0.6805013,silencing,K562,IRF1_chr5_132490773_-
10,0.6786389,silencing,K562,IRF1_chr5_132490773_-
11,0.66140866,silencing,K562,IRF1_chr5_132490773_-
12,0.6437642,silencing,K562,IRF1_chr5_132490773_-
13,0.61473984,silencing,K562,IRF1_chr5_132490773_-
14,0.56776035,silencing,K562,IRF1_chr5_132490773_-
15,0.55627036,silencing,K562,IRF1_chr5_132490773_-
16,0.55487317,silencing,K562,IRF1_chr5_132490773_-
17,0.53136367,silencing,K562,IRF1_chr5_132490773_-
18,0.50012773,silencing,K562,IRF1_chr5_132490773_-
19,0.5519598,silencing,K562,IRF1_chr5_132490773_-
20,0.5400557,silencing,K562,IRF1_chr5_132490773_-
21,0.53266233,silencing,K562,IRF1_chr5_132490773_-
22,0.55816764,silencing,K562,IRF1_chr5_132490773_-
23,0.5632755,silencing,K562,IRF1_chr5_132490773_-
24,0.56801474,silencing,K562,IRF1_chr5_132490773_-
25,0.509897,silencing,K562,IRF1_chr5_132490773_-
0,1.0,silencing,K562,GPR146_chr7_1055284_+
1,0.60437447,silencing,K562,GPR146_chr7_1055284_+
2,0.678464,silencing,K562,GPR146_chr7_1055284_+
3,0.60477465,silencing,K562,GPR146_chr7_1055284_+
4,0.5655395,silencing,K562,GPR146_chr7_1055284_+
5,0.5076356,silencing,K562,GPR146_chr7_1055284_+
6,0.50133103,silencing,K562,GPR146_chr7_1055284_+
7,0.5594078,silencing,K562,GPR146_chr7_1055284_+
8,0.546632,silencing,K562,GPR146_chr7_1055284_+
