,trace,hypothetical_trace,sorted_effects,log_trace,log_hypothetical_trace,log_sorted_effects,cell_line,context,seq_id
24,1.0390507,1.0155889,-0.020875234,1.0097247,1.0031558,-0.0053714723,PC-3,enhancing,ALDH3B1_chr11_68010326_+
0,1.0,1.0,0.024586588,1.0,1.0,0.005170303,PC-3,enhancing,SQOR_chr15_45635028_+
1,1.0244949,1.0245866,0.01941828,1.0051749,1.0051703,0.004102083,PC-3,enhancing,SQOR_chr15_45635028_+
2,1.0532264,1.0440049,0.023188677,1.0110894,1.0092723,0.004883466,PC-3,enhancing,SQOR_chr15_45635028_+
3,1.0794978,1.0671935,0.0146198785,1.016358,1.0141559,0.0031005503,PC-3,enhancing,SQOR_chr15_45635028_+
4,1.0948588,1.0818135,0.010711993,1.0193796,1.0172564,0.0022750148,PC-3,enhancing,SQOR_chr15_45635028_+
5,1.1095859,1.0925254,0.0101304175,1.0222368,1.0195314,0.002152653,PC-3,enhancing,SQOR_chr15_45635028_+
6,1.1211814,1.1026559,0.0010005079,1.02446,1.021684,0.00021311376,PC-3,enhancing,SQOR_chr15_45635028_+
7,1.1316984,1.1036563,0.002114986,1.0264565,1.0218972,0.00045120975,PC-3,enhancing,SQOR_chr15_45635028_+
8,1.138915,1.1057713,-0.010355374,1.0278158,1.0223484,-0.0022361649,PC-3,enhancing,SQOR_chr15_45635028_+
9,1.1460903,1.095416,-0.0018822139,1.0291588,1.0201123,-0.00040970865,PC-3,enhancing,SQOR_chr15_45635028_+
10,1.1572776,1.0935338,-0.0051125307,1.031236,1.0197026,-0.0011236907,PC-3,enhancing,SQOR_chr15_45635028_+
11,1.1765231,1.0884212,0.0050788512,1.034763,1.0185789,0.0010825975,PC-3,enhancing,SQOR_chr15_45635028_+
12,1.1829035,1.0935,0.006765028,1.0359197,1.0196614,0.0014404042,PC-3,enhancing,SQOR_chr15_45635028_+
13,1.1881988,1.1002651,0.0017542461,1.0368748,1.0211018,0.00036881937,PC-3,enhancing,SQOR_chr15_45635028_+
14,1.1935071,1.1020193,-0.027474638,1.037828,1.0214707,-0.0059660636,PC-3,enhancing,SQOR_chr15_45635028_+
15,1.2005295,1.0745447,0.0014723048,1.0390825,1.0155046,0.00031385844,PC-3,enhancing,SQOR_chr15_45635028_+
16,1.20385,1.076017,-0.0072691543,1.0396732,1.0158185,-0.001563684,PC-3,enhancing,SQOR_chr15_45635028_+
17,1.2069246,1.0687479,-0.0029465992,1.0402186,1.0142548,-0.0006312858,PC-3,enhancing,SQOR_chr15_45635028_+
18,1.2078032,1.0658013,0.0061525446,1.0403743,1.0136235,0.0013099868,PC-3,enhancing,SQOR_chr15_45635028_+
19,1.2067834,1.0719538,-0.003935383,1.0401936,1.0149335,-0.0008442976,PC-3,enhancing,SQOR_chr15_45635028_+
20,1.2037536,1.0680184,-0.017273381,1.0396559,1.0140891,-0.0037754783,PC-3,enhancing,SQOR_chr15_45635028_+
21,1.2042004,1.050745,0.0059089013,1.0397354,1.0103136,0.0012580849,PC-3,enhancing,SQOR_chr15_45635028_+
22,1.2006946,1.056654,-0.0024989606,1.0391119,1.0115718,-0.00053574145,PC-3,enhancing,SQOR_chr15_45635028_+
23,1.1914514,1.054155,-0.0045160344,1.0374594,1.011036,-0.00096951466,PC-3,enhancing,SQOR_chr15_45635028_+
24,1.1777163,1.049639,-0.0043553817,1.0349798,1.0100665,-0.00093372376,PC-3,enhancing,SQOR_chr15_45635028_+
0,1.0,1.0,0.13753346,1.0,1.0,0.04713614,PC-3,enhancing,KLHDC8B_chr3_49171597_+
1,1.1342845,1.1375334,0.046382632,1.0461665,1.0471362,0.016501622,PC-3,enhancing,KLHDC8B_chr3_49171597_+
2,1.1631492,1.1839161,0.016437806,1.0553738,1.0636377,0.0059684752,PC-3,enhancing,KLHDC8B_chr3_49171597_+
3,1.1956224,1.2003539,0.027183207,1.0654627,1.0696062,0.009820327,PC-3,enhancing,KLHDC8B_chr3_49171597_+
4,1.2179463,1.2275372,0.014130993,1.0722407,1.0794265,0.004997781,PC-3,enhancing,KLHDC8B_chr3_49171597_+
5,1.2313367,1.2416681,0.009499689,1.076247,1.0844244,0.0034604121,PC-3,enhancing,KLHDC8B_chr3_49171597_+
6,1.2436717,1.2511678,0.018069357,1.0798991,1.0878848,0.0065573384,PC-3,enhancing,KLHDC8B_chr3_49171597_+
7,1.2624123,1.269237,0.005126004,1.085379,1.0944421,0.0018708921,PC-3,enhancing,KLHDC8B_chr3_49171597_+
8,1.2722255,1.274363,-0.0034524405,1.0882162,1.096313,-0.0012703233,PC-3,enhancing,KLHDC8B_chr3_49171597_+
9,1.2769456,1.2709106,0.019486297,1.089573,1.0950427,0.0069926307,PC-3,enhancing,KLHDC8B_chr3_49171597_+
10,1.2875736,1.290397,0.0036602044,1.0926099,1.1020353,0.001328502,PC-3,enhancing,KLHDC8B_chr3_49171597_+
11,1.2913321,1.2940573,0.0036743332,1.0936779,1.1033638,0.0013235228,PC-3,enhancing,KLHDC8B_chr3_49171597_+
12,1.2911668,1.2977315,-0.0023946373,1.093631,1.1046873,-0.00088560977,PC-3,enhancing,KLHDC8B_chr3_49171597_+
13,1.2918675,1.295337,0.049080696,1.0938298,1.1038017,0.01750455,PC-3,enhancing,KLHDC8B_chr3_49171597_+
14,1.2896428,1.3444176,-0.0022527878,1.0931983,1.1213063,-0.0008607134,PC-3,enhancing,KLHDC8B_chr3_49171597_+
15,1.2861564,1.3421648,-7.0333485e-06,1.0922064,1.1204455,-5.6781055e-06,PC-3,enhancing,KLHDC8B_chr3_49171597_+
16,1.2883346,1.3421578,0.013414961,1.0928264,1.1204399,0.0048805503,PC-3,enhancing,KLHDC8B_chr3_49171597_+
17,1.2857399,1.3555727,0.002936454,1.0920877,1.1253204,0.0010725504,PC-3,enhancing,KLHDC8B_chr3_49171597_+
18,1.2812442,1.3585092,-0.0009928225,1.0908043,1.126393,-0.00036636885,PC-3,enhancing,KLHDC8B_chr3_49171597_+
19,1.2744043,1.3575164,-0.007825316,1.0888431,1.1260266,-0.0028882339,PC-3,enhancing,KLHDC8B_chr3_49171597_+
20,1.2651341,1.3496912,-0.0073703267,1.0861682,1.1231383,-0.0027293344,PC-3,enhancing,KLHDC8B_chr3_49171597_+
21,1.2590582,1.3423207,-0.0012559196,1.0844042,1.120409,-0.00052212365,PC-3,enhancing,KLHDC8B_chr3_49171597_+
22,1.2538433,1.3410649,0.039406046,1.0828836,1.1198869,0.011675757,PC-3,enhancing,KLHDC8B_chr3_49171597_+
23,1.2391815,1.3804708,-0.005141129,1.078574,1.1315627,-0.0020103115,PC-3,enhancing,KLHDC8B_chr3_49171597_+
24,1.2179834,1.3753297,-0.04196214,1.0722519,1.1295524,-0.015920797,PC-3,enhancing,KLHDC8B_chr3_49171597_+
0,1.0,1.0,0.03821653,1.0,1.0,0.011061443,PC-3,enhancing,SMPDL3B_chr1_27934999_+
1,1.0397497,1.0382166,0.036623996,1.0115005,1.0110614,0.010516854,PC-3,enhancing,SMPDL3B_chr1_27934999_+
2,1.0668596,1.0748405,0.014738839,1.0190945,1.0215783,0.004302196,PC-3,enhancing,SMPDL3B_chr1_27934999_+
3,1.0809453,1.0895795,0.0048911595,1.0229644,1.0258805,0.0014378638,PC-3,enhancing,SMPDL3B_chr1_27934999_+
4,1.08585,1.0944705,0.017008727,1.0243001,1.0273184,0.0049452637,PC-3,enhancing,SMPDL3B_chr1_27934999_+
5,1.090144,1.1114793,0.003464598,1.0254645,1.0322636,0.0010161627,PC-3,enhancing,SMPDL3B_chr1_27934999_+
6,1.091064,1.1149439,0.0060562114,1.0257133,1.0332798,0.0017759282,PC-3,enhancing,SMPDL3B_chr1_27934999_+
7,1.0902984,1.121,-0.0012103416,1.0255063,1.0350558,-0.0003609959,PC-3,enhancing,SMPDL3B_chr1_27934999_+
8,1.0942899,1.1197897,0.012343374,1.0265844,1.0346947,0.0036149533,PC-3,enhancing,SMPDL3B_chr1_27934999_+
9,1.09213,1.1321331,0.0006027262,1.0260015,1.0383097,0.000167555,PC-3,enhancing,SMPDL3B_chr1_27934999_+
10,1.0926049,1.1327358,-0.00027424717,1.0261297,1.0384772,-8.314442e-05,PC-3,enhancing,SMPDL3B_chr1_27934999_+
11,1.0918393,1.1324615,-0.0060630306,1.025923,1.0383941,-0.0018193997,PC-3,enhancing,SMPDL3B_chr1_27934999_+
12,1.087888,1.1263986,0.034423843,1.0248532,1.0365747,0.009960026,PC-3,enhancing,SMPDL3B_chr1_27934999_+
13,1.0850353,1.1608224,-0.0053649,1.0240786,1.0465347,-0.0015943048,PC-3,enhancing,SMPDL3B_chr1_27934999_+
14,1.0801708,1.1554574,-0.01854948,1.022753,1.0449404,-0.0055362787,PC-3,enhancing,SMPDL3B_chr1_27934999_+
15,1.0810331,1.1369079,0.0032770704,1.0229883,1.0394042,0.00095334713,PC-3,enhancing,SMPDL3B_chr1_27934999_+
16,1.0828193,1.140185,-0.0052467864,1.0234754,1.0403575,-0.0015588523,PC-3,enhancing,SMPDL3B_chr1_27934999_+
17,1.0787045,1.1349384,-0.014197678,1.0223521,1.0387986,-0.004227563,PC-3,enhancing,SMPDL3B_chr1_27934999_+
18,1.0731078,1.1207405,-0.0018270921,1.0208174,1.034571,-0.0005443075,PC-3,enhancing,SMPDL3B_chr1_27934999_+
19,1.0682864,1.1189135,-0.0001776849,1.0194888,1.0340267,-5.4866876e-05,PC-3,enhancing,SMPDL3B_chr1_27934999_+
20,1.0597035,1.1187358,-0.005956561,1.0171089,1.0339719,-0.0017879567,PC-3,enhancing,SMPDL3B_chr1_27934999_+
21,1.0474002,1.1127794,-0.04241593,1.0136634,1.0321839,-0.012854746,PC-3,enhancing,SMPDL3B_chr1_27934999_+
22,1.0389793,1.0703634,-0.0029960682,1.0112818,1.0193292,-0.0009241551,PC-3,enhancing,SMPDL3B_chr1_27934999_+
23,1.0304327,1.0673673,-0.03527283,1.0088449,1.0184051,-0.010751375,PC-3,enhancing,SMPDL3B_chr1_27934999_+
24,1.0001807,1.0320945,-0.00080125465,1.0000533,1.0076536,-0.00024598648,PC-3,enhancing,SMPDL3B_chr1_27934999_+
0,1.0,1.0,0.046228066,1.0,1.0,0.015002803,PC-3,enhancing,PKIG_chr20_44531908_+
1,1.0464716,1.046228,0.04562299,1.0151803,1.0150028,0.014864801,PC-3,enhancing,PKIG_chr20_44531908_+
2,1.0861571,1.091851,0.0129819065,1.0276194,1.0298676,0.004287824,PC-3,enhancing,PKIG_chr20_44531908_+
3,1.1088767,1.104833,0.015654556,1.0345377,1.0341555,0.0051886537,PC-3,enhancing,PKIG_chr20_44531908_+
4,1.1233702,1.1204876,0.0066165044,1.0388774,1.0393441,0.002193511,PC-3,enhancing,PKIG_chr20_44531908_+
5,1.1362311,1.127104,-0.061858315,1.0426817,1.0415376,-0.02154286,PC-3,enhancing,PKIG_chr20_44531908_+
6,1.1537372,1.0652457,0.0027598273,1.0477912,1.0199947,0.00089118857,PC-3,enhancing,PKIG_chr20_44531908_+
7,1.160291,1.0680056,0.0032417446,1.0496843,1.020886,0.0010742865,PC-3,enhancing,PKIG_chr20_44531908_+
8,1.171957,1.0712472,-0.014844407,1.0530276,1.0219603,-0.005006671,PC-3,enhancing,PKIG_chr20_44531908_+
9,1.1765966,1.0564029,-0.021182632,1.054348,1.0169536,-0.007204086,PC-3,enhancing,PKIG_chr20_44531908_+
10,1.1821597,1.0352203,0.0024831747,1.0559243,1.0097494,0.00081772625,PC-3,enhancing,PKIG_chr20_44531908_+
11,1.1824609,1.0377034,-0.0021281485,1.0560095,1.0105672,-0.0007263366,PC-3,enhancing,PKIG_chr20_44531908_+
12,1.1776373,1.0355753,-0.0051258723,1.0546434,1.0098408,-0.0017906635,PC-3,enhancing,PKIG_chr20_44531908_+
13,1.1595738,1.0304494,-0.020145496,1.0494777,1.0080502,-0.007161618,PC-3,enhancing,PKIG_chr20_44531908_+
14,1.1512687,1.0103039,-0.113647565,1.0470755,1.0008886,-0.040792454,PC-3,enhancing,PKIG_chr20_44531908_+
15,1.1524117,0.89665633,-0.00929614,1.0474072,0.9600961,-0.0031427841,PC-3,enhancing,PKIG_chr20_44531908_+
16,1.1336645,0.8873602,-0.013024012,1.0419259,0.95695335,-0.0043829586,PC-3,enhancing,PKIG_chr20_44531908_+
17,1.1036875,0.8743362,-0.12558697,1.0329702,0.9525704,-0.04521804,PC-3,enhancing,PKIG_chr20_44531908_+
18,1.0991756,0.7487492,-0.102955624,1.0316012,0.9073523,-0.036907475,PC-3,enhancing,PKIG_chr20_44531908_+
19,1.1054704,0.64579356,-0.01869984,1.0335096,0.87044483,-0.0063307453,PC-3,enhancing,PKIG_chr20_44531908_+
20,1.099928,0.62709373,-0.018517543,1.0318298,0.8641141,-0.006249634,PC-3,enhancing,PKIG_chr20_44531908_+
21,1.0828087,0.6085762,-0.03038901,1.0265876,0.8578645,-0.010362328,PC-3,enhancing,PKIG_chr20_44531908_+
22,1.0767897,0.57818717,-0.015985467,1.0247247,0.8475022,-0.0053885635,PC-3,enhancing,PKIG_chr20_44531908_+
23,1.0608078,0.56220174,-0.019048072,1.0197275,0.84211355,-0.0064341663,PC-3,enhancing,PKIG_chr20_44531908_+
24,1.0419562,0.54315364,-0.017442606,1.0137352,0.8356794,-0.005885669,PC-3,enhancing,PKIG_chr20_44531908_+
0,1.0,1.0,0.047217045,1.0,1.0,0.01038041,PC-3,enhancing,PLAU_chr10_73911131_+
1,1.0460283,1.047217,0.025630347,1.0101308,1.0103804,0.0056810523,PC-3,enhancing,PLAU_chr10_73911131_+
2,1.0745962,1.0728474,0.03329299,1.0161966,1.0160614,0.0073546018,PC-3,enhancing,PLAU_chr10_73911131_+
3,1.0940078,1.1061404,0.017223569,1.020227,1.023416,0.0038281244,PC-3,enhancing,PLAU_chr10_73911131_+
4,1.119266,1.123364,0.008889993,1.0253655,1.0272442,0.0019882931,PC-3,enhancing,PLAU_chr10_73911131_+
5,1.1326021,1.1322539,0.0012433361,1.0280321,1.0292325,0.00027727897,PC-3,enhancing,PLAU_chr10_73911131_+
6,1.1393508,1.1334972,-0.016740624,1.0293695,1.0295098,-0.0038240452,PC-3,enhancing,PLAU_chr10_73911131_+
7,1.1508889,1.1167567,-0.009184502,1.0316377,1.0256857,-0.0020922057,PC-3,enhancing,PLAU_chr10_73911131_+
8,1.1584656,1.1075722,-0.0004840236,1.033115,1.0235935,-0.00011078277,PC-3,enhancing,PLAU_chr10_73911131_+
9,1.1618462,1.1070881,-0.0069896453,1.0337709,1.0234827,-0.0015816602,PC-3,enhancing,PLAU_chr10_73911131_+
10,1.1634276,1.1000985,-0.0034307383,1.0340772,1.021901,-0.0007740839,PC-3,enhancing,PLAU_chr10_73911131_+
11,1.1654506,1.0966678,-0.004302053,1.0344683,1.021127,-0.0009757901,PC-3,enhancing,PLAU_chr10_73911131_+
12,1.170199,1.0923657,0.0021916237,1.0353837,1.0201511,0.0004920816,PC-3,enhancing,PLAU_chr10_73911131_+
13,1.1706355,1.0945573,-0.0042217565,1.0354676,1.0206432,-0.00095281773,PC-3,enhancing,PLAU_chr10_73911131_+
14,1.1694834,1.0903356,-0.00072114036,1.035246,1.0196905,-0.00016456394,PC-3,enhancing,PLAU_chr10_73911131_+
15,1.1672817,1.0896144,0.0025900516,1.0348217,1.0195259,0.0005805361,PC-3,enhancing,PLAU_chr10_73911131_+
16,1.1623657,1.0922045,2.748399e-05,1.0338717,1.0201064,-4.2939058e-07,PC-3,enhancing,PLAU_chr10_73911131_+
17,1.1589401,1.092232,-0.0043547754,1.0332072,1.020106,-0.0009829823,PC-3,enhancing,PLAU_chr10_73911131_+
18,1.153397,1.0878772,0.03528073,1.0321279,1.019123,0.007796552,PC-3,enhancing,PLAU_chr10_73911131_+
19,1.1493721,1.1231579,0.0065949,1.0313408,1.0269196,0.0014780697,PC-3,enhancing,PLAU_chr10_73911131_+
20,1.1391261,1.1297528,-0.0006971592,1.029325,1.0283977,-0.0002005254,PC-3,enhancing,PLAU_chr10_73911131_+
21,1.131019,1.1290556,-0.0072892746,1.0277171,1.0281972,-0.0017130538,PC-3,enhancing,PLAU_chr10_73911131_+
22,1.1207526,1.1217663,-0.0072070025,1.0256642,1.026484,-0.0016309328,PC-3,enhancing,PLAU_chr10_73911131_+
23,1.1105709,1.1145594,-0.0036782739,1.0236098,1.0248531,-0.00083054876,PC-3,enhancing,PLAU_chr10_73911131_+
24,1.0959733,1.1108811,-0.035053134,1.0206311,1.0240226,-0.008047316,PC-3,enhancing,PLAU_chr10_73911131_+
0,1.0,1.0,0.058507413,1.0,1.0,0.009756117,PC-3,enhancing,CD9_chr12_6200384_+
1,1.058436,1.0585074,0.008394492,1.0097617,1.0097561,0.0014193965,PC-3,enhancing,CD9_chr12_6200384_+
2,1.0632817,1.0669019,0.005635202,1.0105468,1.0111755,0.00096557976,PC-3,enhancing,CD9_chr12_6200384_+
3,1.0713911,1.0725371,0.0017742114,1.0118527,1.0121411,0.00030276307,PC-3,enhancing,CD9_chr12_6200384_+
4,1.07644,1.0743114,0.0055527943,1.0126609,1.0124439,0.0009495974,PC-3,enhancing,CD9_chr12_6200384_+
5,1.0788114,1.0798641,-0.0016280925,1.0130391,1.0133934,-0.00028243678,PC-3,enhancing,CD9_chr12_6200384_+
6,1.0812877,1.078236,0.0020429434,1.0134332,1.013111,0.00035062814,PC-3,enhancing,CD9_chr12_6200384_+
7,1.0831636,1.080279,-0.002524047,1.0137311,1.0134616,-0.0004348838,PC-3,enhancing,CD9_chr12_6200384_+
8,1.0886719,1.077755,0.0033493016,1.014603,1.0130267,0.00057454495,PC-3,enhancing,CD9_chr12_6200384_+
9,1.09094,1.0811042,-0.008894927,1.0149608,1.0136013,-0.0015379938,PC-3,enhancing,CD9_chr12_6200384_+
10,1.0926446,1.0722092,0.0016581331,1.0152291,1.0120633,0.00028456777,PC-3,enhancing,CD9_chr12_6200384_+
11,1.0917641,1.0738674,0.0012736858,1.0150906,1.0123479,0.00021604857,PC-3,enhancing,CD9_chr12_6200384_+
12,1.0916698,1.0751411,-0.0001003774,1.0150757,1.012564,-1.7949407e-05,PC-3,enhancing,CD9_chr12_6200384_+
13,1.0927244,1.0750407,-0.00030403645,1.0152416,1.012546,-5.2946652e-05,PC-3,enhancing,CD9_chr12_6200384_+
14,1.0910958,1.0747367,0.004046952,1.0149852,1.012493,0.0006936339,PC-3,enhancing,CD9_chr12_6200384_+
15,1.0890192,1.0787836,-0.0064979396,1.0146577,1.0131867,-0.0011207315,PC-3,enhancing,CD9_chr12_6200384_+
16,1.0870708,1.0722857,-0.00027608324,1.01435,1.0120659,-4.7947047e-05,PC-3,enhancing,CD9_chr12_6200384_+
17,1.084671,1.0720097,-0.008472997,1.0139703,1.012018,-0.0014634094,PC-3,enhancing,CD9_chr12_6200384_+
18,1.0804154,1.0635366,-0.0055244784,1.0132945,1.0105546,-0.0009532037,PC-3,enhancing,CD9_chr12_6200384_+
19,1.0757202,1.0580121,-0.0052123643,1.0125458,1.0096014,-0.0008991096,PC-3,enhancing,CD9_chr12_6200384_+
20,1.0726079,1.0527998,-0.00777099,1.0120478,1.0087023,-0.0013416978,PC-3,enhancing,CD9_chr12_6200384_+
21,1.0693425,1.0450288,-0.00245607,1.0115237,1.0073606,-0.00042349126,PC-3,enhancing,CD9_chr12_6200384_+
22,1.0664704,1.0425727,-0.0071368697,1.0110615,1.006937,-0.0012312146,PC-3,enhancing,CD9_chr12_6200384_+
23,1.0607543,1.0354359,-0.0025025376,1.0101377,1.0057058,-0.00043086775,PC-3,enhancing,CD9_chr12_6200384_+
24,1.055303,1.0329334,-0.0044458294,1.0092522,1.005275,-0.0007674806,PC-3,enhancing,CD9_chr12_6200384_+
0,1.0,1.0,0.03645528,1.0,1.0,0.007107617,PC-3,enhancing,PTPRF_chr1_43530882_+
1,1.0361568,1.0364553,0.020271657,1.0070587,1.0071076,0.003977779,PC-3,enhancing,PTPRF_chr1_43530882_+
2,1.0580741,1.0567269,0.0033292808,1.0112187,1.0110854,0.0006461901,PC-3,enhancing,PTPRF_chr1_43530882_+
3,1.0707837,1.0600562,0.011705811,1.0135916,1.0117316,0.002312316,PC-3,enhancing,PTPRF_chr1_43530882_+
4,1.0866005,1.0717621,0.0067366376,1.0165056,1.0140439,0.0013336969,PC-3,enhancing,PTPRF_chr1_43530882_+
5,1.1036183,1.0784987,-0.003927398,1.019594,1.0153776,-0.0007968635,PC-3,enhancing,PTPRF_chr1_43530882_+
6,1.1098285,1.0745713,0.0007596469,1.020709,1.0145807,0.0001497258,PC-3,enhancing,PTPRF_chr1_43530882_+
7,1.1202914,1.075331,0.009467303,1.0225738,1.0147305,0.0018719516,PC-3,enhancing,PTPRF_chr1_43530882_+
8,1.131108,1.0847982,0.003038687,1.0244834,1.0166024,0.0006023147,PC-3,enhancing,PTPRF_chr1_43530882_+
9,1.1343901,1.0878369,0.0048937867,1.0250592,1.0172048,0.00095616037,PC-3,enhancing,PTPRF_chr1_43530882_+
10,1.1402649,1.0927306,0.0024974337,1.0260859,1.0181609,0.000494948,PC-3,enhancing,PTPRF_chr1_43530882_+
11,1.1418498,1.0952281,0.006730563,1.0263618,1.0186558,0.0013315172,PC-3,enhancing,PTPRF_chr1_43530882_+
12,1.1441573,1.1019586,0.0045095817,1.026763,1.0199873,0.0008889733,PC-3,enhancing,PTPRF_chr1_43530882_+
13,1.145172,1.1064683,0.002564356,1.0269393,1.0208763,0.00050575106,PC-3,enhancing,PTPRF_chr1_43530882_+
14,1.146507,1.1090326,0.002335207,1.0271708,1.0213821,0.00046121236,PC-3,enhancing,PTPRF_chr1_43530882_+
15,1.1522617,1.1113678,0.0024583957,1.0281658,1.0218433,0.00048698793,PC-3,enhancing,PTPRF_chr1_43530882_+
16,1.1523081,1.1138263,0.0011887656,1.0281738,1.0223303,0.00023444409,PC-3,enhancing,PTPRF_chr1_43530882_+
17,1.1490774,1.115015,0.00011591885,1.0276158,1.0225648,2.1416476e-05,PC-3,enhancing,PTPRF_chr1_43530882_+
18,1.1450653,1.1151309,-0.014266283,1.0269207,1.0225861,-0.002861658,PC-3,enhancing,PTPRF_chr1_43530882_+
19,1.1329298,1.1008646,-0.012878045,1.0248033,1.0197245,-0.0025802115,PC-3,enhancing,PTPRF_chr1_43530882_+
20,1.1191696,1.0879866,-0.010482489,1.0223747,1.0171443,-0.0020985303,PC-3,enhancing,PTPRF_chr1_43530882_+
21,1.1082544,1.077504,-0.014986992,1.0204271,1.0150458,-0.0030059826,PC-3,enhancing,PTPRF_chr1_43530882_+
22,1.0955223,1.062517,-0.0102836145,1.0181307,1.0120398,-0.0020664057,PC-3,enhancing,PTPRF_chr1_43530882_+
23,1.0771065,1.0522335,-0.012567535,1.0147616,1.0099734,-0.0025177626,PC-3,enhancing,PTPRF_chr1_43530882_+
24,1.0450956,1.0396659,-0.014289686,1.0087658,1.0074556,-0.002862511,PC-3,enhancing,PTPRF_chr1_43530882_+
0,1.0,1.0,0.103667885,1.0,1.0,0.0311815,PC-3,enhancing,CARD8_chr19_48255946_-
1,1.1029092,1.1036679,0.021664605,1.0313152,1.0311815,0.0067901495,PC-3,enhancing,CARD8_chr19_48255946_-
2,1.1405361,1.1253325,-0.012383487,1.0420402,1.0379716,-0.0041516237,PC-3,enhancing,CARD8_chr19_48255946_-
3,1.1780736,1.112949,0.023897711,1.0523928,1.03382,0.0075375135,PC-3,enhancing,CARD8_chr19_48255946_-
4,1.2480899,1.1368467,0.022128189,1.0708504,1.0413575,0.0069495314,PC-3,enhancing,CARD8_chr19_48255946_-
5,1.3034024,1.1589749,0.021924974,1.0847138,1.0483071,0.006902959,PC-3,enhancing,CARD8_chr19_48255946_-
6,1.3233466,1.1808999,0.0028852827,1.0895689,1.05521,0.00091863633,PC-3,enhancing,CARD8_chr19_48255946_-
7,1.3335274,1.1837852,-0.0010940344,1.0920188,1.0561286,-0.00035763707,PC-3,enhancing,CARD8_chr19_48255946_-
8,1.3372835,1.1826911,0.00030774678,1.0929182,1.055771,9.596442e-05,PC-3,enhancing,CARD8_chr19_48255946_-
9,1.3431386,1.1829989,-0.0057099857,1.0943148,1.055867,-0.0018369678,PC-3,enhancing,CARD8_chr19_48255946_-
10,1.3494914,1.1772889,0.0033820395,1.0958234,1.0540301,0.0010705482,PC-3,enhancing,CARD8_chr19_48255946_-
