,tile_selected,context,seq_id,cell_line
10,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
11,1,enhancing,KLHDC8B_chr3_49171597_+,PC-3
12,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
13,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
14,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
15,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
16,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
17,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
18,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
19,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
20,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
21,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
22,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
23,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
24,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
25,1,enhancing,KLHDC8B_chr3_49171597_+,PC-3
26,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
27,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
28,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
29,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
30,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
31,1,enhancing,KLHDC8B_chr3_49171597_+,PC-3
32,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
33,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
34,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
35,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
36,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
37,0,enhancing,KLHDC8B_chr3_49171597_+,PC-3
0,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
1,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
2,1,enhancing,SMPDL3B_chr1_27934999_+,PC-3
3,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
4,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
5,1,enhancing,SMPDL3B_chr1_27934999_+,PC-3
6,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
7,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
8,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
9,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
10,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
11,1,enhancing,SMPDL3B_chr1_27934999_+,PC-3
12,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
13,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
14,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
15,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
16,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
17,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
18,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
19,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
20,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
21,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
22,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
23,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
24,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
25,1,enhancing,SMPDL3B_chr1_27934999_+,PC-3
26,1,enhancing,SMPDL3B_chr1_27934999_+,PC-3
27,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
28,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
29,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
30,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
31,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
32,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
33,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
34,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
35,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
36,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
37,0,enhancing,SMPDL3B_chr1_27934999_+,PC-3
0,1,enhancing,PKIG_chr20_44531908_+,PC-3
1,0,enhancing,PKIG_chr20_44531908_+,PC-3
2,0,enhancing,PKIG_chr20_44531908_+,PC-3
3,0,enhancing,PKIG_chr20_44531908_+,PC-3
4,0,enhancing,PKIG_chr20_44531908_+,PC-3
5,1,enhancing,PKIG_chr20_44531908_+,PC-3
6,0,enhancing,PKIG_chr20_44531908_+,PC-3
7,0,enhancing,PKIG_chr20_44531908_+,PC-3
8,0,enhancing,PKIG_chr20_44531908_+,PC-3
9,0,enhancing,PKIG_chr20_44531908_+,PC-3
10,0,enhancing,PKIG_chr20_44531908_+,PC-3
11,0,enhancing,PKIG_chr20_44531908_+,PC-3
12,1,enhancing,PKIG_chr20_44531908_+,PC-3
13,0,enhancing,PKIG_chr20_44531908_+,PC-3
14,0,enhancing,PKIG_chr20_44531908_+,PC-3
15,0,enhancing,PKIG_chr20_44531908_+,PC-3
16,0,enhancing,PKIG_chr20_44531908_+,PC-3
17,0,enhancing,PKIG_chr20_44531908_+,PC-3
18,0,enhancing,PKIG_chr20_44531908_+,PC-3
19,0,enhancing,PKIG_chr20_44531908_+,PC-3
20,0,enhancing,PKIG_chr20_44531908_+,PC-3
21,0,enhancing,PKIG_chr20_44531908_+,PC-3
22,0,enhancing,PKIG_chr20_44531908_+,PC-3
23,0,enhancing,PKIG_chr20_44531908_+,PC-3
24,0,enhancing,PKIG_chr20_44531908_+,PC-3
25,0,enhancing,PKIG_chr20_44531908_+,PC-3
26,0,enhancing,PKIG_chr20_44531908_+,PC-3
27,0,enhancing,PKIG_chr20_44531908_+,PC-3
28,0,enhancing,PKIG_chr20_44531908_+,PC-3
29,1,enhancing,PKIG_chr20_44531908_+,PC-3
30,0,enhancing,PKIG_chr20_44531908_+,PC-3
31,0,enhancing,PKIG_chr20_44531908_+,PC-3
32,0,enhancing,PKIG_chr20_44531908_+,PC-3
33,0,enhancing,PKIG_chr20_44531908_+,PC-3
34,1,enhancing,PKIG_chr20_44531908_+,PC-3
35,0,enhancing,PKIG_chr20_44531908_+,PC-3
36,0,enhancing,PKIG_chr20_44531908_+,PC-3
37,0,enhancing,PKIG_chr20_44531908_+,PC-3
0,0,enhancing,PLAU_chr10_73911131_+,PC-3
1,0,enhancing,PLAU_chr10_73911131_+,PC-3
2,0,enhancing,PLAU_chr10_73911131_+,PC-3
3,0,enhancing,PLAU_chr10_73911131_+,PC-3
4,0,enhancing,PLAU_chr10_73911131_+,PC-3
5,0,enhancing,PLAU_chr10_73911131_+,PC-3
6,0,enhancing,PLAU_chr10_73911131_+,PC-3
7,0,enhancing,PLAU_chr10_73911131_+,PC-3
8,0,enhancing,PLAU_chr10_73911131_+,PC-3
9,1,enhancing,PLAU_chr10_73911131_+,PC-3
10,1,enhancing,PLAU_chr10_73911131_+,PC-3
11,0,enhancing,PLAU_chr10_73911131_+,PC-3
12,0,enhancing,PLAU_chr10_73911131_+,PC-3
13,0,enhancing,PLAU_chr10_73911131_+,PC-3
14,0,enhancing,PLAU_chr10_73911131_+,PC-3
15,0,enhancing,PLAU_chr10_73911131_+,PC-3
16,0,enhancing,PLAU_chr10_73911131_+,PC-3
17,0,enhancing,PLAU_chr10_73911131_+,PC-3
18,0,enhancing,PLAU_chr10_73911131_+,PC-3
19,0,enhancing,PLAU_chr10_73911131_+,PC-3
20,0,enhancing,PLAU_chr10_73911131_+,PC-3
21,0,enhancing,PLAU_chr10_73911131_+,PC-3
22,0,enhancing,PLAU_chr10_73911131_+,PC-3
23,1,enhancing,PLAU_chr10_73911131_+,PC-3
24,0,enhancing,PLAU_chr10_73911131_+,PC-3
25,0,enhancing,PLAU_chr10_73911131_+,PC-3
26,0,enhancing,PLAU_chr10_73911131_+,PC-3
27,1,enhancing,PLAU_chr10_73911131_+,PC-3
28,0,enhancing,PLAU_chr10_73911131_+,PC-3
29,1,enhancing,PLAU_chr10_73911131_+,PC-3
30,0,enhancing,PLAU_chr10_73911131_+,PC-3
31,0,enhancing,PLAU_chr10_73911131_+,PC-3
32,0,enhancing,PLAU_chr10_73911131_+,PC-3
33,0,enhancing,PLAU_chr10_73911131_+,PC-3
34,0,enhancing,PLAU_chr10_73911131_+,PC-3
35,0,enhancing,PLAU_chr10_73911131_+,PC-3
36,0,enhancing,PLAU_chr10_73911131_+,PC-3
37,0,enhancing,PLAU_chr10_73911131_+,PC-3
0,0,enhancing,CD9_chr12_6200384_+,PC-3
1,0,enhancing,CD9_chr12_6200384_+,PC-3
2,0,enhancing,CD9_chr12_6200384_+,PC-3
3,0,enhancing,CD9_chr12_6200384_+,PC-3
4,0,enhancing,CD9_chr12_6200384_+,PC-3
5,0,enhancing,CD9_chr12_6200384_+,PC-3
6,0,enhancing,CD9_chr12_6200384_+,PC-3
7,1,enhancing,CD9_chr12_6200384_+,PC-3
8,0,enhancing,CD9_chr12_6200384_+,PC-3
9,0,enhancing,CD9_chr12_6200384_+,PC-3
10,0,enhancing,CD9_chr12_6200384_+,PC-3
11,0,enhancing,CD9_chr12_6200384_+,PC-3
12,0,enhancing,CD9_chr12_6200384_+,PC-3
13,0,enhancing,CD9_chr12_6200384_+,PC-3
14,0,enhancing,CD9_chr12_6200384_+,PC-3
15,0,enhancing,CD9_chr12_6200384_+,PC-3
16,0,enhancing,CD9_chr12_6200384_+,PC-3
17,0,enhancing,CD9_chr12_6200384_+,PC-3
18,0,enhancing,CD9_chr12_6200384_+,PC-3
19,0,enhancing,CD9_chr12_6200384_+,PC-3
20,0,enhancing,CD9_chr12_6200384_+,PC-3
21,0,enhancing,CD9_chr12_6200384_+,PC-3
22,0,enhancing,CD9_chr12_6200384_+,PC-3
23,1,enhancing,CD9_chr12_6200384_+,PC-3
24,1,enhancing,CD9_chr12_6200384_+,PC-3
25,0,enhancing,CD9_chr12_6200384_+,PC-3
26,0,enhancing,CD9_chr12_6200384_+,PC-3
27,0,enhancing,CD9_chr12_6200384_+,PC-3
28,1,enhancing,CD9_chr12_6200384_+,PC-3
29,1,enhancing,CD9_chr12_6200384_+,PC-3
30,0,enhancing,CD9_chr12_6200384_+,PC-3
31,0,enhancing,CD9_chr12_6200384_+,PC-3
32,0,enhancing,CD9_chr12_6200384_+,PC-3
33,0,enhancing,CD9_chr12_6200384_+,PC-3
34,0,enhancing,CD9_chr12_6200384_+,PC-3
35,0,enhancing,CD9_chr12_6200384_+,PC-3
36,0,enhancing,CD9_chr12_6200384_+,PC-3
37,0,enhancing,CD9_chr12_6200384_+,PC-3
0,0,enhancing,PTPRF_chr1_43530882_+,PC-3
1,0,enhancing,PTPRF_chr1_43530882_+,PC-3
2,0,enhancing,PTPRF_chr1_43530882_+,PC-3
3,0,enhancing,PTPRF_chr1_43530882_+,PC-3
4,0,enhancing,PTPRF_chr1_43530882_+,PC-3
5,1,enhancing,PTPRF_chr1_43530882_+,PC-3
6,0,enhancing,PTPRF_chr1_43530882_+,PC-3
7,0,enhancing,PTPRF_chr1_43530882_+,PC-3
8,0,enhancing,PTPRF_chr1_43530882_+,PC-3
9,0,enhancing,PTPRF_chr1_43530882_+,PC-3
10,1,enhancing,PTPRF_chr1_43530882_+,PC-3
11,0,enhancing,PTPRF_chr1_43530882_+,PC-3
12,0,enhancing,PTPRF_chr1_43530882_+,PC-3
13,0,enhancing,PTPRF_chr1_43530882_+,PC-3
14,0,enhancing,PTPRF_chr1_43530882_+,PC-3
15,0,enhancing,PTPRF_chr1_43530882_+,PC-3
16,0,enhancing,PTPRF_chr1_43530882_+,PC-3
17,0,enhancing,PTPRF_chr1_43530882_+,PC-3
18,0,enhancing,PTPRF_chr1_43530882_+,PC-3
19,0,enhancing,PTPRF_chr1_43530882_+,PC-3
20,0,enhancing,PTPRF_chr1_43530882_+,PC-3
21,0,enhancing,PTPRF_chr1_43530882_+,PC-3
22,0,enhancing,PTPRF_chr1_43530882_+,PC-3
23,0,enhancing,PTPRF_chr1_43530882_+,PC-3
24,1,enhancing,PTPRF_chr1_43530882_+,PC-3
25,0,enhancing,PTPRF_chr1_43530882_+,PC-3
26,0,enhancing,PTPRF_chr1_43530882_+,PC-3
27,0,enhancing,PTPRF_chr1_43530882_+,PC-3
28,0,enhancing,PTPRF_chr1_43530882_+,PC-3
29,0,enhancing,PTPRF_chr1_43530882_+,PC-3
30,0,enhancing,PTPRF_chr1_43530882_+,PC-3
31,1,enhancing,PTPRF_chr1_43530882_+,PC-3
32,0,enhancing,PTPRF_chr1_43530882_+,PC-3
33,0,enhancing,PTPRF_chr1_43530882_+,PC-3
34,0,enhancing,PTPRF_chr1_43530882_+,PC-3
35,0,enhancing,PTPRF_chr1_43530882_+,PC-3
36,0,enhancing,PTPRF_chr1_43530882_+,PC-3
37,1,enhancing,PTPRF_chr1_43530882_+,PC-3
0,0,enhancing,CARD8_chr19_48255946_-,PC-3
1,0,enhancing,CARD8_chr19_48255946_-,PC-3
2,0,enhancing,CARD8_chr19_48255946_-,PC-3
3,0,enhancing,CARD8_chr19_48255946_-,PC-3
4,0,enhancing,CARD8_chr19_48255946_-,PC-3
5,0,enhancing,CARD8_chr19_48255946_-,PC-3
6,0,enhancing,CARD8_chr19_48255946_-,PC-3
7,0,enhancing,CARD8_chr19_48255946_-,PC-3
8,0,enhancing,CARD8_chr19_48255946_-,PC-3
9,0,enhancing,CARD8_chr19_48255946_-,PC-3
10,0,enhancing,CARD8_chr19_48255946_-,PC-3
11,0,enhancing,CARD8_chr19_48255946_-,PC-3
12,0,enhancing,CARD8_chr19_48255946_-,PC-3
13,0,enhancing,CARD8_chr19_48255946_-,PC-3
14,0,enhancing,CARD8_chr19_48255946_-,PC-3
15,0,enhancing,CARD8_chr19_48255946_-,PC-3
16,0,enhancing,CARD8_chr19_48255946_-,PC-3
17,0,enhancing,CARD8_chr19_48255946_-,PC-3
18,0,enhancing,CARD8_chr19_48255946_-,PC-3
19,1,enhancing,CARD8_chr19_48255946_-,PC-3
20,0,enhancing,CARD8_chr19_48255946_-,PC-3
21,0,enhancing,CARD8_chr19_48255946_-,PC-3
22,0,enhancing,CARD8_chr19_48255946_-,PC-3
23,1,enhancing,CARD8_chr19_48255946_-,PC-3
24,1,enhancing,CARD8_chr19_48255946_-,PC-3
25,0,enhancing,CARD8_chr19_48255946_-,PC-3
26,0,enhancing,CARD8_chr19_48255946_-,PC-3
27,0,enhancing,CARD8_chr19_48255946_-,PC-3
28,1,enhancing,CARD8_chr19_48255946_-,PC-3
29,1,enhancing,CARD8_chr19_48255946_-,PC-3
30,0,enhancing,CARD8_chr19_48255946_-,PC-3
31,0,enhancing,CARD8_chr19_48255946_-,PC-3
32,0,enhancing,CARD8_chr19_48255946_-,PC-3
33,0,enhancing,CARD8_chr19_48255946_-,PC-3
34,0,enhancing,CARD8_chr19_48255946_-,PC-3
35,0,enhancing,CARD8_chr19_48255946_-,PC-3
36,0,enhancing,CARD8_chr19_48255946_-,PC-3
37,0,enhancing,CARD8_chr19_48255946_-,PC-3
0,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
1,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
2,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
3,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
4,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
5,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
6,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
7,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
8,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
9,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
10,1,enhancing,ANGPTL4_chr19_8364154_+,PC-3
11,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
12,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
13,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
14,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
15,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
16,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
17,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
18,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
19,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
20,1,enhancing,ANGPTL4_chr19_8364154_+,PC-3
21,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
22,1,enhancing,ANGPTL4_chr19_8364154_+,PC-3
23,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
24,1,enhancing,ANGPTL4_chr19_8364154_+,PC-3
25,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
26,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
27,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
28,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
29,1,enhancing,ANGPTL4_chr19_8364154_+,PC-3
30,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
31,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
32,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
33,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
34,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
35,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
36,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
37,0,enhancing,ANGPTL4_chr19_8364154_+,PC-3
0,0,enhancing,FXYD6_chr11_117876658_-,PC-3
1,0,enhancing,FXYD6_chr11_117876658_-,PC-3
2,0,enhancing,FXYD6_chr11_117876658_-,PC-3
3,0,enhancing,FXYD6_chr11_117876658_-,PC-3
4,0,enhancing,FXYD6_chr11_117876658_-,PC-3
5,0,enhancing,FXYD6_chr11_117876658_-,PC-3
6,0,enhancing,FXYD6_chr11_117876658_-,PC-3
7,0,enhancing,FXYD6_chr11_117876658_-,PC-3
8,0,enhancing,FXYD6_chr11_117876658_-,PC-3
9,0,enhancing,FXYD6_chr11_117876658_-,PC-3
10,0,enhancing,FXYD6_chr11_117876658_-,PC-3
11,0,enhancing,FXYD6_chr11_117876658_-,PC-3
12,0,enhancing,FXYD6_chr11_117876658_-,PC-3
13,0,enhancing,FXYD6_chr11_117876658_-,PC-3
14,0,enhancing,FXYD6_chr11_117876658_-,PC-3
15,0,enhancing,FXYD6_chr11_117876658_-,PC-3
16,0,enhancing,FXYD6_chr11_117876658_-,PC-3
17,0,enhancing,FXYD6_chr11_117876658_-,PC-3
18,0,enhancing,FXYD6_chr11_117876658_-,PC-3
19,1,enhancing,FXYD6_chr11_117876658_-,PC-3
20,0,enhancing,FXYD6_chr11_117876658_-,PC-3
21,1,enhancing,FXYD6_chr11_117876658_-,PC-3
22,1,enhancing,FXYD6_chr11_117876658_-,PC-3
23,0,enhancing,FXYD6_chr11_117876658_-,PC-3
24,0,enhancing,FXYD6_chr11_117876658_-,PC-3
25,0,enhancing,FXYD6_chr11_117876658_-,PC-3
26,0,enhancing,FXYD6_chr11_117876658_-,PC-3
27,0,enhancing,FXYD6_chr11_117876658_-,PC-3
28,0,enhancing,FXYD6_chr11_117876658_-,PC-3
29,1,enhancing,FXYD6_chr11_117876658_-,PC-3
30,1,enhancing,FXYD6_chr11_117876658_-,PC-3
31,0,enhancing,FXYD6_chr11_117876658_-,PC-3
32,0,enhancing,FXYD6_chr11_117876658_-,PC-3
33,0,enhancing,FXYD6_chr11_117876658_-,PC-3
34,0,enhancing,FXYD6_chr11_117876658_-,PC-3
35,0,enhancing,FXYD6_chr11_117876658_-,PC-3
36,0,enhancing,FXYD6_chr11_117876658_-,PC-3
37,0,enhancing,FXYD6_chr11_117876658_-,PC-3
0,1,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
1,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
2,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
3,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
4,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
5,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
6,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
7,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
8,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
9,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
10,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
11,1,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
12,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
13,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
14,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
15,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
16,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
17,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
18,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
19,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
20,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
21,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
22,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
23,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
24,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
25,1,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
26,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
27,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
28,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
29,1,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
30,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
31,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
32,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
33,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
34,1,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
35,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
36,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
37,0,enhancing,GADD45GIP1_chr19_12957223_-,PC-3
0,0,enhancing,RNFT2_chr12_116738290_+,PC-3
1,0,enhancing,RNFT2_chr12_116738290_+,PC-3
2,0,enhancing,RNFT2_chr12_116738290_+,PC-3
