,Normalized TSS activity,cell_line,tile class,seq_id
9,3.9137010853432423,GM12878,Enhancer,JAML_chr11_118225021_-_90804
10,4.112656666637714,GM12878,Enhancer,JAML_chr11_118225021_-_90804
11,4.262714732475638,GM12878,Enhancer,JAML_chr11_118225021_-_90804
12,4.394812418987554,GM12878,Enhancer,JAML_chr11_118225021_-_90804
13,4.495703536728111,GM12878,Enhancer,JAML_chr11_118225021_-_90804
14,4.626831756214424,GM12878,Enhancer,JAML_chr11_118225021_-_90804
15,4.719822624575874,GM12878,Enhancer,JAML_chr11_118225021_-_90804
0,0.0915585349461573,GM12878,Enhancer,JAML_chr11_118225021_-_105804
1,1.8592013397341138,GM12878,Enhancer,JAML_chr11_118225021_-_105804
2,3.3736114575955094,GM12878,Enhancer,JAML_chr11_118225021_-_105804
3,4.28472823395732,GM12878,Enhancer,JAML_chr11_118225021_-_105804
4,5.092764237221105,GM12878,Enhancer,JAML_chr11_118225021_-_105804
5,5.712258586437283,GM12878,Enhancer,JAML_chr11_118225021_-_105804
6,6.1366691320513125,GM12878,Enhancer,JAML_chr11_118225021_-_105804
7,6.501934589010659,GM12878,Enhancer,JAML_chr11_118225021_-_105804
8,6.805029384676228,GM12878,Enhancer,JAML_chr11_118225021_-_105804
9,7.037741011539565,GM12878,Enhancer,JAML_chr11_118225021_-_105804
10,7.22336326994268,GM12878,Enhancer,JAML_chr11_118225021_-_105804
11,7.354150127880884,GM12878,Enhancer,JAML_chr11_118225021_-_105804
12,7.478512119818767,GM12878,Enhancer,JAML_chr11_118225021_-_105804
13,7.572117003531693,GM12878,Enhancer,JAML_chr11_118225021_-_105804
14,7.655063749615264,GM12878,Enhancer,JAML_chr11_118225021_-_105804
15,7.714555585918726,GM12878,Enhancer,JAML_chr11_118225021_-_105804
0,0.2024109909719757,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
1,1.1214573127397713,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
2,1.7278301840186485,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
3,2.1970616356293577,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
4,2.4975480408971062,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
5,2.7223366526445205,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
6,2.919249164850117,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
7,3.0626267688717244,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
8,3.19361077583559,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
9,3.2755545983755656,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
10,3.338775483902933,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
11,3.390008444217687,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
12,3.43376289490178,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
13,3.476124543690772,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
14,3.5070270582977505,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
15,3.5369778693335716,GM12878,Enhancer,CASP10_chr2_201183126_+_105804
0,0.07887902460257655,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
1,1.000000007091592,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
2,1.7507998252064398,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
3,1.9720154006685668,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
4,2.0717544158988956,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
5,2.149104565949891,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
6,2.208748131188212,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
7,2.2576723012201936,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
8,2.3005820778733392,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
9,2.3342488578636464,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
10,2.3978319159368353,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
11,2.4337733524352454,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
12,2.4611118084509935,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
13,2.494158173421479,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
14,2.518066639122923,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
15,2.535034989205888,GM12878,Enhancer,NEK9_chr14_75127048_-_100804
0,0.07522781604736095,GM12878,Enhancer,NME6_chr3_48301394_-_100804
1,0.9999999389146684,GM12878,Enhancer,NME6_chr3_48301394_-_100804
2,1.2710913261001062,GM12878,Enhancer,NME6_chr3_48301394_-_100804
3,1.357969531722563,GM12878,Enhancer,NME6_chr3_48301394_-_100804
4,1.4261945847446307,GM12878,Enhancer,NME6_chr3_48301394_-_100804
5,1.493881353824702,GM12878,Enhancer,NME6_chr3_48301394_-_100804
6,1.5535200354457819,GM12878,Enhancer,NME6_chr3_48301394_-_100804
7,1.6011758519096089,GM12878,Enhancer,NME6_chr3_48301394_-_100804
8,1.6369859465728687,GM12878,Enhancer,NME6_chr3_48301394_-_100804
9,1.6706514302655284,GM12878,Enhancer,NME6_chr3_48301394_-_100804
10,1.6995906468312187,GM12878,Enhancer,NME6_chr3_48301394_-_100804
11,1.7296834123732276,GM12878,Enhancer,NME6_chr3_48301394_-_100804
12,1.7578323883658777,GM12878,Enhancer,NME6_chr3_48301394_-_100804
13,1.7812325363824235,GM12878,Enhancer,NME6_chr3_48301394_-_100804
14,1.7984672604341891,GM12878,Enhancer,NME6_chr3_48301394_-_100804
15,1.8136519200341428,GM12878,Enhancer,NME6_chr3_48301394_-_100804
0,0.029263517301311905,GM12878,Enhancer,MEST_chr7_130486341_+_105804
1,1.9503265037328317,GM12878,Enhancer,MEST_chr7_130486341_+_105804
2,4.238931305523479,GM12878,Enhancer,MEST_chr7_130486341_+_105804
3,5.03353628830402,GM12878,Enhancer,MEST_chr7_130486341_+_105804
4,5.281228074040457,GM12878,Enhancer,MEST_chr7_130486341_+_105804
5,5.373577875307454,GM12878,Enhancer,MEST_chr7_130486341_+_105804
6,5.4784429039591025,GM12878,Enhancer,MEST_chr7_130486341_+_105804
7,5.5432206643006925,GM12878,Enhancer,MEST_chr7_130486341_+_105804
8,5.58738515360924,GM12878,Enhancer,MEST_chr7_130486341_+_105804
9,5.620389141826594,GM12878,Enhancer,MEST_chr7_130486341_+_105804
10,5.646511148672351,GM12878,Enhancer,MEST_chr7_130486341_+_105804
11,5.667285724405267,GM12878,Enhancer,MEST_chr7_130486341_+_105804
12,5.674900260672896,GM12878,Enhancer,MEST_chr7_130486341_+_105804
13,5.676555850464387,GM12878,Enhancer,MEST_chr7_130486341_+_105804
14,5.665204408425724,GM12878,Enhancer,MEST_chr7_130486341_+_105804
15,5.6476886540012154,GM12878,Enhancer,MEST_chr7_130486341_+_105804
0,0.0868473849786623,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
1,0.9999999525418832,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
2,1.3534446208597408,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
3,1.440509172863027,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
4,1.499005130222436,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
5,1.5379623066543135,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
6,1.5776062336763852,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
7,1.605453675868444,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
8,1.6461389077988977,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
9,1.6712545025888403,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
10,1.6883945920948487,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
11,1.7017836658653276,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
12,1.7136287899920324,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
13,1.7233843121394172,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
14,1.7311771036733108,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
15,1.7396040305651364,GM12878,Enhancer,BOLA3_chr2_74147912_-_100804
0,0.07662970087131458,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
1,1.0000000508600078,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
2,2.0967337512288253,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
3,2.8062773710283975,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
4,2.976405877102767,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
5,3.1135269501777274,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
6,3.1205344674776,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
7,3.126156710745976,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
8,3.120440401893238,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
9,3.116652831684971,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
10,3.113642148095315,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
11,3.10513718501682,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
12,3.116222657739294,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
13,3.1147893210004596,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
14,3.1122666137553057,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
15,3.0947866648365543,GM12878,Enhancer,ENSG00000214265_chr15_24955033_+_100804
0,0.05027030670071435,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
1,1.0969285239441733,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
2,1.8458171165515798,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
3,1.9747830386258465,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
4,2.052033830407245,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
5,2.1069656764075377,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
6,2.1530807410246773,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
7,2.178297270321669,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
8,2.1993705746811423,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
9,2.218741359228335,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
10,2.2364787439640366,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
11,2.2500293997645793,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
12,2.2611622258393256,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
13,2.270443021058824,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
14,2.2755969855828195,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
15,2.2759175868367074,GM12878,Enhancer,NHLRC3_chr13_39038390_+_105804
0,0.03841250191446277,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
1,1.269783539362319,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
2,2.240932259459568,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
3,2.7214048009518113,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
4,3.022626700785576,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
5,3.268472901044747,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
6,3.4114484449161324,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
7,3.4856354839742587,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
8,3.545835159065333,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
9,3.587336715132955,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
10,3.6017876703582528,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
11,3.613289492618179,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
12,3.6205909391997486,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
13,3.6204283227068594,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
14,3.615562203933396,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
15,3.61816761705035,GM12878,Enhancer,KHDRBS2_chr6_62286225_-_80804
0,0.0763650525700342,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
1,0.9999999077799593,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
2,1.5097625560310104,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
3,1.5833390076603835,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
4,1.6488185229484962,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
5,1.6925423078299928,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
6,1.7120671348482515,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
7,1.7304181013520046,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
8,1.7447757724203896,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
9,1.752117258955467,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
10,1.757354082954274,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
11,1.761149474182287,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
12,1.7663805973058502,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
13,1.7786920062746516,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
14,1.7880790339162673,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
15,1.7938164785978663,GM12878,Enhancer,CCDC14_chr3_123961229_-_100804
0,0.09640042645020445,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
1,1.000000136408373,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
2,1.1827579440003178,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
3,1.2359691382170541,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
4,1.2863785797084923,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
5,1.3320774825900583,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
6,1.3707735370766425,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
7,1.4045033013648551,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
8,1.4328252450694017,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
9,1.458676654393676,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
10,1.482723126938998,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
11,1.5008279329728766,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
12,1.5146606545381749,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
13,1.5260803213894163,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
14,1.5335916813846597,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
15,1.5382008168321537,GM12878,Enhancer,TTLL12_chr22_43187134_-_100804
0,0.04765488240623715,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
1,0.9999999341786044,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
2,1.8259251718240106,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
3,1.9977545140587372,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
4,2.0172124375670353,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
5,2.0359374837160606,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
6,2.0605043761903388,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
7,2.052167888000946,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
8,2.0499012295107595,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
9,2.0473969009312305,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
10,2.047782186470478,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
11,2.0471469990325355,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
12,2.0437989827742116,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
13,2.040268794833284,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
14,2.030701128409096,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
15,2.02044182172999,GM12878,Enhancer,ANKLE1_chr19_17281876_+_80804
0,0.048997670478004504,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
1,0.999999794748633,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
2,1.3825339296713752,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
3,1.5151202416521568,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
4,1.5792256233213948,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
5,1.6323016931509347,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
6,1.6403366035997633,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
7,1.6469369690336182,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
8,1.6518766672622558,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
9,1.652980120216806,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
10,1.6517290375158449,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
11,1.6491748138856221,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
12,1.6445748174721198,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
13,1.6390849915663293,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
14,1.6350201394801869,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
15,1.628667598867963,GM12878,Enhancer,LY6E_chr8_143018528_+_100804
0,0.06477174800790853,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
1,1.5280029728200129,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
2,2.011119384142946,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
3,2.189044405928998,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
4,2.2423958330364884,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
5,2.244326479015003,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
6,2.2379658980612267,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
7,2.2337347818231663,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
8,2.223929149309543,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
9,2.2111975460556277,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
10,2.1965951179866443,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
11,2.179610125142272,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
12,2.1702984047879728,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
13,2.1544312971378057,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
14,2.138953608391377,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
15,2.122660799298743,GM12878,Enhancer,FCRL1_chr1_157820120_-_110804
0,0.06854488139036445,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
1,1.0000001166413133,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
2,1.5619346128237404,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
3,1.7343512653152475,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
4,1.8050044566701822,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
5,1.8379109443572332,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
6,1.8606577792465941,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
7,1.8742892218566383,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
8,1.8809966222619665,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
9,1.881972190766868,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
10,1.8843023926049407,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
11,1.8839674570735667,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
12,1.8819891037573084,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
13,1.879985847520643,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
14,1.8893151696888106,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
15,1.890054053528643,GM12878,Enhancer,DHRS13_chr17_28902965_-_100804
0,0.037903750058056344,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
1,1.0000000954350854,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
2,1.6447810687329847,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
3,2.045575419484918,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
4,2.2876865071967596,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
5,2.4391077201257962,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
6,2.5311329480724973,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
7,2.578806056183271,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
8,2.6021880083906526,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
9,2.63774353284144,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
10,2.6523813916853136,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
11,2.6608402741150146,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
12,2.665558661083926,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
13,2.6701947957339245,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
14,2.6718269647380084,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
15,2.670699660060226,GM12878,Enhancer,DHRS13_chr17_28902965_-_105804
0,0.04294556130413341,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
1,3.219176831765558,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
2,6.227602424679878,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
3,7.34221458275351,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
4,7.756840415016709,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
5,7.968900061449584,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
6,8.041442434864171,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
7,8.057515596385114,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
8,8.06924555664682,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
9,8.043376731563075,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
10,8.026336511580533,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
11,8.026476736630503,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
12,8.036783457578945,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
13,8.04012288118882,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
14,8.027312918378797,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
15,8.021821669466862,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_80804
0,0.04488507024971775,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
1,1.1693453584709061,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
2,1.7135993906975349,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
3,1.737219663538555,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
4,1.7961814439873847,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
5,1.8033502592102995,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
6,1.7972496775268572,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
7,1.786013683110536,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
8,1.775636944876609,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
9,1.7649440899292852,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
10,1.7503104463419141,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
11,1.7334005254163098,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
12,1.7152349940193432,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
13,1.695036257633822,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
14,1.6706448246659809,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
15,1.6441612688992027,GM12878,Enhancer,TSPOAP1_chr17_58328760_-_90804
0,0.11383305967391688,GM12878,Enhancer,HLA-DOA_chr6_33009591_-_85804
1,1.034720163681299,GM12878,Enhancer,HLA-DOA_chr6_33009591_-_85804
2,1.4958292155406647,GM12878,Enhancer,HLA-DOA_chr6_33009591_-_85804
3,1.6574408662795133,GM12878,Enhancer,HLA-DOA_chr6_33009591_-_85804
4,1.750656245217944,GM12878,Enhancer,HLA-DOA_chr6_33009591_-_85804
5,1.7960670068718305,GM12878,Enhancer,HLA-DOA_chr6_33009591_-_85804
6,1.8126350554961594,GM12878,Enhancer,HLA-DOA_chr6_33009591_-_85804
