,delta_mean,path,wt,std,mean_mut,seq_id,context,cell_line
1347,0.98219514,../results//context_dependence_test_100/enformer/OLFML2A_chr9_124777132_+.pickle,24.087502,0.25116932,0.42887497,OLFML2A_chr9_124777132_+,enhancing,PC-3
9173,0.9652722,../results//context_dependence_test_100/enformer/CAMK2N1_chr1_20486210_-.pickle,214.65121,3.374766,7.454367,CAMK2N1_chr1_20486210_-,enhancing,PC-3
3461,0.95048,../results//context_dependence_test_100/enformer/CCDC120_chrX_49053571_+.pickle,44.960773,1.6079037,2.2264593,CCDC120_chrX_49053571_+,enhancing,PC-3
3606,0.9787412,../results//context_dependence_test_100/enformer/DPYSL3_chr5_147510068_-.pickle,46.62297,1.8645039,0.99114513,DPYSL3_chr5_147510068_-,enhancing,PC-3
3478,0.9563124,../results//context_dependence_test_100/enformer/ENSG00000256500_chr14_103562961_+.pickle,45.208717,1.2376379,1.9750601,ENSG00000256500_chr14_103562961_+,enhancing,PC-3
4375,0.95578337,../results//context_dependence_test_100/enformer/MIF4GD_chr17_75271227_-.pickle,56.90948,1.1704587,2.5163453,MIF4GD_chr17_75271227_-,enhancing,PC-3
3553,0.96714425,../results//context_dependence_test_100/enformer/EML2_chr19_45639397_-.pickle,46.031067,1.1721933,1.5123847,EML2_chr19_45639397_-,enhancing,PC-3
2995,0.99257374,../results//context_dependence_test_100/enformer/DKK3_chr11_12008626_-.pickle,39.899704,0.6968925,0.2963056,DKK3_chr11_12008626_-,enhancing,PC-3
8171,0.996065,../results//context_dependence_test_100/enformer/UROD_chr1_45012247_+.pickle,148.90495,0.78471273,0.58593386,UROD_chr1_45012247_+,enhancing,PC-3
9702,0.9651248,../results//context_dependence_test_100/enformer/ATP5PD_chr17_75046969_-.pickle,292.2694,3.0956082,10.192963,ATP5PD_chr17_75046969_-,enhancing,PC-3
9179,0.96698546,../results//context_dependence_test_100/enformer/RUVBL1_chr3_128123812_-.pickle,215.01761,5.0972834,7.098705,RUVBL1_chr3_128123812_-,enhancing,PC-3
9492,0.98964125,../results//context_dependence_test_100/enformer/HADHB_chr2_26244938_+.pickle,251.28935,2.8797853,2.6030493,HADHB_chr2_26244938_+,enhancing,PC-3
572,0.9953822,../results//context_dependence_test_100/enformer/ZNF619_chr3_40477141_+.pickle,18.568615,0.0984326,0.08574765,ZNF619_chr3_40477141_+,enhancing,PC-3
5332,0.9635688,../results//context_dependence_test_100/enformer/SAAL1_chr11_18106082_-.pickle,72.10788,2.012847,2.6269784,SAAL1_chr11_18106082_-,enhancing,PC-3
6296,0.95788753,../results//context_dependence_test_100/enformer/TCTN1_chr12_110614128_+.pickle,90.96567,2.681398,3.8307889,TCTN1_chr12_110614128_+,enhancing,PC-3
302,0.98200583,../results//context_dependence_test_100/enformer/BOK_chr2_241558744_+.pickle,16.747192,0.3925381,0.30135077,BOK_chr2_241558744_+,enhancing,PC-3
755,0.9852673,../results//context_dependence_test_100/enformer/LIMS1_chr2_108621265_+.pickle,19.693207,0.19492395,0.29013482,LIMS1_chr2_108621265_+,enhancing,PC-3
4366,0.9588452,../results//context_dependence_test_100/enformer/ALKBH2_chr12_109093472_-.pickle,56.779232,1.2029818,2.33674,ALKBH2_chr12_109093472_-,enhancing,PC-3
710,0.9856862,../results//context_dependence_test_100/enformer/CUL9_chr6_43182195_+.pickle,19.420952,0.3162183,0.2779887,CUL9_chr6_43182195_+,enhancing,PC-3
89,0.98920137,../results//context_dependence_test_100/enformer/FOLR1_chr11_72192139_+.pickle,15.3739,0.15143624,0.16601744,FOLR1_chr11_72192139_+,enhancing,PC-3
792,0.96727407,../results//context_dependence_test_100/enformer/SPNS2_chr17_4498880_+.pickle,19.949465,0.49448925,0.6528649,SPNS2_chr17_4498880_+,enhancing,PC-3
999,0.9857835,../results//context_dependence_test_100/enformer/FBXO17_chr19_38975742_-.pickle,21.402565,0.39767712,0.30426934,FBXO17_chr19_38975742_-,enhancing,PC-3
1029,0.9912521,../results//context_dependence_test_100/enformer/NT5C3A_chr7_33040909_-.pickle,21.667953,0.076349184,0.18954818,NT5C3A_chr7_33040909_-,enhancing,PC-3
3427,0.971052,../results//context_dependence_test_100/enformer/DNAAF10_chr2_68157527_-.pickle,44.490433,0.86374503,1.2879107,DNAAF10_chr2_68157527_-,enhancing,PC-3
1353,0.9731402,../results//context_dependence_test_100/enformer/TNFSF12_chr17_7549062_+.pickle,24.12896,0.45523822,0.6480992,TNFSF12_chr17_7549062_+,enhancing,PC-3
6865,0.9986577,../results//context_dependence_test_100/enformer/BPNT1_chr1_220089788_-.pickle,106.10447,0.4372192,0.1424228,BPNT1_chr1_220089788_-,enhancing,PC-3
4291,0.9695752,../results//context_dependence_test_100/enformer/TMBIM1_chr2_218292503_-.pickle,55.791466,1.1149757,1.6974422,TMBIM1_chr2_218292503_-,enhancing,PC-3
754,0.9681969,../results//context_dependence_test_100/enformer/THRA_chr17_40062964_+.pickle,19.688183,0.25726658,0.62614405,THRA_chr17_40062964_+,enhancing,PC-3
2598,0.98912615,../results//context_dependence_test_100/enformer/PLLP_chr16_57284661_-.pickle,35.570034,0.39750898,0.38678437,PLLP_chr16_57284661_-,enhancing,PC-3
4846,0.9987551,../results//context_dependence_test_100/enformer/CAPG_chr2_85414074_-.pickle,64.04142,0.25295553,0.07972856,CAPG_chr2_85414074_-,enhancing,PC-3
785,0.96311945,../results//context_dependence_test_100/enformer/F2RL2_chr5_76623403_-.pickle,19.902737,0.81083953,0.7340244,F2RL2_chr5_76623403_-,enhancing,PC-3
9517,0.96647257,../results//context_dependence_test_100/enformer/COMMD6_chr13_75537841_-.pickle,255.87793,8.00856,8.578939,COMMD6_chr13_75537841_-,enhancing,PC-3
903,0.98399067,../results//context_dependence_test_100/enformer/RGS4_chr1_163069360_+.pickle,20.756447,0.7246894,0.33229637,RGS4_chr1_163069360_+,enhancing,PC-3
6709,0.97648954,../results//context_dependence_test_100/enformer/MCRIP1_chr17_81833256_-.pickle,101.621475,0.61252266,2.3891673,MCRIP1_chr17_81833256_-,enhancing,PC-3
9304,0.99890876,../results//context_dependence_test_100/enformer/SCP2_chr1_53014973_+.pickle,229.2948,0.69707525,0.25021583,SCP2_chr1_53014973_+,enhancing,PC-3
2433,0.99476373,../results//context_dependence_test_100/enformer/GALNT5_chr2_157257704_+.pickle,33.991104,0.2610023,0.17798659,GALNT5_chr2_157257704_+,enhancing,PC-3
2229,0.9910777,../results//context_dependence_test_100/enformer/DNMT3B_chr20_32762384_+.pickle,31.922562,0.63983065,0.28482276,DNMT3B_chr20_32762384_+,enhancing,PC-3
1271,0.9690281,../results//context_dependence_test_100/enformer/CDH2_chr18_28177130_-.pickle,23.41857,1.0218413,0.72531635,CDH2_chr18_28177130_-,enhancing,PC-3
1927,0.96424276,../results//context_dependence_test_100/enformer/ADAMTSL1_chr9_18474168_+.pickle,29.272598,0.8724359,1.0467062,ADAMTSL1_chr9_18474168_+,enhancing,PC-3
7288,0.95143616,../results//context_dependence_test_100/enformer/CIBAR1_chr8_93700581_+.pickle,118.62598,3.0174158,5.760934,CIBAR1_chr8_93700581_+,enhancing,PC-3
4707,0.9989984,../results//context_dependence_test_100/enformer/IFT46_chr11_118565931_-.pickle,61.668,0.027009359,0.06176749,IFT46_chr11_118565931_-,enhancing,PC-3
4442,0.95899725,../results//context_dependence_test_100/enformer/GALE_chr1_23800754_-.pickle,57.757042,0.95185775,2.3681993,GALE_chr1_23800754_-,enhancing,PC-3
2737,0.9782621,../results//context_dependence_test_100/enformer/NME6_chr3_48301394_-.pickle,37.114998,0.85458434,0.80680084,NME6_chr3_48301394_-,enhancing,PC-3
4114,0.9722567,../results//context_dependence_test_100/enformer/ARHGAP23_chr17_38453689_+.pickle,53.62864,0.6206661,1.4878337,ARHGAP23_chr17_38453689_+,enhancing,PC-3
6172,0.9567771,../results//context_dependence_test_100/enformer/LDLR_chr19_11089462_+.pickle,88.264824,1.4630268,3.8150654,LDLR_chr19_11089462_+,enhancing,PC-3
747,0.9560492,../results//context_dependence_test_100/enformer/ARHGEF38_chr4_105552619_+.pickle,19.663654,0.6005414,0.86423314,ARHGEF38_chr4_105552619_+,enhancing,PC-3
5833,0.9838565,../results//context_dependence_test_100/enformer/APOOL_chrX_85003876_+.pickle,81.526955,3.4130106,1.316128,APOOL_chrX_85003876_+,enhancing,PC-3
1556,0.99651355,../results//context_dependence_test_100/enformer/ACAD11_chr3_132659844_-.pickle,25.810902,0.06425834,0.08998833,ACAD11_chr3_132659844_-,enhancing,PC-3
818,0.97319186,../results//context_dependence_test_100/enformer/GLS2_chr12_56488161_-.pickle,20.140966,0.6956314,0.5399424,GLS2_chr12_56488161_-,enhancing,PC-3
621,0.9658428,../results//context_dependence_test_100/enformer/IGFN1_chr1_201190823_+.pickle,18.877922,0.31785148,0.64481664,IGFN1_chr1_201190823_+,enhancing,PC-3
5073,0.981478,../results//context_dependence_test_100/enformer/RIPOR1_chr16_67528880_+.pickle,67.63273,2.3268123,1.2526898,RIPOR1_chr16_67528880_+,enhancing,PC-3
874,0.97605664,../results//context_dependence_test_100/enformer/CGN_chr1_151511386_+.pickle,20.511227,0.21929243,0.4911087,CGN_chr1_151511386_+,enhancing,PC-3
2952,0.9682641,../results//context_dependence_test_100/enformer/LURAP1L_chr9_12775019_+.pickle,39.47077,0.88668555,1.2526401,LURAP1L_chr9_12775019_+,enhancing,PC-3
1904,0.98796725,../results//context_dependence_test_100/enformer/CSPG4_chr15_75712848_-.pickle,29.039291,0.5563858,0.3494224,CSPG4_chr15_75712848_-,enhancing,PC-3
345,0.9593564,../results//context_dependence_test_100/enformer/TCN2_chr22_30607203_+.pickle,16.966312,0.77238536,0.68957204,TCN2_chr22_30607203_+,enhancing,PC-3
784,0.9920858,../results//context_dependence_test_100/enformer/AKR1C2_chr10_5003857_-.pickle,19.917284,0.31247595,0.1576299,AKR1C2_chr10_5003857_-,enhancing,PC-3
809,0.9552886,../results//context_dependence_test_100/enformer/SLC19A3_chr2_227718010_-.pickle,20.12187,0.8130001,0.89967716,SLC19A3_chr2_227718010_-,enhancing,PC-3
29,0.99434924,../results//context_dependence_test_100/enformer/FBXO16_chr8_28490237_-.pickle,14.998396,0.05489151,0.0847521,FBXO16_chr8_28490237_-,enhancing,PC-3
91,0.99727696,../results//context_dependence_test_100/enformer/MCTS2_chr20_31547378_+.pickle,15.385455,0.019751374,0.041894834,MCTS2_chr20_31547378_+,enhancing,PC-3
2975,0.99245626,../results//context_dependence_test_100/enformer/PAFAH1B3_chr19_42302624_-.pickle,39.76022,0.20409022,0.29994044,PAFAH1B3_chr19_42302624_-,enhancing,PC-3
257,0.97136575,../results//context_dependence_test_100/enformer/CCDC191_chr3_114056526_-.pickle,16.45957,0.29851028,0.4713076,CCDC191_chr3_114056526_-,enhancing,PC-3
3065,0.96829283,../results//context_dependence_test_100/enformer/TMEM92_chr17_50274465_+.pickle,40.570797,1.6402196,1.2863858,TMEM92_chr17_50274465_+,enhancing,PC-3
6574,0.9798147,../results//context_dependence_test_100/enformer/BCL9L_chr11_118925926_-.pickle,97.87061,0.9223573,1.9755448,BCL9L_chr11_118925926_-,enhancing,PC-3
2554,0.97014695,../results//context_dependence_test_100/enformer/DNASE1L1_chrX_154409254_-.pickle,35.063164,0.69343495,1.0467422,DNASE1L1_chrX_154409254_-,enhancing,PC-3
9406,0.96846884,../results//context_dependence_test_100/enformer/MRPS21_chr1_150293860_+.pickle,240.68701,6.58396,7.5891476,MRPS21_chr1_150293860_+,enhancing,PC-3
1655,0.9781842,../results//context_dependence_test_100/enformer/ANXA8L1_chr10_46375675_+.pickle,26.681133,0.8177276,0.5820702,ANXA8L1_chr10_46375675_+,enhancing,PC-3
6578,0.96120083,../results//context_dependence_test_100/enformer/POLR3GL_chr1_145964689_+.pickle,98.078835,2.4070966,3.805376,POLR3GL_chr1_145964689_+,enhancing,PC-3
214,0.9896764,../results//context_dependence_test_100/enformer/ADAMTSL4_chr1_150549407_+.pickle,16.248016,0.18774901,0.1677387,ADAMTSL4_chr1_150549407_+,enhancing,PC-3
1953,0.96149206,../results//context_dependence_test_100/enformer/CYB5R3_chr22_42649362_-.pickle,29.438698,0.7609504,1.1336235,CYB5R3_chr22_42649362_-,enhancing,PC-3
4407,0.9899476,../results//context_dependence_test_100/enformer/CST6_chr11_66012007_+.pickle,57.430107,0.9860707,0.57730806,CST6_chr11_66012007_+,enhancing,PC-3
138,0.958553,../results//context_dependence_test_100/enformer/GEM_chr8_94262319_-.pickle,15.70189,0.40674967,0.6507958,GEM_chr8_94262319_-,enhancing,PC-3
7200,0.96930367,../results//context_dependence_test_100/enformer/ENSG00000290146_chr12_6970920_+.pickle,115.77986,1.1966059,3.5540164,ENSG00000290146_chr12_6970920_+,enhancing,PC-3
384,0.98142105,../results//context_dependence_test_100/enformer/PABIR3_chrX_134807280_+.pickle,17.189064,0.26689526,0.31935543,PABIR3_chrX_134807280_+,enhancing,PC-3
8301,0.97035134,../results//context_dependence_test_100/enformer/DCTN1_chr2_74391865_-.pickle,154.6015,3.361034,4.5837207,DCTN1_chr2_74391865_-,enhancing,PC-3
490,0.98416716,../results//context_dependence_test_100/enformer/TNFSF13_chr17_7558292_+.pickle,17.927065,0.10782723,0.28383613,TNFSF13_chr17_7558292_+,enhancing,PC-3
949,0.9620108,../results//context_dependence_test_100/enformer/SIRT3_chr11_236352_-.pickle,21.032629,0.3483767,0.7990128,SIRT3_chr11_236352_-,enhancing,PC-3
1777,0.9949184,../results//context_dependence_test_100/enformer/SULT2B1_chr19_48552171_+.pickle,27.892933,0.0760732,0.14174108,SULT2B1_chr19_48552171_+,enhancing,PC-3
2221,0.9958325,../results//context_dependence_test_100/enformer/COMMD7_chr20_32743467_-.pickle,31.790363,0.07209643,0.1324858,COMMD7_chr20_32743467_-,enhancing,PC-3
5254,0.95124155,../results//context_dependence_test_100/enformer/GABRE_chrX_151974676_-.pickle,70.92529,1.9994304,3.4582038,GABRE_chrX_151974676_-,enhancing,PC-3
6595,0.99356925,../results//context_dependence_test_100/enformer/SUPV3L1_chr10_69180233_+.pickle,98.6561,2.251932,0.63442636,SUPV3L1_chr10_69180233_+,enhancing,PC-3
3601,0.99094325,../results//context_dependence_test_100/enformer/CDH13_chr16_82626969_+.pickle,46.54477,1.1481109,0.4215427,CDH13_chr16_82626969_+,enhancing,PC-3
7489,0.98602486,../results//context_dependence_test_100/enformer/MALL_chr2_110115822_-.pickle,124.375656,1.3450524,1.7381662,MALL_chr2_110115822_-,enhancing,PC-3
6179,0.9730661,../results//context_dependence_test_100/enformer/MANSC1_chr12_12350241_-.pickle,88.45049,1.3125161,2.38232,MANSC1_chr12_12350241_-,enhancing,PC-3
3856,0.99849385,../results//context_dependence_test_100/enformer/TUBA3E_chr2_130198439_-.pickle,49.729576,0.02582186,0.07490167,TUBA3E_chr2_130198439_-,enhancing,PC-3
7092,0.9912539,../results//context_dependence_test_100/enformer/CALM3_chr19_46601329_+.pickle,112.61829,1.3115691,0.98497003,CALM3_chr19_46601329_+,enhancing,PC-3
1590,0.99651575,../results//context_dependence_test_100/enformer/IL20RB_chr3_136957982_+.pickle,26.12725,0.07964063,0.09103462,IL20RB_chr3_136957982_+,enhancing,PC-3
2449,0.99763197,../results//context_dependence_test_100/enformer/UPK1B_chr3_119173597_+.pickle,34.13717,0.0304729,0.0808384,UPK1B_chr3_119173597_+,enhancing,PC-3
742,0.9630369,../results//context_dependence_test_100/enformer/NMB_chr15_84658199_-.pickle,19.615082,0.81325865,0.7250345,NMB_chr15_84658199_-,enhancing,PC-3
5077,0.971522,../results//context_dependence_test_100/enformer/MOSPD1_chrX_134915257_-.pickle,67.73643,1.9883407,1.9290037,MOSPD1_chrX_134915257_-,enhancing,PC-3
7325,0.99613714,../results//context_dependence_test_100/enformer/NUP85_chr17_75205706_+.pickle,119.69792,0.70652395,0.4623831,NUP85_chr17_75205706_+,enhancing,PC-3
1843,0.9893533,../results//context_dependence_test_100/enformer/PLEKHM3_chr2_208025527_-.pickle,28.4594,0.18956289,0.30300027,PLEKHM3_chr2_208025527_-,enhancing,PC-3
6279,0.95133436,../results//context_dependence_test_100/enformer/PLPP2_chr19_291393_-.pickle,90.490814,1.6907125,4.403793,PLPP2_chr19_291393_-,enhancing,PC-3
2665,0.9939491,../results//context_dependence_test_100/enformer/PARP2_chr14_20343636_+.pickle,36.352978,0.09320902,0.21996738,PARP2_chr14_20343636_+,enhancing,PC-3
2239,0.96938413,../results//context_dependence_test_100/enformer/CSTA_chr3_122325247_+.pickle,32.059296,1.005888,0.9815234,CSTA_chr3_122325247_+,enhancing,PC-3
2027,0.99209225,../results//context_dependence_test_100/enformer/CLDN11_chr3_170418867_+.pickle,30.006592,0.2905268,0.23728326,CLDN11_chr3_170418867_+,enhancing,PC-3
4445,0.96274227,../results//context_dependence_test_100/enformer/MKS1_chr17_58219255_-.pickle,57.830006,2.3731909,2.1546128,MKS1_chr17_58219255_-,enhancing,PC-3
4268,0.9915268,../results//context_dependence_test_100/enformer/MYADM_chr19_53867882_+.pickle,55.56311,0.56408364,0.4707978,MYADM_chr19_53867882_+,enhancing,PC-3
2464,0.97275656,../results//context_dependence_test_100/enformer/ZNF142_chr2_218659524_-.pickle,34.226685,1.0856225,0.9324527,ZNF142_chr2_218659524_-,enhancing,PC-3
1601,0.9643299,../results//context_dependence_test_100/enformer/PSTPIP2_chr18_46072257_-.pickle,26.187643,0.70221245,0.93411726,PSTPIP2_chr18_46072257_-,enhancing,PC-3
6476,0.96211606,../results//context_dependence_test_100/enformer/NR1H3_chr11_47248915_+.pickle,95.08278,1.8228947,3.60211,NR1H3_chr11_47248915_+,enhancing,PC-3
1897,0.9569128,../results//context_dependence_test_100/enformer/TST_chr22_37019447_-.pickle,28.965656,0.50555944,1.2480495,TST_chr22_37019447_-,enhancing,PC-3
5385,0.9941851,../results//context_dependence_test_100/enformer/PTMS_chr12_6766374_+.pickle,73.05182,0.17850223,0.42478985,PTMS_chr12_6766374_+,enhancing,PC-3
6092,0.9623943,../results//context_dependence_test_100/enformer/DKK1_chr10_52314280_+.pickle,86.74601,1.9870243,3.262148,DKK1_chr10_52314280_+,enhancing,PC-3
2134,0.96927786,../results//context_dependence_test_100/enformer/ALDH2_chr12_111766932_+.pickle,31.101017,1.0070068,0.9554907,ALDH2_chr12_111766932_+,enhancing,PC-3
7170,0.9646186,../results//context_dependence_test_100/enformer/EMG1_chr12_6970912_+.pickle,115.13315,3.0264382,4.073572,EMG1_chr12_6970912_+,enhancing,PC-3
3433,0.9840208,../results//context_dependence_test_100/enformer/SUOX_chr12_55997287_+.pickle,44.579834,0.78360873,0.7123476,SUOX_chr12_55997287_+,enhancing,PC-3
7158,0.97743994,../results//context_dependence_test_100/enformer/EPHX1_chr1_225810123_+.pickle,114.90027,1.3803052,2.592156,EPHX1_chr1_225810123_+,enhancing,PC-3
8200,0.95535797,../results//context_dependence_test_100/enformer/COPS4_chr4_83035182_+.pickle,149.8116,5.7423983,6.6878996,COPS4_chr4_83035182_+,enhancing,PC-3
842,0.9624492,../results//context_dependence_test_100/enformer/DPP4_chr2_162074053_-.pickle,20.292633,1.094383,0.76200396,DPP4_chr2_162074053_-,enhancing,PC-3
7461,0.9504652,../results//context_dependence_test_100/enformer/LIPA_chr10_89251775_-.pickle,123.52641,4.171498,6.118855,LIPA_chr10_89251775_-,enhancing,PC-3
2071,0.9886407,../results//context_dependence_test_100/enformer/ST6GALNAC1_chr17_76643660_-.pickle,30.564737,0.40905356,0.34719223,ST6GALNAC1_chr17_76643660_-,enhancing,PC-3
6010,0.9695363,../results//context_dependence_test_100/enformer/PTGR2_chr14_73851946_+.pickle,84.85811,2.12958,2.5850883,PTGR2_chr14_73851946_+,enhancing,PC-3
240,0.98536056,../results//context_dependence_test_100/enformer/SOD3_chr4_24795572_+.pickle,16.376997,0.56091523,0.23975062,SOD3_chr4_24795572_+,enhancing,PC-3
4704,0.95902115,../results//context_dependence_test_100/enformer/PI4KB_chr1_151327416_-.pickle,61.58673,1.7952627,2.523755,PI4KB_chr1_151327416_-,enhancing,PC-3
585,0.95792174,../results//context_dependence_test_100/enformer/LETM2_chr8_38386440_+.pickle,18.625256,0.5882818,0.78371793,LETM2_chr8_38386440_+,enhancing,PC-3
5306,0.9616803,../results//context_dependence_test_100/enformer/ATG101_chr12_52069977_+.pickle,71.727615,1.7092267,2.748584,ATG101_chr12_52069977_+,enhancing,PC-3
4699,0.96843094,../results//context_dependence_test_100/enformer/LITAF_chr16_11586919_-.pickle,61.56363,3.0878897,1.9435056,LITAF_chr16_11586919_-,enhancing,PC-3
6947,0.98405945,../results//context_dependence_test_100/enformer/PLCD3_chr17_45132515_-.pickle,108.19838,1.0066379,1.7247381,PLCD3_chr17_45132515_-,enhancing,PC-3
2976,0.98990244,../results//context_dependence_test_100/enformer/SSX2B_chrX_52751268_+.pickle,39.80286,0.6380627,0.40191108,SSX2B_chrX_52751268_+,enhancing,PC-3
287,0.98242515,../results//context_dependence_test_100/enformer/IFI27_chr14_94110814_+.pickle,16.62992,0.33112678,0.2922697,IFI27_chr14_94110814_+,enhancing,PC-3
7099,0.9763712,../results//context_dependence_test_100/enformer/TTLL12_chr22_43187134_-.pickle,112.86324,1.3057814,2.6668205,TTLL12_chr22_43187134_-,enhancing,PC-3
428,0.98221993,../results//context_dependence_test_100/enformer/C1QTNF1_chr17_79024170_+.pickle,17.523716,0.2534931,0.31157345,C1QTNF1_chr17_79024170_+,enhancing,PC-3
7766,0.9550974,../results//context_dependence_test_100/enformer/PCGF2_chr17_38748353_-.pickle,132.89867,2.301887,5.967496,PCGF2_chr17_38748353_-,enhancing,PC-3
3117,0.9778394,../results//context_dependence_test_100/enformer/AGK_chr7_141551409_+.pickle,41.199196,0.413672,0.91299844,AGK_chr7_141551409_+,enhancing,PC-3
1820,0.9849493,../results//context_dependence_test_100/enformer/PGBD1_chr6_28281571_+.pickle,28.279888,0.37265408,0.42563263,PGBD1_chr6_28281571_+,enhancing,PC-3
3604,0.9818926,../results//context_dependence_test_100/enformer/S100A4_chr1_153545806_-.pickle,46.596493,0.6131531,0.8437433,S100A4_chr1_153545806_-,enhancing,PC-3
1294,0.99792296,../results//context_dependence_test_100/enformer/MTMR11_chr1_149936879_-.pickle,23.59296,0.029828819,0.049004324,MTMR11_chr1_149936879_-,enhancing,PC-3
4570,0.9514361,../results//context_dependence_test_100/enformer/GSS_chr20_34955806_-.pickle,59.58424,2.427693,2.8936436,GSS_chr20_34955806_-,enhancing,PC-3
310,0.95123833,../results//context_dependence_test_100/enformer/SLC35E4_chr22_30635780_+.pickle,16.765593,0.36229545,0.81751806,SLC35E4_chr22_30635780_+,enhancing,PC-3
1166,0.9874498,../results//context_dependence_test_100/enformer/ZNF729_chr19_22286440_+.pickle,22.601732,0.47055516,0.2836555,ZNF729_chr19_22286440_+,enhancing,PC-3
2626,0.9630494,../results//context_dependence_test_100/enformer/LYPD3_chr19_43465608_-.pickle,35.873817,1.1267552,1.3255571,LYPD3_chr19_43465608_-,enhancing,PC-3
2563,0.95995766,../results//context_dependence_test_100/enformer/PRTFDC1_chr10_24952592_-.pickle,35.15831,0.65363246,1.4078224,PRTFDC1_chr10_24952592_-,enhancing,PC-3
4751,0.9738096,../results//context_dependence_test_100/enformer/PTGES_chr9_129753042_-.pickle,62.414635,0.79352057,1.6346612,PTGES_chr9_129753042_-,enhancing,PC-3
587,0.95662683,../results//context_dependence_test_100/enformer/TNFRSF9_chr1_7940839_-.pickle,18.641703,1.0232382,0.8085494,TNFRSF9_chr1_7940839_-,enhancing,PC-3
5462,0.9507932,../results//context_dependence_test_100/enformer/SMAD3_chr15_67065602_+.pickle,74.81143,1.0578609,3.6812253,SMAD3_chr15_67065602_+,enhancing,PC-3
282,0.9633757,../results//context_dependence_test_100/enformer/SFTA2_chr6_30932170_-.pickle,16.608917,0.59859896,0.6082901,SFTA2_chr6_30932170_-,enhancing,PC-3
173,0.98264474,../results//context_dependence_test_100/enformer/RPH3AL_chr17_352807_-.pickle,15.892138,0.100867234,0.27581188,RPH3AL_chr17_352807_-,enhancing,PC-3
3147,0.98676527,../results//context_dependence_test_100/enformer/CTPS2_chrX_16712669_-.pickle,41.587288,0.5272427,0.5503966,CTPS2_chrX_16712669_-,enhancing,PC-3
