,delta_mean,path,wt,std,mean_mut,seq_id,context,cell_line
22680,0.9873195,../results//context_dependence_test_100/enformer/ELAPOR2_chr7_87059654_-.pickle,60.61601,2.6015468,0.76863873,{'ELAPOR2_chr7_87059654_-'},enhancing,K562
29269,0.9526027,../results//context_dependence_test_100/enformer/GADD45GIP1_chr19_12957223_-.pickle,343.6139,10.078678,16.286386,{'GADD45GIP1_chr19_12957223_-'},enhancing,K562
23293,0.9595681,../results//context_dependence_test_100/enformer/FMNL1_chr17_45221884_+.pickle,74.450165,3.2029696,3.0101652,{'FMNL1_chr17_45221884_+'},enhancing,K562
28367,0.981678,../results//context_dependence_test_100/enformer/MGAT4B_chr5_179806866_-.pickle,265.2823,5.9831033,4.860511,{'MGAT4B_chr5_179806866_-'},enhancing,K562
20389,0.97233146,../results//context_dependence_test_100/enformer/SLC35G2_chr3_136819083_+.pickle,18.441166,1.8537492,0.5102412,{'SLC35G2_chr3_136819083_+'},enhancing,K562
21553,0.99725395,../results//context_dependence_test_100/enformer/BBS5_chr2_169479493_+.pickle,37.00608,0.03964783,0.101621434,{'BBS5_chr2_169479493_+'},enhancing,K562
29050,0.97366476,../results//context_dependence_test_100/enformer/RUVBL1_chr3_128123812_-.pickle,319.4878,11.319838,8.413798,{'RUVBL1_chr3_128123812_-'},enhancing,K562
28714,0.9550562,../results//context_dependence_test_100/enformer/COMMD6_chr13_75537841_-.pickle,288.45557,11.232959,12.964281,{'COMMD6_chr13_75537841_-'},enhancing,K562
20803,0.98500323,../results//context_dependence_test_100/enformer/UNC5B_chr10_71212569_+.pickle,24.30516,0.5050568,0.3644987,{'UNC5B_chr10_71212569_+'},enhancing,K562
20736,0.95936054,../results//context_dependence_test_100/enformer/SLCO4C1_chr5_102296284_-.pickle,23.297567,0.6435611,0.94680065,{'SLCO4C1_chr5_102296284_-'},enhancing,K562
20749,0.9796742,../results//context_dependence_test_100/enformer/ENSG00000258539_chr10_124791727_-.pickle,23.510136,0.6114301,0.4778616,{'ENSG00000258539_chr10_124791727_-'},enhancing,K562
28253,0.97128254,../results//context_dependence_test_100/enformer/CCPG1_chr15_55408306_-.pickle,258.66748,5.4552712,7.4282727,{'CCPG1_chr15_55408306_-'},enhancing,K562
27108,0.9938031,../results//context_dependence_test_100/enformer/SUPV3L1_chr10_69180233_+.pickle,199.66493,5.546584,1.2372991,{'SUPV3L1_chr10_69180233_+'},enhancing,K562
20829,0.97311306,../results//context_dependence_test_100/enformer/UGT8_chr4_114598806_+.pickle,24.768349,0.25546473,0.6659447,{'UGT8_chr4_114598806_+'},enhancing,K562
20013,0.9850355,../results//context_dependence_test_100/enformer/CCDC113_chr16_58249935_+.pickle,13.346941,0.19038653,0.19973087,{'CCDC113_chr16_58249935_+'},enhancing,K562
20124,0.9934443,../results//context_dependence_test_100/enformer/PTGR1_chr9_111599407_-.pickle,14.678751,0.18138517,0.09622957,{'PTGR1_chr9_111599407_-'},enhancing,K562
21068,0.98270893,../results//context_dependence_test_100/enformer/TESPA1_chr12_54984762_-.pickle,28.720139,0.7467174,0.496602,{'TESPA1_chr12_54984762_-'},enhancing,K562
21174,0.96497715,../results//context_dependence_test_100/enformer/POPDC3_chr6_105180014_-.pickle,30.468704,0.7708723,1.0671011,{'POPDC3_chr6_105180014_-'},enhancing,K562
24559,0.9561279,../results//context_dependence_test_100/enformer/CCND3_chr6_42048708_-.pickle,106.391754,2.0518832,4.667631,{'CCND3_chr6_42048708_-'},enhancing,K562
26051,0.9968907,../results//context_dependence_test_100/enformer/TTC8_chr14_88824655_+.pickle,155.3849,0.80298877,0.48313338,{'TTC8_chr14_88824655_+'},enhancing,K562
21331,0.9946613,../results//context_dependence_test_100/enformer/TXNDC2_chr18_9885972_+.pickle,33.099884,0.06548664,0.17671296,{'TXNDC2_chr18_9885972_+'},enhancing,K562
22385,0.95256567,../results//context_dependence_test_100/enformer/GEMIN7_chr19_45079268_+.pickle,53.989273,3.5902915,2.5609424,{'GEMIN7_chr19_45079268_+'},enhancing,K562
20582,0.9714424,../results//context_dependence_test_100/enformer/F2R_chr5_76716125_+.pickle,20.788998,1.8620973,0.59368324,{'F2R_chr5_76716125_+'},enhancing,K562
28353,0.9943714,../results//context_dependence_test_100/enformer/GFI1B_chr9_132978693_+.pickle,264.45322,0.5410318,1.48848,{'GFI1B_chr9_132978693_+'},enhancing,K562
20190,0.96845007,../results//context_dependence_test_100/enformer/LGALS9_chr17_27631147_+.pickle,15.681675,2.2449567,0.494756,{'LGALS9_chr17_27631147_+'},enhancing,K562
20700,0.97158587,../results//context_dependence_test_100/enformer/ZNF770_chr15_34988287_-.pickle,22.583805,1.4396913,0.64169806,{'ZNF770_chr15_34988287_-'},enhancing,K562
20731,0.9689615,../results//context_dependence_test_100/enformer/BTN2A2_chr6_26383125_+.pickle,23.128633,1.7503835,0.7178783,{'BTN2A2_chr6_26383125_+'},enhancing,K562
21267,0.96728706,../results//context_dependence_test_100/enformer/TP53I3_chr2_24084834_-.pickle,32.056717,0.7094245,1.0486692,{'TP53I3_chr2_24084834_-'},enhancing,K562
28101,0.9981181,../results//context_dependence_test_100/enformer/NUP85_chr17_75205678_+.pickle,249.26196,0.462779,0.46907955,{'NUP85_chr17_75205678_+'},enhancing,K562
20440,0.9744699,../results//context_dependence_test_100/enformer/ZNF205_chr16_3112585_+.pickle,19.013065,0.42193675,0.48540592,{'ZNF205_chr16_3112585_+'},enhancing,K562
26852,0.9575465,../results//context_dependence_test_100/enformer/ALDOC_chr17_28576885_-.pickle,188.5092,4.260909,8.00289,{'ALDOC_chr17_28576885_-'},enhancing,K562
25754,0.99886906,../results//context_dependence_test_100/enformer/MACC1_chr7_20217404_-.pickle,143.6658,0.09290399,0.16247767,{'MACC1_chr7_20217404_-'},enhancing,K562
21852,0.955335,../results//context_dependence_test_100/enformer/RAB2B_chr14_21476909_-.pickle,42.599834,0.32311743,1.90272,{'RAB2B_chr14_21476909_-'},enhancing,K562
22747,0.9921783,../results//context_dependence_test_100/enformer/CLUAP1_chr16_3501011_+.pickle,61.640694,0.42929733,0.48213315,{'CLUAP1_chr16_3501011_+'},enhancing,K562
25289,0.9970521,../results//context_dependence_test_100/enformer/DNAJC12_chr10_67838096_-.pickle,127.9893,0.17288898,0.37730405,{'DNAJC12_chr10_67838096_-'},enhancing,K562
26940,0.9598924,../results//context_dependence_test_100/enformer/MYC_chr8_127736083_+.pickle,192.58304,7.868124,7.724049,{'MYC_chr8_127736083_+'},enhancing,K562
22188,0.9558488,../results//context_dependence_test_100/enformer/DUXA_chr19_57167485_-.pickle,49.981796,4.43608,2.206755,{'DUXA_chr19_57167485_-'},enhancing,K562
22892,0.96573097,../results//context_dependence_test_100/enformer/MYADM_chr19_53867882_+.pickle,64.87047,2.4457877,2.22305,{'MYADM_chr19_53867882_+'},enhancing,K562
21059,0.9921995,../results//context_dependence_test_100/enformer/HAND2_chr4_173530229_-.pickle,28.56041,0.3736982,0.22278547,{'HAND2_chr4_173530229_-'},enhancing,K562
24142,0.9531458,../results//context_dependence_test_100/enformer/ATG101_chr12_52069977_+.pickle,95.39873,3.05881,4.4698334,{'ATG101_chr12_52069977_+'},enhancing,K562
21919,0.995649,../results//context_dependence_test_100/enformer/HPGDS_chr4_94342836_-.pickle,44.17521,0.12636703,0.19220799,{'HPGDS_chr4_94342836_-'},enhancing,K562
23548,0.96046007,../results//context_dependence_test_100/enformer/SCN9A_chr2_166375944_-.pickle,80.43799,8.308409,3.1805081,{'SCN9A_chr2_166375944_-'},enhancing,K562
21801,0.96045315,../results//context_dependence_test_100/enformer/NETO2_chr16_47143945_-.pickle,41.54799,1.1620913,1.6430916,{'NETO2_chr16_47143945_-'},enhancing,K562
23029,0.95902914,../results//context_dependence_test_100/enformer/CXCL2_chr4_74099195_-.pickle,68.273506,6.2152605,2.797227,{'CXCL2_chr4_74099195_-'},enhancing,K562
20885,0.99173427,../results//context_dependence_test_100/enformer/EDARADD_chr1_236395412_+.pickle,25.675213,0.3140811,0.2122241,{'EDARADD_chr1_236395412_+'},enhancing,K562
20918,0.9559488,../results//context_dependence_test_100/enformer/NKG7_chr19_51372640_-.pickle,26.241692,2.763136,1.1559777,{'NKG7_chr19_51372640_-'},enhancing,K562
21402,0.99760604,../results//context_dependence_test_100/enformer/DAB2_chr5_39424980_-.pickle,34.436638,0.29598987,0.082439475,{'DAB2_chr5_39424980_-'},enhancing,K562
20865,0.98824155,../results//context_dependence_test_100/enformer/ITGB3_chr17_47253826_+.pickle,25.276789,0.44048807,0.29721558,{'ITGB3_chr17_47253826_+'},enhancing,K562
28611,0.95305675,../results//context_dependence_test_100/enformer/GATA2_chr3_128487916_-.pickle,281.01727,10.748699,13.1918545,{'GATA2_chr3_128487916_-'},enhancing,K562
28947,0.96323484,../results//context_dependence_test_100/enformer/CREG1_chr1_167553762_-.pickle,308.55768,6.8724523,11.344166,{'CREG1_chr1_167553762_-'},enhancing,K562
23011,0.9811748,../results//context_dependence_test_100/enformer/SYT10_chr12_33439819_-.pickle,67.801506,2.8099484,1.2763716,{'SYT10_chr12_33439819_-'},enhancing,K562
20743,0.96425754,../results//context_dependence_test_100/enformer/CPA3_chr3_148865295_+.pickle,23.396015,1.8747517,0.8362313,{'CPA3_chr3_148865295_+'},enhancing,K562
20785,0.979158,../results//context_dependence_test_100/enformer/MYL9_chr20_36541518_+.pickle,24.159426,0.5361275,0.50353044,{'MYL9_chr20_36541518_+'},enhancing,K562
25768,0.9807678,../results//context_dependence_test_100/enformer/SLC35F2_chr11_107858787_-.pickle,144.37473,4.2313933,2.776646,{'SLC35F2_chr11_107858787_-'},enhancing,K562
23622,0.95312446,../results//context_dependence_test_100/enformer/ENSG00000276302_chr6_28267120_+.pickle,82.51109,3.5577,3.8677554,{'ENSG00000276302_chr6_28267120_+'},enhancing,K562
20856,0.9602305,../results//context_dependence_test_100/enformer/PSIP1_chr9_15510970_-.pickle,25.227396,0.56056607,1.0032799,{'PSIP1_chr9_15510970_-'},enhancing,K562
24586,0.9843436,../results//context_dependence_test_100/enformer/SYCP2L_chr6_10887051_+.pickle,107.18503,4.201985,1.6781306,{'SYCP2L_chr6_10887051_+'},enhancing,K562
21944,0.9869979,../results//context_dependence_test_100/enformer/CELSR2_chr1_109249538_+.pickle,44.775066,0.3640942,0.5821679,{'CELSR2_chr1_109249538_+'},enhancing,K562
21759,0.97961044,../results//context_dependence_test_100/enformer/TRIB2_chr2_12716935_+.pickle,40.71193,0.4880474,0.83009815,{'TRIB2_chr2_12716935_+'},enhancing,K562
23948,0.9816542,../results//context_dependence_test_100/enformer/YBX3_chr12_10723307_-.pickle,90.23224,1.2385153,1.6553786,{'YBX3_chr12_10723307_-'},enhancing,K562
21454,0.9507036,../results//context_dependence_test_100/enformer/ARMC9_chr2_231198665_+.pickle,35.299442,1.8053215,1.7401341,{'ARMC9_chr2_231198665_+'},enhancing,K562
21912,0.9567157,../results//context_dependence_test_100/enformer/ENSG00000288796_chr4_73988160_-.pickle,44.050034,3.0255928,1.9066752,{'ENSG00000288796_chr4_73988160_-'},enhancing,K562
24047,0.96419626,../results//context_dependence_test_100/enformer/MTMR6_chr13_25287488_-.pickle,93.00949,2.2161663,3.3300881,{'MTMR6_chr13_25287488_-'},enhancing,K562
20776,0.9697386,../results//context_dependence_test_100/enformer/NEK3_chr13_52159535_-.pickle,23.914957,0.8695464,0.72370017,{'NEK3_chr13_52159535_-'},enhancing,K562
26632,0.95765024,../results//context_dependence_test_100/enformer/SAAL1_chr11_18106082_-.pickle,178.97389,9.39048,7.579499,{'SAAL1_chr11_18106082_-'},enhancing,K562
20146,0.98317295,../results//context_dependence_test_100/enformer/TSTD3_chr6_99521074_+.pickle,14.989444,0.14123288,0.25222802,{'TSTD3_chr6_99521074_+'},enhancing,K562
24997,0.96240366,../results//context_dependence_test_100/enformer/GBA1_chr1_155241249_-.pickle,119.8351,1.2995175,4.505367,{'GBA1_chr1_155241249_-'},enhancing,K562
24958,0.9667058,../results//context_dependence_test_100/enformer/SEMA7A_chr15_74433958_-.pickle,118.240326,8.888905,3.9367142,{'SEMA7A_chr15_74433958_-'},enhancing,K562
20199,0.96523863,../results//context_dependence_test_100/enformer/PRRT3_chr3_9952408_-.pickle,15.783042,0.5847728,0.54864043,{'PRRT3_chr3_9952408_-'},enhancing,K562
27543,0.99420553,../results//context_dependence_test_100/enformer/PRKAR2B_chr7_107044704_+.pickle,218.74689,4.9894667,1.2675114,{'PRKAR2B_chr7_107044704_+'},enhancing,K562
23749,0.9878001,../results//context_dependence_test_100/enformer/FOXL2_chr3_138947137_-.pickle,85.45365,1.5832021,1.0425274,{'FOXL2_chr3_138947137_-'},enhancing,K562
20584,0.99224395,../results//context_dependence_test_100/enformer/CSTPP1_chr11_46936753_+.pickle,20.814274,0.21765365,0.16143537,{'CSTPP1_chr11_46936753_+'},enhancing,K562
22292,0.9592902,../results//context_dependence_test_100/enformer/TMEM273_chr10_49188354_-.pickle,52.10299,0.89678955,2.1210997,{'TMEM273_chr10_49188354_-'},enhancing,K562
25571,0.9967911,../results//context_dependence_test_100/enformer/ACSM3_chr16_20764013_+.pickle,137.37808,0.24534972,0.44082916,{'ACSM3_chr16_20764013_+'},enhancing,K562
23712,0.99758714,../results//context_dependence_test_100/enformer/TOP3B_chr22_21982787_-.pickle,84.67516,0.3754449,0.20431006,{'TOP3B_chr22_21982787_-'},enhancing,K562
23986,0.97319096,../results//context_dependence_test_100/enformer/SMG8_chr17_59210034_+.pickle,91.425735,2.9285645,2.451033,{'SMG8_chr17_59210034_+'},enhancing,K562
21303,0.9824416,../results//context_dependence_test_100/enformer/RP9_chr7_33109404_-.pickle,32.665348,0.29929987,0.5735515,{'RP9_chr7_33109404_-'},enhancing,K562
26162,0.9944314,../results//context_dependence_test_100/enformer/DDX19B_chr16_70299161_+.pickle,160.2535,2.2399406,0.89239305,{'DDX19B_chr16_70299161_+'},enhancing,K562
20236,0.9667805,../results//context_dependence_test_100/enformer/SLC22A23_chr6_3457022_-.pickle,16.234186,0.30003422,0.53929114,{'SLC22A23_chr6_3457022_-'},enhancing,K562
22309,0.9634029,../results//context_dependence_test_100/enformer/GAD1_chr2_170816886_+.pickle,52.42811,5.0450525,1.9187168,{'GAD1_chr2_170816886_+'},enhancing,K562
25647,0.9973187,../results//context_dependence_test_100/enformer/MS4A3_chr11_60056627_+.pickle,140.2337,1.1575981,0.376001,{'MS4A3_chr11_60056627_+'},enhancing,K562
22495,0.9634962,../results//context_dependence_test_100/enformer/RPUSD2_chr15_40569331_+.pickle,56.491978,3.6912613,2.0621724,{'RPUSD2_chr15_40569331_+'},enhancing,K562
23775,0.987041,../results//context_dependence_test_100/enformer/AREG_chr4_74445135_+.pickle,86.1376,3.1294646,1.1162555,{'AREG_chr4_74445135_+'},enhancing,K562
20463,0.9935162,../results//context_dependence_test_100/enformer/POU2F3_chr11_120236639_+.pickle,19.339424,0.14795654,0.1253924,{'POU2F3_chr11_120236639_+'},enhancing,K562
26211,0.9752893,../results//context_dependence_test_100/enformer/AHSP_chr16_31527899_+.pickle,161.77173,4.564613,3.9975019,{'AHSP_chr16_31527899_+'},enhancing,K562
23433,0.9752315,../results//context_dependence_test_100/enformer/COMMD1_chr2_61905673_+.pickle,77.680725,2.1932518,1.9240335,{'COMMD1_chr2_61905673_+'},enhancing,K562
24965,0.9964809,../results//context_dependence_test_100/enformer/AKR1C3_chr10_5094413_+.pickle,118.51123,1.4448823,0.41705602,{'AKR1C3_chr10_5094413_+'},enhancing,K562
23799,0.9875779,../results//context_dependence_test_100/enformer/DPY19L4_chr8_94719899_+.pickle,86.633606,1.1349729,1.0761695,{'DPY19L4_chr8_94719899_+'},enhancing,K562
23086,0.993277,../results//context_dependence_test_100/enformer/FOXL2NB_chr3_138947216_+.pickle,69.37747,0.4568373,0.46641976,{'FOXL2NB_chr3_138947216_+'},enhancing,K562
25423,0.9922994,../results//context_dependence_test_100/enformer/CDCA7L_chr7_21945884_-.pickle,132.36446,0.90035146,1.0192828,{'CDCA7L_chr7_21945884_-'},enhancing,K562
25617,0.96680593,../results//context_dependence_test_100/enformer/ADD2_chr2_70768200_-.pickle,139.10655,2.8575048,4.617503,{'ADD2_chr2_70768200_-'},enhancing,K562
21558,0.9854829,../results//context_dependence_test_100/enformer/GABRE_chrX_151974676_-.pickle,37.08216,1.4671028,0.53832746,{'GABRE_chrX_151974676_-'},enhancing,K562
26661,0.9801759,../results//context_dependence_test_100/enformer/NEK9_chr14_75127048_-.pickle,180.1192,3.3161643,3.5706916,{'NEK9_chr14_75127048_-'},enhancing,K562
20229,0.95226425,../results//context_dependence_test_100/enformer/CA13_chr8_85245457_+.pickle,16.188547,2.0492542,0.77277267,{'CA13_chr8_85245457_+'},enhancing,K562
23653,0.9966289,../results//context_dependence_test_100/enformer/IKZF1_chr7_50304677_+.pickle,83.21494,0.17650841,0.28052342,{'IKZF1_chr7_50304677_+'},enhancing,K562
20491,0.99665695,../results//context_dependence_test_100/enformer/SLAMF6_chr1_160523262_-.pickle,19.679869,0.021448238,0.06579059,{'SLAMF6_chr1_160523262_-'},enhancing,K562
20329,0.97054315,../results//context_dependence_test_100/enformer/MARCHF9_chr12_57755102_+.pickle,17.420376,0.30613914,0.5131489,{'MARCHF9_chr12_57755102_+'},enhancing,K562
21130,0.9536006,../results//context_dependence_test_100/enformer/RNFT2_chr12_116738290_+.pickle,29.72505,0.49801636,1.3792238,{'RNFT2_chr12_116738290_+'},enhancing,K562
23108,0.9925698,../results//context_dependence_test_100/enformer/KISS1R_chr19_917332_+.pickle,70.038605,0.17776105,0.52039814,{'KISS1R_chr19_917332_+'},enhancing,K562
23592,0.95054704,../results//context_dependence_test_100/enformer/STX3_chr11_59755375_+.pickle,81.79282,4.02651,4.0449023,{'STX3_chr11_59755375_+'},enhancing,K562
25633,0.9633943,../results//context_dependence_test_100/enformer/PROSER1_chr13_39038076_-.pickle,139.79747,5.8000183,5.1173844,{'PROSER1_chr13_39038076_-'},enhancing,K562
25700,0.9534087,../results//context_dependence_test_100/enformer/ABO_chr9_133275219_-.pickle,141.74301,7.8376274,6.6039877,{'ABO_chr9_133275219_-'},enhancing,K562
20597,0.96294814,../results//context_dependence_test_100/enformer/SCRN1_chr7_29989801_-.pickle,21.007431,1.0776846,0.7783639,{'SCRN1_chr7_29989801_-'},enhancing,K562
23348,0.9970956,../results//context_dependence_test_100/enformer/PGBD1_chr6_28281571_+.pickle,75.599304,0.09283219,0.21957715,{'PGBD1_chr6_28281571_+'},enhancing,K562
21345,0.958584,../results//context_dependence_test_100/enformer/THPO_chr3_184378207_-.pickle,33.322205,2.0513902,1.3800708,{'THPO_chr3_184378207_-'},enhancing,K562
26031,0.97436136,../results//context_dependence_test_100/enformer/SERPINB6_chr6_2971661_-.pickle,154.60406,6.082201,3.9638422,{'SERPINB6_chr6_2971661_-'},enhancing,K562
20234,0.98733383,../results//context_dependence_test_100/enformer/CCDC80_chr3_112641143_-.pickle,16.246252,0.6488373,0.20577756,{'CCDC80_chr3_112641143_-'},enhancing,K562
20188,0.96741897,../results//context_dependence_test_100/enformer/MMP19_chr12_55842936_-.pickle,15.638202,2.1511238,0.5095086,{'MMP19_chr12_55842936_-'},enhancing,K562
25916,0.96577257,../results//context_dependence_test_100/enformer/NMI_chr2_151289668_-.pickle,149.98026,1.9313958,5.133443,{'NMI_chr2_151289668_-'},enhancing,K562
20710,0.9618796,../results//context_dependence_test_100/enformer/MAP3K6_chr1_27366858_-.pickle,22.780293,0.6393971,0.86839277,{'MAP3K6_chr1_27366858_-'},enhancing,K562
26608,0.9871964,../results//context_dependence_test_100/enformer/MLLT11_chr1_151060396_+.pickle,177.75641,7.3157635,2.2759302,{'MLLT11_chr1_151060396_+'},enhancing,K562
25359,0.9725698,../results//context_dependence_test_100/enformer/TNFRSF8_chr1_12063376_+.pickle,130.18971,6.1136813,3.5711296,{'TNFRSF8_chr1_12063376_+'},enhancing,K562
20925,0.99459827,../results//context_dependence_test_100/enformer/SORT1_chr1_109397918_-.pickle,26.401623,0.14843577,0.14261524,{'SORT1_chr1_109397918_-'},enhancing,K562
21720,0.97968143,../results//context_dependence_test_100/enformer/RSAD2_chr2_6865635_+.pickle,39.972443,0.40446162,0.81218183,{'RSAD2_chr2_6865635_+'},enhancing,K562
22425,0.9758064,../results//context_dependence_test_100/enformer/KCNK1_chr1_233614105_+.pickle,54.828114,0.66043687,1.3264875,{'KCNK1_chr1_233614105_+'},enhancing,K562
20230,0.97258043,../results//context_dependence_test_100/enformer/CFAP20DC_chr3_59050025_-.pickle,16.172676,0.6121127,0.44344777,{'CFAP20DC_chr3_59050025_-'},enhancing,K562
22742,0.97534364,../results//context_dependence_test_100/enformer/FUT10_chr8_33473146_-.pickle,61.626328,2.9732292,1.5194821,{'FUT10_chr8_33473146_-'},enhancing,K562
27512,0.9536378,../results//context_dependence_test_100/enformer/MINPP1_chr10_87504892_+.pickle,217.72726,12.401863,10.094317,{'MINPP1_chr10_87504892_+'},enhancing,K562
22660,0.98289573,../results//context_dependence_test_100/enformer/SEMA4C_chr2_96870080_-.pickle,60.182163,1.9933344,1.0293739,{'SEMA4C_chr2_96870080_-'},enhancing,K562
20046,0.95029557,../results//context_dependence_test_100/enformer/KCNE3_chr11_74467549_-.pickle,13.695311,0.9634258,0.6807176,{'KCNE3_chr11_74467549_-'},enhancing,K562
21165,0.986827,../results//context_dependence_test_100/enformer/TM6SF1_chr15_83107680_+.pickle,30.317064,0.553835,0.39936674,{'TM6SF1_chr15_83107680_+'},enhancing,K562
20487,0.9859103,../results//context_dependence_test_100/enformer/ATP1B1_chr1_169106682_+.pickle,19.637295,0.77886635,0.27668375,{'ATP1B1_chr1_169106682_+'},enhancing,K562
20169,0.99063015,../results//context_dependence_test_100/enformer/CLU_chr8_27614700_-.pickle,15.315157,0.10182265,0.14350057,{'CLU_chr8_27614700_-'},enhancing,K562
27483,0.97582924,../results//context_dependence_test_100/enformer/NAT10_chr11_34105628_+.pickle,216.36432,5.1077394,5.2296867,{'NAT10_chr11_34105628_+'},enhancing,K562
24240,0.9852692,../results//context_dependence_test_100/enformer/SLC18B1_chr6_132798637_-.pickle,97.44714,3.664266,1.4354804,{'SLC18B1_chr6_132798637_-'},enhancing,K562
20041,0.9714519,../results//context_dependence_test_100/enformer/FERMT1_chr20_6123030_-.pickle,13.646383,0.17263478,0.38957852,{'FERMT1_chr20_6123030_-'},enhancing,K562
22126,0.98116577,../results//context_dependence_test_100/enformer/NPW_chr16_2019784_+.pickle,48.721783,0.45018613,0.9176358,{'NPW_chr16_2019784_+'},enhancing,K562
23576,0.9735965,../results//context_dependence_test_100/enformer/ENSG00000284931_chr11_5254783_-.pickle,81.424164,5.512258,2.149881,{'ENSG00000284931_chr11_5254783_-'},enhancing,K562
20650,0.9609932,../results//context_dependence_test_100/enformer/PHF10_chr6_169724500_-.pickle,21.795918,0.26106676,0.8501894,{'PHF10_chr6_169724500_-'},enhancing,K562
21107,0.964057,../results//context_dependence_test_100/enformer/EXPH5_chr11_108593738_-.pickle,29.221722,1.6188811,1.0503163,{'EXPH5_chr11_108593738_-'},enhancing,K562
25929,0.99469113,../results//context_dependence_test_100/enformer/AKR1C1_chr10_4963414_+.pickle,150.75433,1.4592937,0.8003375,{'AKR1C1_chr10_4963414_+'},enhancing,K562
25973,0.96006536,../results//context_dependence_test_100/enformer/ACP2_chr11_47248802_-.pickle,152.16591,4.506805,6.076689,{'ACP2_chr11_47248802_-'},enhancing,K562
20269,0.9709065,../results//context_dependence_test_100/enformer/ARHGAP22_chr10_48493649_-.pickle,16.463669,0.35346007,0.47898555,{'ARHGAP22_chr10_48493649_-'},enhancing,K562
21709,0.9836144,../results//context_dependence_test_100/enformer/LPL_chr8_19939252_+.pickle,39.643227,1.3949364,0.6495775,{'LPL_chr8_19939252_+'},enhancing,K562
21564,0.9959448,../results//context_dependence_test_100/enformer/KIT_chr4_54657941_+.pickle,37.136707,0.28674954,0.15059513,{'KIT_chr4_54657941_+'},enhancing,K562
